game_id,gameday,season,home_team,away_team,home_score,away_score,game_type,margin,total,home_win,nba_game_id,is_final,elo_diff,win_pct_diff,rest_days_diff,back_to_back_diff,ewm_net_points_diff,ewm_off_rating_diff,ewm_def_rating_diff,ewm_pace_diff,ewm_efg_pct_diff,ewm_turnover_margin_diff,ewm_rebound_margin_diff,ewm_ast_per_game_diff,elo_home,elo_away,win_pct_home,win_pct_away,ewm_off_rating_home,ewm_off_rating_away,ewm_def_rating_home,ewm_def_rating_away,rest_days_home,rest_days_away,is_home,is_playoffs,nba_points_for_pg_ewm_diff,nba_points_for_pg_ewm_home,nba_points_for_pg_ewm_away,nba_points_for_pg_roll_diff,nba_points_for_pg_roll_home,nba_points_for_pg_roll_away,nba_points_against_pg_ewm_diff,nba_points_against_pg_ewm_home,nba_points_against_pg_ewm_away,nba_points_against_pg_roll_diff,nba_points_against_pg_roll_home,nba_points_against_pg_roll_away,nba_assists_per_game_ewm_diff,nba_assists_per_game_ewm_home,nba_assists_per_game_ewm_away,nba_assists_per_game_roll_diff,nba_assists_per_game_roll_home,nba_assists_per_game_roll_away,nba_rebounds_per_game_ewm_diff,nba_rebounds_per_game_ewm_home,nba_rebounds_per_game_ewm_away,nba_rebounds_per_game_roll_diff,nba_rebounds_per_game_roll_home,nba_rebounds_per_game_roll_away,nba_turnovers_per_game_ewm_diff,nba_turnovers_per_game_ewm_home,nba_turnovers_per_game_ewm_away,nba_turnovers_per_game_roll_diff,nba_turnovers_per_game_roll_home,nba_turnovers_per_game_roll_away,nba_three_point_pct_ewm_diff,nba_three_point_pct_ewm_home,nba_three_point_pct_ewm_away,nba_three_point_pct_roll_diff,nba_three_point_pct_roll_home,nba_three_point_pct_roll_away,nba_free_throw_pct_ewm_diff,nba_free_throw_pct_ewm_home,nba_free_throw_pct_ewm_away,nba_free_throw_pct_roll_diff,nba_free_throw_pct_roll_home,nba_free_throw_pct_roll_away,event_three_rate_diff,event_rim_rate_diff,event_live_tov_rate_diff,event_and_in_rate_diff,event_shot_distance_diff,event_possessions_diff,event_shooting_fouls_diff,event_q4_points_diff,home_record,away_record,home_win_prob_model,p_ensemble,p_ensemble_calibrated,mu_h,mu_a,p_home_name,p_home_ppg,p_home_apg,p_home_games,p_away_name,p_away_ppg,p_away_apg,p_away_games,p_home_win,p_away_win,game_date,model_pick,start_time_utc,venue,game_state,game_status_detail
401705090,2025-01-09,2024.0,LAL,CHA,,,1,,,,,False,31.19303183338752,0.4166666666666667,0.0,0.0,1.9522101812029355,1.952210181202915,-1.9522101812029573,9.94231910636816,0.073892557525277,0.0,0.0,2.70732210819304,1605.7542931323226,1574.561261298935,0.5833333333333334,0.1666666666666666,97.62917956510849,95.67696938390556,102.37082043489148,104.32303061609444,2.0,2.0,1.0,0.0,5.9472646437855445,110.9765174695791,105.02925282579356,7.799999999999997,111.0,103.2,3.995054462582616,113.3473379044706,109.35228344188798,5.800000000000011,113.4,107.6,2.70732210819304,25.8056714391453,23.09834933095226,4.600000000000001,26.0,21.4,-8.32453069573797,41.42706840587132,49.75159910160929,-7.600000000000001,42.8,50.4,-2.502909004824508,12.097662928547946,14.600571933372454,-3.4000000000000004,11.6,15.0,0.0663044354395555,0.3725012672083249,0.3061968317687694,0.0616434810770753,0.3596087117017349,0.2979652306246595,0.0495988768227385,0.8163910098965388,0.7667921330738002,0.0670305073027396,0.8389473684210527,0.771916861118313,-0.0207191593998841,,,,,,,,,,0.6490340071037816,0.6490340071037816,0.6781606035710991,111.25278995661937,108.38768287188118,,,,,,,,,0.6781606035710991,0.3218393964289009,2025-01-09,LAL,,,,
401705098,2025-01-11,2024.0,ATL,HOU,,,1,,,,,False,-30.32047461105504,-0.2499999999999999,0.0,0.0,-10.336732255299935,-10.336732255299909,10.33673225529992,14.089557244676712,0.032303767950412,0.0,0.0,9.861690605651084,1559.5971867147464,1589.9176613258014,0.4166666666666667,0.6666666666666666,94.60006261532423,104.93679487062415,105.39993738467574,95.06320512937582,2.0,2.0,1.0,0.0,1.876412494688409,117.04773832236202,115.1713258276736,-0.5999999999999943,113.2,113.8,12.21314474998833,122.44767570703776,110.23453095704944,16.599999999999994,126.6,110.0,9.861690605651084,30.84815201346164,20.986461407810552,11.400000000000002,30.6,19.2,-4.96487553652392,41.088661207120936,46.053536743644855,-2.3999999999999986,40.4,42.8,2.187143197298853,13.486264327068335,11.299121129769484,2.6000000000000014,12.8,10.2,0.0321183577765311,0.378656234464185,0.3465378766876539,0.005019222035947,0.3499927342478493,0.3449735122119023,0.0601137774780882,0.8097925414039614,0.7496787639258732,0.0267679324525106,0.7900653594771241,0.7632974270246135,0.0467719199863972,,,,,,,,,,0.4143837072695111,0.4143837072695111,0.403601147816633,111.5872102851854,116.76049609232965,,,,,,,,,0.403601147816633,0.596398852183367,2025-01-11,HOU,,,,
401705103,2025-01-11,2024.0,LAL,SAS,,,1,,,,,False,-95.38879375966916,0.2196969696969696,-1.0,0.0,-0.443680300848305,-0.4436803008482997,0.4436803008482854,1.7338648474286913,0.0328822467016377,0.0,0.0,-8.364808464356656,1605.7542931323226,1701.1430868919915,0.6363636363636364,0.4166666666666667,97.62917956510849,98.07285986595676,102.37082043489148,101.9271401340432,2.0,3.0,1.0,0.0,0.6450922732902029,110.9765174695791,110.33142519628888,-0.9500000000000028,111.25,112.2,1.0887725741385168,113.3473379044706,112.25856533033208,0.6500000000000057,111.25,110.6,-8.364808464356656,20.4818125233421,28.84662098769876,-9.4,20.8,30.2,-16.513422351285456,32.880425160866416,49.39384751215187,-19.2,34.2,53.4,-2.9119274245390407,9.601845263256264,12.513772687795305,-2.0,10.0,12.0,0.0411530895394106,0.3678591259516478,0.3267060364122372,0.0723430908491576,0.3781801402731635,0.3058370494240059,0.0315895279877671,0.8088833345799075,0.7772938065921403,0.0495312640575799,0.8160000000000001,0.7664687359424202,-0.033086241981693,,,,,,,,,,0.5103736546702008,0.5103736546702008,0.5,111.80780154502978,114.36672630663782,,,,,,,,,0.5,0.5,2025-01-11,LAL,,,,
401705104,2025-01-11,2024.0,LAC,CHA,,,1,,,,,False,-27.89957623259079,0.409090909090909,1.0,0.0,-0.9460523555538192,-0.9460523555538174,0.9460523555538174,6.174059843699524,0.0312521208204418,0.0,0.0,4.146554657195988,1546.6616850663445,1574.561261298935,0.5,0.0909090909090909,94.73091702835174,95.67696938390556,105.26908297164826,104.32303061609444,3.0,2.0,1.0,0.0,2.6140037440728605,107.6432565698664,105.02925282579356,-0.7000000000000028,104.8,105.5,3.5600560996267063,112.91233954151468,109.35228344188798,7.400000000000006,115.4,108.0,4.146554657195988,22.479264940774268,18.33271028357828,5.0,23.0,18.0,4.221061492475187,43.70793734694712,39.48687585447193,3.0,44.6,41.6,3.2091389163500192,14.79732867804788,11.58818976169786,3.2,14.6,11.4,0.0166668473519797,0.3319011253005813,0.3152342779486015,0.0178375759494034,0.3210969242211219,0.3032593482717184,0.0059875096455364,0.7755046827407753,0.7695171730952389,0.0079094694138999,0.7572549019607844,0.7493454325468845,-0.0268990072389815,,,,,,,,,,0.6178064327437561,0.6178064327437561,0.6382538555644779,112.3073297076306,103.23462021256528,,,,,,,,,0.6382538555644779,0.3617461444355221,2025-01-11,LAC,,,,
401705183,2025-01-22,2024.0,NOP,MIL,,,1,,,,,False,-22.57660477905847,-0.0833333333333332,-1.0,0.0,-7.637711815617917,-7.637711815617905,7.637711815617905,7.609259744510069,-0.0493123365589933,0.0,0.0,1.5809606483190066,1379.6296141477196,1402.206218926778,0.5833333333333334,0.6666666666666666,102.88254272334626,110.52025453896417,97.11745727665372,89.47974546103582,2.0,3.0,1.0,0.0,-0.0142260355539036,120.3559746081258,120.37020064367972,1.0,123.2,122.2,7.623485780064016,117.47343188477956,109.84994610471554,4.400000000000006,118.2,113.8,1.5809606483190066,28.134209524446376,26.55324887612737,1.599999999999998,28.4,26.8,-0.1124588036269713,46.32902633052935,46.44148513415632,1.2000000000000028,47.6,46.4,0.0121920954411169,12.048621709433382,12.036429613992263,-1.1999999999999993,11.0,12.2,-0.0360523600358785,0.3723227689216812,0.4083751289575598,-0.0348631047857224,0.3757292902658756,0.4105923950515981,0.0408117291936838,0.7864362142163901,0.7456244850227063,0.0642986888912299,0.8057785003279998,0.7414798114367699,0.0701539556905389,,,,,,,,,,0.5123778973356633,0.5123778973356633,0.5,113.44239577722917,115.29095049700057,,,,,,,,,0.5,0.5,2025-01-22,NOP,,,,
401810384,2026-01-08,2025.0,CHI,MIA,,,1,,,,,False,-135.65856335472904,0.0833333333333333,-1.0,1.0,-7.04464244783803,-7.044642447838015,7.044642447837987,-9.506211665652131,0.0162029079885284,0.0,0.0,0.7023250979453941,1365.3902968337677,1501.0488601884967,0.5833333333333334,0.5,92.50898837154124,99.55363081937926,107.49101162845876,100.44636918062076,1.0,2.0,1.0,0.0,-8.275427056745116,108.16021974977578,116.4356468065209,-10.200000000000005,109.6,119.8,-1.2307846089070722,115.65123137823456,116.88201598714164,-4.199999999999989,113.4,117.6,0.7023250979453941,29.149488486149508,28.44716338820412,-0.3999999999999986,29.6,30.0,-0.0580005505620988,45.60587611699987,45.66387666756197,0.7999999999999972,45.8,45.0,-1.784461227715294,12.999091230996612,14.783552458711906,-3.8000000000000007,11.6,15.4,-0.0231406611269193,0.3456884093283531,0.3688290704552724,-0.0520513010673789,0.3377544669992587,0.3898057680666376,-0.0348061950708984,0.7755711570640946,0.8103773521349931,-0.0301924403351243,0.7821966681409407,0.812389108476065,0.0555799441459483,,,,,,,,,,0.3309922722477529,0.3309922722477529,0.2967874677810959,114.1523035564952,124.0035700104547,,,,,,,,,0.2967874677810959,0.7032125322189041,2026-01-08,MIA,,,,
401810499,2026-01-24,2025.0,MIN,GSW,,,1,,,,,False,165.7217474824913,-0.0833333333333333,0.0,0.0,-2.204472082451308,-2.204472082451261,2.204472082451346,-4.606911134728506,-0.0299279562862764,0.0,0.0,-3.658094471578938,1597.232447493088,1431.5107000105968,0.5,0.5833333333333334,101.5767165341844,103.78118861663566,98.42328346581569,96.21881138336433,2.0,2.0,1.0,0.0,-3.405691608589919,120.26890397765096,123.67459558624088,-7.0,120.8,127.8,-1.201219526138587,118.6921874434666,119.8934069696052,-4.0,117.8,121.8,-3.658094471578938,27.32680964302844,30.98490411460737,-3.6000000000000014,27.4,31.0,5.7710228825338135,45.24467373979372,39.47365085725991,5.0,44.2,39.2,-0.014880335040214,12.756159403572958,12.771039738613172,0.4000000000000003,13.0,12.6,-0.0032554954927686,0.3789364566885863,0.3821919521813549,-0.0179106913006293,0.3931933790641321,0.4111040703647615,-0.0295021480535755,0.7570741930607563,0.7865763411143318,-0.0180042615336731,0.7443386243386244,0.7623428858722976,-0.0851417211043324,,,,,,,,,,0.620642753769956,0.620642753769956,0.6419105702179452,111.26356363038776,108.60981377018794,,,,,,,,,0.6419105702179452,0.3580894297820548,2026-01-24,MIN,,,,
401810506,2026-01-25,2025.0,MEM,DEN,,,1,,,,,False,-317.1997749113932,-0.4166666666666666,0.0,0.0,-0.1049670971548656,-0.1049670971548977,0.1049670971548124,21.96692911530968,0.0275376808964384,0.0,0.0,4.543039006949528,1307.8573798367197,1625.057154748113,0.25,0.6666666666666666,99.1780920363367,99.2830591334916,100.82190796366328,100.71694086650848,2.0,2.0,1.0,0.0,10.930981009077428,118.3456166026797,107.41463559360228,13.0,117.8,104.8,11.035948106232269,119.16752456634298,108.13157646011072,9.0,116.4,107.4,4.543039006949528,29.586128130428623,25.043089123479096,3.3999999999999986,29.0,25.6,6.020630074156806,45.693507902300624,39.67287782814382,6.399999999999999,44.6,38.2,7.244103994034031,16.185097427806305,8.940993433772274,7.0,15.6,8.6,0.0145940724296137,0.3656603623869209,0.3510662899573072,0.0476495154997808,0.3786032143353795,0.3309536988355987,-0.0047656678338275,0.8188687181377462,0.8236343859715738,0.0375440191641566,0.857933621933622,0.8203896027694654,0.0047606865701211,,,,,,,,,,0.2748164499407733,0.2748164499407733,0.2289139953261394,120.89301360631936,124.36243118066514,,,,,,,,,0.2289139953261394,0.7710860046738606,2026-01-25,DEN,,,,
401810507,2026-01-25,2025.0,MIL,DAL,,,1,,,,,False,47.718662324466095,-0.1666666666666666,1.0,-1.0,-12.490731470049528,-12.490731470049596,12.490731470049454,-13.422962963882782,-0.0103720156742833,0.0,0.0,-0.1012913671243396,1402.206218926778,1354.487556602312,0.4166666666666667,0.5833333333333334,92.176701508775,104.6674329788246,107.8232984912249,95.33256702117544,2.0,1.0,1.0,0.0,-12.95684721696614,105.65614790539745,118.6129951223636,-21.599999999999994,104.2,125.8,-0.4661157469166141,113.4794463966224,113.94556214353902,4.400000000000006,118.4,114.0,-0.1012913671243396,26.035098676666955,26.13639004379129,-2.8000000000000007,26.2,29.0,-3.602523094186587,42.78985874686946,46.39238184105605,-6.0,41.2,47.2,-0.8717476342531008,13.27908034845946,14.15082798271256,-0.4000000000000003,14.2,14.6,-0.0013278714645811,0.3723926461064468,0.373720517571028,-0.035883118757337,0.3715316864707109,0.4074148052280479,-0.0186737476154539,0.7156116484480313,0.7342853960634852,-0.0408298820894101,0.6867255006202375,0.7275553827096477,0.0835192011087425,,,,,,,,,,0.5559829824379884,0.5559829824379884,0.5574511735165313,116.86025970048406,116.12001476649112,,,,,,,,,0.5574511735165313,0.4425488264834687,2026-01-25,MIL,,,,
401585204,2024-01-17 00:00:00,2023.0,UTA,GSW,,,1,,,,,False,-142.92390825345728,0.5138888888888888,0.0,0.0,24.622325335782108,24.622325335782136,-24.62232533578212,2.2929095181833645,0.0332564018077253,0.0,0.0,2.1833227524246794,1289.2160274512655,1432.139935704723,0.8888888888888888,0.375,116.22025800150286,91.59793266572072,83.77974199849716,108.40206733427928,2.0,2.0,1.0,0.0,13.457617426982722,130.8771711205105,117.41955369352776,15.400000000000006,133.0,117.6,-11.164707908799356,114.65691311900768,125.82162102780704,-16.0,114.0,130.0,2.1833227524246794,30.4900667564562,28.30674400403152,2.8000000000000007,31.6,28.8,6.453501514615148,48.910773520613326,42.45727200599818,5.0,48.2,43.2,1.8652963077270075,13.7007663041552,11.835469996428191,1.4000000000000004,12.6,11.2,0.0207795888545517,0.3896595099618591,0.3688799211073074,0.0648723810663181,0.4202362531664857,0.3553638721001676,0.0483288087447265,0.8493512578715006,0.801022449126774,0.0358867219736785,0.8444581505451071,0.8085714285714285,-0.0240142626708239,,,,,,,,,,0.5526170460602516,0.5526170460602516,0.5471978597560176,120.24871004944784,120.05076602811262,,,,,,,,,0.5471978597560176,0.4528021402439823,2024-01-17,UTA,,,,
