feature,current_mean,baseline_mean,psi,psi_adjusted,status,weight_pct,n_baseline,n_current
elo_diff,-2.3890188132240002,-2.6420397650299594,0.19019616345598425,0.19019616345598425,WARN,6.13,2792,60
win_pct_diff,0.0027777777777777844,-0.003087512935997783,0.09960253074934804,0.09960253074934804,OK,3.25,2772,60
rest_days_diff,0.26666666666666666,0.23737373737373738,0.6800974634447258,0.6800974634447258,ALERT,4.07,2772,60
ewm_net_goals_diff,0.14300921540752468,-0.01070160255193379,0.08855454109567772,0.08855454109567772,OK,4.15,2772,60
ewm_goal_share_diff,0.015094079522595187,-0.001338320331172854,0.1972026443797763,0.1972026443797763,WARN,3.14,2772,60
ga_per_game_diff,-0.026666666666666648,0.02228835978835979,0.11009999183961539,0.11009999183961539,WARN,3.97,2772,60
shots_for_per_game_diff,0.2400000000000002,-0.08210678210678213,0.07622649546345203,0.07622649546345203,OK,4.43,2772,60
shots_against_per_game_diff,-0.4266666666666667,0.026394901394901422,0.22104504815717885,0.22104504815717885,WARN,7.92,2772,60
pp_success_diff,0.0013716448785239472,0.0040385832143307815,0.2375127266838901,0.2375127266838901,WARN,2.99,2772,60
faceoff_win_diff,-0.006070171666666666,-0.0002225159324728765,0.14559813501270608,0.14559813501270608,WARN,3.6,2772,60
back_to_back_diff,0.0,-0.09487734487734488,1.8082988096292283,1.8082988096292283,ALERT,5.07,2772,60
goalie_sv_pct_diff,0.0028417774659633575,-0.0004021961027724468,0.1315819505755624,0.1315819505755624,WARN,4.55,2772,60
goalie_gaa_diff,-0.04182588672396341,0.007697387586910053,0.4892662928379974,0.4892662928379974,ALERT,3.13,2772,60
goalie_starts_diff,0.7166666666666667,0.016594516594516596,0.4774335282361035,0.4774335282361035,ALERT,2.97,2772,60
is_playoffs,1.0,0.06017191977077364,0.0,0.0,OK,0.0,2792,60
elo_home,1572.0694919385567,1502.8454982874846,3.3357793324258025,3.3357793324258025,ALERT,3.71,2792,60
elo_away,1574.4585107517814,1505.4875380525148,4.233432658990349,4.233432658990349,ALERT,3.34,2792,60
win_pct_home,0.6374999999999998,0.5018510978510979,0.6976612251796861,0.6976612251796861,ALERT,4.12,2775,60
win_pct_away,0.6347222222222223,0.5058919874188149,1.601395710278668,1.601395710278668,ALERT,3.12,2777,60
ewm_net_goals_home,0.641607693152724,0.009917310425378838,2.54807154304288,2.54807154304288,ALERT,2.8,2775,60
ewm_net_goals_away,0.49859847774519944,0.022411738313352126,0.5063180961795863,0.5063180961795863,ALERT,3.48,2777,60
rest_days_home,2.75,3.384864864864865,1.1849143136454137,1.1849143136454137,ALERT,2.45,2775,60
rest_days_away,2.4833333333333334,3.1454807346056897,2.4478218280674002,2.4478218280674002,ALERT,4.01,2777,60
goalie_sv_pct_home,0.8813070077514463,0.8899589522957864,0.35439481407495826,0.35439481407495826,ALERT,3.26,2775,60
goalie_sv_pct_away,0.8784652302854831,0.8903996800442515,1.7510249406947722,1.7510249406947722,ALERT,3.99,2777,60
goalie_gaa_home,3.049250393153365,2.9910783717732023,0.2992409695248148,0.2992409695248148,ALERT,2.83,2775,60
goalie_gaa_away,3.0910762798773277,2.982212957752475,0.5222484989636247,0.5222484989636247,ALERT,3.53,2777,60
is_home,1.0,1.0,,,OK,0.0,2792,60
