feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
is_home,1.0,1.0,0.0,0.0,0.061856,0.0,0.0,False,OK,,291,97
win_pct_diff,-0.0059,-0.001,0.152896,0.09104,0.061856,-0.004871,0.012617,False,OK,,291,97
elo_diff,-4.5813,-0.2543,0.161439,0.099583,0.061856,-4.326933,13.995991,False,OK,,291,97
rest_days_diff,0.0,-0.0069,0.00768,0.0,0.061856,0.006873,0.053697,False,OK,,291,97
sp_era_diff,0.3764,0.1377,0.065219,0.002499,0.06272,0.238742,0.383428,False,OK,,284,96
sp_era_5g_diff,0.5475,-0.0737,0.085569,0.023388,0.062181,0.621241,0.508804,False,OK,,285,97
sp_k9_diff,0.0535,-0.005,0.071062,0.008342,0.06272,0.058533,0.448911,False,OK,,284,96
sp_k9_5g_diff,0.1232,-0.0566,0.157737,0.095556,0.062181,0.179792,0.59711,False,OK,,285,97
sp_fbvelo_diff,-0.2313,0.0571,0.08371,0.021473,0.062237,-0.288409,0.511787,False,OK,,284,97
sp_fbpct_diff,-0.0026,-0.0096,0.080647,0.018466,0.062181,0.007054,0.026334,False,OK,,285,97
sp_whiff_diff,0.0046,0.0006,0.101333,0.039152,0.062181,0.00391,0.007609,False,OK,,285,97
sp_xwoba_diff,-0.0042,0.0035,0.118948,0.056767,0.062181,-0.007648,0.011181,False,OK,,285,97
sp_xwoba_vs_l_diff,0.0117,-0.0015,0.07836,0.01564,0.06272,0.01321,0.013559,False,OK,,284,96
lineup_woba_mean_diff,0.0003,-0.0014,0.14082,0.078964,0.061856,0.001689,0.002544,False,OK,,291,97
lineup_woba_top3_diff,0.0018,-0.0009,0.273681,0.211825,0.061856,0.002708,0.004254,False,OK,,291,97
lineup_woba_std_diff,0.0001,-0.0006,0.046846,0.0,0.061856,0.000748,0.001861,False,OK,,291,97
woba_30g_diff,-0.0016,-0.0014,0.201416,0.13956,0.061856,-0.000214,0.00442,False,OK,,291,97
bullpen_whip_diff,-0.0231,0.01,0.195309,0.132755,0.062554,-0.033051,0.063375,False,OK,,287,96
bullpen_whip_3g_diff,0.0205,-0.0356,0.171993,0.109439,0.062554,0.056015,0.117862,False,OK,,287,96
bullpen_pitches_diff,-6.1443,16.4777,0.163406,0.10155,0.061856,-22.621993,12.251813,False,OK,,291,97
team_barrel_diff,-0.0048,0.0017,0.384149,0.322293,0.061856,-0.006515,0.002162,True,ALERT,,291,97
team_hardhit_diff,-0.0121,0.0026,0.237729,0.175873,0.061856,-0.014687,0.009043,False,OK,,291,97
team_exitvelo_diff,-0.1734,0.1003,0.195304,0.133448,0.061856,-0.273694,0.313114,False,OK,,291,97
travel_fatigue_diff,-0.1031,-0.1375,0.001128,0.0,0.061856,0.034364,0.113037,False,OK,,291,97
closer_availability_diff,-0.0206,-0.0034,0.00512,0.0,0.061856,-0.017182,0.054415,False,OK,,291,97
dome_is_neutral,0.3093,0.2955,0.0,0.0,0.061856,0.013746,0.080713,False,OK,,291,97
park_factor_slug_diff,-0.0001,0.0,0.131438,0.069582,0.061856,-8.5e-05,0.00012,False,OK,,291,97
wind_advantage_flyball_factor,0.0389,-0.0009,0.098179,0.035459,0.06272,0.039855,0.06518,False,OK,,284,96
air_density_velocity_boost,0.0595,0.0123,0.164532,0.102295,0.062237,0.047265,0.047112,False,OK,,284,97
home_elo,1497.4997,1499.6532,0.400699,0.338843,0.061856,-2.153459,9.624274,False,OK,,291,97
away_elo,1502.081,1499.9075,0.302642,0.240786,0.061856,2.173474,10.113532,False,OK,,291,97
home_win_pct,0.4968,0.4995,0.139819,0.077963,0.061856,-0.002742,0.010924,False,OK,,291,97
away_win_pct,0.5039,0.5008,0.41814,0.356284,0.061856,0.003079,0.011048,False,OK,,291,97
sp_era_home,4.3284,4.0806,0.062847,0.000721,0.062126,0.247733,0.311325,False,OK,,286,97
sp_era_away,3.9505,3.9609,0.148774,0.086328,0.062446,-0.01036,0.212077,False,OK,,289,96
sp_k9_home,8.625,8.6787,0.150896,0.08877,0.062126,-0.053631,0.319838,False,OK,,286,97
sp_k9_away,8.5556,8.6605,0.038039,0.0,0.062446,-0.104882,0.323614,False,OK,,289,96
sp_xwoba_home,0.3113,0.3105,0.09602,0.033949,0.062071,0.000749,0.008092,False,OK,,287,97
sp_xwoba_away,0.3155,0.3073,0.099327,0.037364,0.061963,0.008138,0.007875,False,OK,,289,97
lineup_woba_mean_home,0.3445,0.3428,0.409958,0.348102,0.061856,0.001732,0.001937,False,OK,,291,97
lineup_woba_mean_away,0.3442,0.3442,0.060982,0.0,0.061856,4.2e-05,0.001821,False,OK,,291,97
lineup_woba_top3_home,0.3563,0.3519,0.126137,0.064281,0.061856,0.004471,0.002846,False,OK,,291,97
lineup_woba_top3_away,0.3546,0.3528,0.251402,0.189546,0.061856,0.001763,0.003152,False,OK,,291,97
woba_30g_home,0.3001,0.2992,0.19818,0.136324,0.061856,0.000829,0.002935,False,OK,,291,97
woba_30g_away,0.3017,0.3006,0.238359,0.176503,0.061856,0.001043,0.003054,False,OK,,291,97
bullpen_whip_10g_home,1.338,1.336,0.094936,0.033027,0.061909,0.002056,0.040325,False,OK,,290,97
