feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
is_home,1.0,1.0,0.0,0.0,0.065934,0.0,0.0,False,OK,0.0,273,91
win_pct_diff,-0.0056,-0.0009,0.370017,0.304083,0.065934,-0.004623,0.013434,False,OK,1.627,273,91
elo_diff,-4.6764,-5.2719,0.171172,0.105238,0.065934,0.595488,14.845598,False,OK,2.067,273,91
rest_days_diff,-0.044,0.0037,0.015809,0.0,0.065934,-0.047619,0.052979,False,OK,0.0,273,91
sp_era_diff,-0.0828,0.0213,0.09627,0.029603,0.066667,-0.104174,0.374023,False,OK,1.701,270,90
sp_era_5g_diff,-0.1292,0.0373,0.087429,0.021434,0.065995,-0.166515,0.565146,False,OK,2.18,272,91
sp_fbvelo_diff,0.0032,-0.2852,0.065597,0.0,0.065995,0.288391,0.536329,False,OK,1.893,272,91
lineup_woba_mean_diff,0.0015,-0.0005,0.261762,0.195828,0.065934,0.001916,0.002575,False,OK,1.965,273,91
lineup_woba_top3_diff,0.0036,0.0019,0.060644,0.0,0.065934,0.001719,0.00429,False,OK,1.446,273,91
lineup_woba_std_diff,-0.0012,-0.0003,0.181758,0.115824,0.065934,-0.000896,0.001865,False,OK,1.875,273,91
woba_30g_diff,-0.0013,-0.0011,0.29373,0.227796,0.065934,-0.000185,0.004228,False,OK,1.743,273,91
bullpen_whip_diff,-0.0105,-0.007,0.226572,0.160516,0.066056,-0.003406,0.062406,False,OK,2.089,271,91
bullpen_whip_3g_diff,-0.0576,-0.0561,0.155657,0.089601,0.066056,-0.001519,0.114738,False,OK,1.567,271,91
bullpen_pitches_diff,16.6593,-2.6447,0.25481,0.188876,0.065934,19.304029,12.790429,False,OK,1.7,273,91
team_barrel_diff,-0.0003,-0.0008,0.143235,0.077301,0.065934,0.000515,0.002062,False,OK,1.662,273,91
team_hardhit_diff,-0.0026,-0.0026,0.261877,0.195943,0.065934,-8e-06,0.008731,False,OK,1.555,273,91
team_exitvelo_diff,-0.1222,-0.0075,0.127067,0.061133,0.065934,-0.114687,0.297016,False,OK,1.862,273,91
lineup_handedness_matchup_advantage,-0.0028,0.0061,0.15014,0.084206,0.065934,-0.008823,0.017217,False,OK,1.667,273,91
travel_fatigue_diff,-0.1868,-0.1099,0.004506,0.0,0.065934,-0.076923,0.118628,False,OK,1.095,273,91
closer_availability_diff,-0.011,-0.0037,0.00771,0.0,0.065934,-0.007326,0.055633,False,OK,0.0,273,91
dome_is_neutral,0.1978,0.3077,0.0,0.0,0.065934,-0.10989,0.081308,False,OK,0.0,273,91
park_factor_slug_diff,0.0001,-0.0,0.195061,0.129127,0.065934,0.000155,0.000142,False,OK,1.628,273,91
wind_advantage_flyball_factor,-0.0288,0.0074,0.033752,0.0,0.066667,-0.03615,0.065636,False,OK,1.89,270,90
air_density_velocity_boost,0.0057,0.0505,0.157355,0.09136,0.065995,-0.044824,0.044224,False,OK,2.243,272,91
bullpen_meltdown_risk,-0.2642,5.3368,0.149435,0.083379,0.066056,-5.600918,4.427329,False,OK,1.69,271,91
pitcher_regression_indicator,0.0286,-1.339,0.129581,0.063586,0.065995,1.367641,2.044639,False,OK,1.773,272,91
lineup_depth_multiplier,0.0001,0.0002,0.139594,0.07366,0.065934,-6.9e-05,7.2e-05,False,OK,1.687,273,91
ace_efficiency_factor,0.0983,0.0804,0.104312,0.038317,0.065995,0.017848,0.032708,False,OK,1.894,272,91
home_elo,1498.5455,1497.6647,0.143948,0.078014,0.065934,0.880761,10.573753,False,OK,1.674,273,91
away_elo,1503.2219,1502.9366,0.307325,0.241391,0.065934,0.285273,10.660753,False,OK,2.014,273,91
home_win_pct,0.4977,0.4998,0.091939,0.026005,0.065934,-0.002051,0.011741,False,OK,2.65,273,91
away_win_pct,0.5044,0.5009,0.317502,0.251568,0.065934,0.003531,0.011404,False,OK,2.059,273,91
sp_era_home,4.0978,4.0667,0.156609,0.090065,0.066544,0.031142,0.297272,False,OK,1.705,272,90
sp_era_away,4.1807,4.0487,0.092864,0.026259,0.066605,0.13193,0.217338,False,OK,2.058,271,90
sp_k9_home,8.815,8.7115,0.065125,0.0,0.066544,0.103456,0.326639,False,OK,2.047,272,90
sp_k9_away,8.623,8.6589,0.081834,0.015229,0.066605,-0.035917,0.333237,False,OK,1.869,271,90
sp_xwoba_home,0.3092,0.3097,0.101817,0.035822,0.065995,-0.000476,0.007839,False,OK,1.782,272,91
sp_xwoba_away,0.3167,0.312,0.073992,0.008058,0.065934,0.004698,0.007648,False,OK,1.778,273,91
lineup_woba_mean_home,0.3457,0.3432,0.272389,0.206455,0.065934,0.002487,0.001897,False,OK,1.725,273,91
lineup_woba_mean_away,0.3443,0.3437,0.433107,0.367173,0.065934,0.000571,0.001889,False,OK,1.804,273,91
lineup_woba_top3_home,0.3623,0.357,0.207701,0.141767,0.065934,0.005278,0.003026,False,OK,1.871,273,91
lineup_woba_top3_away,0.3586,0.3551,0.221984,0.15605,0.065934,0.003558,0.002997,False,OK,1.323,273,91
woba_30g_home,0.3032,0.3008,0.26678,0.200846,0.065934,0.00239,0.002759,False,OK,1.746,273,91
woba_30g_away,0.3045,0.3019,0.136661,0.070727,0.065934,0.002575,0.00285,False,OK,1.602,273,91
bullpen_whip_10g_home,1.3404,1.3406,0.062593,0.0,0.065995,-0.000207,0.043261,False,OK,1.902,272,91
bullpen_whip_10g_away,1.3509,1.3478,0.492193,0.426198,0.065995,0.00301,0.039814,False,OK,1.569,272,91
bullpen_whip_3g_home,1.2682,1.3487,0.194072,0.128077,0.065995,-0.080562,0.072684,False,OK,1.756,272,91
