game_pk,game_date,kind,home_expected_runs,away_expected_runs,alpha_home,alpha_away,p_over_6_5,p_over_7_0,p_over_7_5,p_over_8_0,p_over_8_5,p_over_9_0,p_over_9_5,p_over_10_0,p_over_10_5,p_over_11_0,p_over_11_5,p_over_12_0,p_over_12_5,p_push_6_5,p_push_7_0,p_push_7_5,p_push_8_0,p_push_8_5,p_push_9_0,p_push_9_5,p_push_10_0,p_push_10_5,p_push_11_0,p_push_11_5,p_push_12_0,p_push_12_5,p_under_6_5,p_under_7_0,p_under_7_5,p_under_8_0,p_under_8_5,p_under_9_0,p_under_9_5,p_under_10_0,p_under_10_5,p_under_11_0,p_under_11_5,p_under_12_0,p_under_12_5,p_home_cover_0_5,p_home_cover_1_5,p_home_cover_2_5,p_home_cover_3_5,p_rl_1_0_home,p_rl_1_0_push,p_rl_1_0_away,p_rl_1_5_home,p_rl_1_5_push,p_rl_1_5_away,p_rl_2_0_home,p_rl_2_0_push,p_rl_2_0_away,p_rl_2_5_home,p_rl_2_5_push,p_rl_2_5_away,p_rl_3_0_home,p_rl_3_0_push,p_rl_3_0_away,p_rl_3_5_home,p_rl_3_5_push,p_rl_3_5_away,p_rl_4_0_home,p_rl_4_0_push,p_rl_4_0_away,p_home_win_derived,p_away_win_derived,home_score,away_score,total_runs,ml_win_prob,agreement_conflict
745111,2024-04-02,oof,4.4909,5.3787,0.2573,0.3048,0.7329,0.647,0.647,0.5569,0.5569,0.4729,0.4729,0.3977,0.3977,0.3272,0.3272,0.2637,0.2637,0.0,0.0859,0.0,0.0901,0.0,0.084,0.0,0.0752,0.0,0.0705,0.0,0.0635,0.0,0.2671,0.2671,0.353,0.353,0.4431,0.4431,0.5271,0.5271,0.6023,0.6023,0.6728,0.6728,0.7363,0.46351,0.3068,0.2315,0.1667,0.3068,0.15671,0.53649,0.3068,0.0,0.6932,0.2315,0.0753,0.6932,0.2315,0.0,0.7685,0.1667,0.0648,0.7685,0.1667,0.0,0.8333,0.1181,0.0486,0.8333,0.46351,0.53649,5,2,7,,False
745273,2024-04-02,oof,4.4909,5.3787,0.2573,0.3048,0.7313,0.6452,0.6452,0.5616,0.5616,0.4786,0.4786,0.3977,0.3977,0.3258,0.3258,0.2639,0.2639,0.0,0.0861,0.0,0.0836,0.0,0.083,0.0,0.0809,0.0,0.0719,0.0,0.0619,0.0,0.2687,0.2687,0.3548,0.3548,0.4384,0.4384,0.5214,0.5214,0.6023,0.6023,0.6742,0.6742,0.7361,0.45955,0.3003,0.2254,0.164,0.3003,0.15925,0.54045,0.3003,0.0,0.6997,0.2254,0.0749,0.6997,0.2254,0.0,0.7746,0.164,0.0614,0.7746,0.164,0.0,0.836,0.1179,0.0461,0.836,0.45955,0.54045,2,5,7,,False
745439,2024-04-02,oof,4.4909,5.3787,0.2573,0.3048,0.7313,0.6473,0.6473,0.5575,0.5575,0.47,0.47,0.3952,0.3952,0.3289,0.3289,0.2646,0.2646,0.0,0.084,0.0,0.0898,0.0,0.0875,0.0,0.0748,0.0,0.0663,0.0,0.0643,0.0,0.2687,0.2687,0.3527,0.3527,0.4425,0.4425,0.53,0.53,0.6048,0.6048,0.6711,0.6711,0.7354,0.45931,0.3017,0.2288,0.1708,0.3017,0.15761,0.54069,0.3017,0.0,0.6983,0.2288,0.0729,0.6983,0.2288,0.0,0.7712,0.1708,0.058,0.7712,0.1708,0.0,0.8292,0.1174,0.0534,0.8292,0.45931,0.54069,2,5,7,,False
745598,2024-04-02,oof,4.4909,5.3787,0.2573,0.3048,0.7306,0.6424,0.6424,0.5579,0.5579,0.4765,0.4765,0.3933,0.3933,0.3218,0.3218,0.2609,0.2609,0.0,0.0882,0.0,0.0845,0.0,0.0814,0.0,0.0832,0.0,0.0715,0.0,0.0609,0.0,0.2694,0.2694,0.3576,0.3576,0.4421,0.4421,0.5235,0.5235,0.6067,0.6067,0.6782,0.6782,0.7391,0.45666,0.3011,0.2283,0.1648,0.3011,0.15556,0.54334,0.3011,0.0,0.6989,0.2283,0.0728,0.6989,0.2283,0.0,0.7717,0.1648,0.0635,0.7717,0.1648,0.0,0.8352,0.1191,0.0457,0.8352,0.45666,0.54334,9,4,13,,False
745680,2024-04-02,oof,4.4909,5.3787,0.2573,0.3048,0.7272,0.6386,0.6386,0.5476,0.5476,0.4668,0.4668,0.3909,0.3909,0.316,0.316,0.2545,0.2545,0.0,0.0886,0.0,0.091,0.0,0.0808,0.0,0.0759,0.0,0.0749,0.0,0.0615,0.0,0.2728,0.2728,0.3614,0.3614,0.4524,0.4524,0.5332,0.5332,0.6091,0.6091,0.684,0.684,0.7455,0.4626,0.3057,0.2292,0.1676,0.3057,0.1569,0.5374,0.3057,0.0,0.6943,0.2292,0.0765,0.6943,0.2292,0.0,0.7708,0.1676,0.0616,0.7708,0.1676,0.0,0.8324,0.1158,0.0518,0.8324,0.4626,0.5374,4,5,9,,False
746009,2024-04-02,oof,4.4909,5.3787,0.2573,0.3048,0.7418,0.6556,0.6556,0.573,0.573,0.4864,0.4864,0.4071,0.4071,0.3322,0.3322,0.2699,0.2699,0.0,0.0862,0.0,0.0826,0.0,0.0866,0.0,0.0793,0.0,0.0749,0.0,0.0623,0.0,0.2582,0.2582,0.3444,0.3444,0.427,0.427,0.5136,0.5136,0.5929,0.5929,0.6678,0.6678,0.7301,0.45647,0.2966,0.2248,0.1608,0.2966,0.15987,0.54353,0.2966,0.0,0.7034,0.2248,0.0718,0.7034,0.2248,0.0,0.7752,0.1608,0.064,0.7752,0.1608,0.0,0.8392,0.1131,0.0477,0.8392,0.45647,0.54353,3,2,5,,False
746086,2024-04-02,oof,4.4909,5.3787,0.2573,0.3048,0.7319,0.643,0.643,0.5541,0.5541,0.474,0.474,0.3925,0.3925,0.3167,0.3167,0.2538,0.2538,0.0,0.0889,0.0,0.0889,0.0,0.0801,0.0,0.0815,0.0,0.0758,0.0,0.0629,0.0,0.2681,0.2681,0.357,0.357,0.4459,0.4459,0.526,0.526,0.6075,0.6075,0.6833,0.6833,0.7462,0.44979,0.2961,0.2228,0.1643,0.2961,0.15369,0.55021,0.2961,0.0,0.7039,0.2228,0.0733,0.7039,0.2228,0.0,0.7772,0.1643,0.0585,0.7772,0.1643,0.0,0.8357,0.1121,0.0522,0.8357,0.44979,0.55021,1,3,4,,False
746169,2024-04-02,oof,4.4909,5.3787,0.2573,0.3048,0.7377,0.6504,0.6504,0.5676,0.5676,0.4825,0.4825,0.4036,0.4036,0.3274,0.3274,0.2622,0.2622,0.0,0.0873,0.0,0.0828,0.0,0.0851,0.0,0.0789,0.0,0.0762,0.0,0.0652,0.0,0.2623,0.2623,0.3496,0.3496,0.4324,0.4324,0.5175,0.5175,0.5964,0.5964,0.6726,0.6726,0.7378,0.45771,0.3071,0.2323,0.1686,0.3071,0.15061,0.54229,0.3071,0.0,0.6929,0.2323,0.0748,0.6929,0.2323,0.0,0.7677,0.1686,0.0637,0.7677,0.1686,0.0,0.8314,0.1195,0.0491,0.8314,0.45771,0.54229,5,4,9,,False
746411,2024-04-02,oof,4.4909,5.3787,0.2573,0.3048,0.745,0.6609,0.6609,0.5688,0.5688,0.4825,0.4825,0.4019,0.4019,0.3322,0.3322,0.2682,0.2682,0.0,0.0841,0.0,0.0921,0.0,0.0863,0.0,0.0806,0.0,0.0697,0.0,0.064,0.0,0.255,0.255,0.3391,0.3391,0.4312,0.4312,0.5175,0.5175,0.5981,0.5981,0.6678,0.6678,0.7318,0.45696,0.3049,0.2313,0.1689,0.3049,0.15206,0.54304,0.3049,0.0,0.6951,0.2313,0.0736,0.6951,0.2313,0.0,0.7687,0.1689,0.0624,0.7687,0.1689,0.0,0.8311,0.1207,0.0482,0.8311,0.45696,0.54304,1,2,3,,False
746814,2024-04-02,oof,4.4909,5.3787,0.2573,0.3048,0.7379,0.6503,0.6503,0.5661,0.5661,0.4784,0.4784,0.4018,0.4018,0.3299,0.3299,0.267,0.267,0.0,0.0876,0.0,0.0842,0.0,0.0877,0.0,0.0766,0.0,0.0719,0.0,0.0629,0.0,0.2621,0.2621,0.3497,0.3497,0.4339,0.4339,0.5216,0.5216,0.5982,0.5982,0.6701,0.6701,0.733,0.45706,0.3037,0.2277,0.1676,0.3037,0.15336,0.54294,0.3037,0.0,0.6963,0.2277,0.076,0.6963,0.2277,0.0,0.7723,0.1676,0.0601,0.7723,0.1676,0.0,0.8324,0.1203,0.0473,0.8324,0.45706,0.54294,3,2,5,,False
