feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
team_exitvelo_diff,-0.0547,0.1659,0.240435,0.173768,0.066667,-0.220659,0.314081,False,OK,1.871,270,90
lineup_handedness_matchup_advantage,0.0155,0.0006,0.268511,0.201844,0.066667,0.014897,0.017884,False,OK,3.278,270,90
travel_fatigue_diff,-0.0667,-0.1481,0.010797,0.0,0.066667,0.081481,0.118051,False,OK,0.0,270,90
closer_availability_diff,-0.0222,-0.0148,0.001803,0.0,0.066667,-0.007407,0.059401,False,OK,0.0,270,90
dome_is_neutral,0.3778,0.2926,0.0,0.0,0.066667,0.085185,0.084695,False,OK,1.488,270,90
park_factor_slug_diff,-0.0001,-0.0,0.184506,0.117839,0.066667,-7.6e-05,0.000153,False,OK,1.32,270,90
wind_advantage_flyball_factor,-0.009,0.0195,0.056385,0.0,0.066981,-0.028482,0.066189,False,OK,1.215,265,90
air_density_velocity_boost,0.0517,0.0327,0.092957,0.026103,0.066854,0.018993,0.041214,False,OK,1.912,267,90
bullpen_meltdown_risk,9.0254,3.3954,0.13428,0.067426,0.066854,5.629938,4.449999,False,OK,2.397,267,90
pitcher_regression_indicator,-0.0427,-1.533,0.186205,0.119351,0.066854,1.490337,1.868524,False,OK,0.581,267,90
lineup_depth_multiplier,0.0002,0.0002,0.167204,0.100537,0.066667,2.4e-05,7.4e-05,False,OK,1.431,270,90
ace_efficiency_factor,0.0819,0.0764,0.06307,0.0,0.066854,0.005456,0.030408,False,OK,0.875,267,90
home_elo,1497.2004,1499.0182,0.174246,0.107579,0.066667,-1.81778,10.23165,False,OK,0.971,270,90
away_elo,1502.1009,1500.065,0.15021,0.083543,0.066667,2.035849,10.532766,False,OK,1.469,270,90
home_win_pct,0.5011,0.4992,0.280412,0.213745,0.066667,0.0019,0.011387,False,OK,0.925,270,90
away_win_pct,0.4996,0.5006,0.132061,0.065394,0.066667,-0.001011,0.011518,False,OK,2.218,270,90
sp_era_home,3.8937,4.1212,0.095001,0.02821,0.066791,-0.227537,0.303368,False,OK,1.682,268,90
sp_era_away,3.9608,4.0591,0.051981,0.0,0.066854,-0.098296,0.212564,False,OK,0.686,267,90
sp_k9_home,8.7829,8.6241,0.144499,0.077708,0.066791,0.158768,0.322641,False,OK,1.214,268,90
sp_k9_away,8.9486,8.6215,0.09172,0.024866,0.066854,0.327185,0.342334,False,OK,1.114,267,90
sp_xwoba_home,0.3115,0.3096,0.215851,0.14906,0.066791,0.0019,0.007638,False,OK,1.009,268,90
sp_xwoba_away,0.3072,0.3107,0.078041,0.011312,0.066729,-0.003528,0.007897,False,OK,0.955,269,90
lineup_woba_mean_home,0.3446,0.3437,0.212573,0.145906,0.066667,0.000916,0.001931,False,OK,1.144,270,90
lineup_woba_mean_away,0.3451,0.3439,0.266547,0.19988,0.066667,0.001218,0.001818,False,OK,1.073,270,90
lineup_woba_top3_home,0.3598,0.3536,0.158314,0.091647,0.066667,0.006173,0.003109,False,OK,0.771,270,90
lineup_woba_top3_away,0.3572,0.3544,0.141074,0.074407,0.066667,0.00282,0.003057,False,OK,0.653,270,90
woba_30g_home,0.3034,0.2998,0.274222,0.207555,0.066667,0.00367,0.002863,False,OK,0.367,270,90
woba_30g_away,0.3012,0.3007,0.37998,0.313313,0.066667,0.000489,0.002935,False,OK,0.812,270,90
bullpen_whip_10g_home,1.355,1.3255,0.096142,0.029351,0.066791,0.029515,0.043536,False,OK,0.833,268,90
bullpen_whip_10g_away,1.3355,1.3333,0.222539,0.15581,0.066729,0.00221,0.040549,False,OK,0.35,269,90
bullpen_whip_3g_home,1.3515,1.3462,0.04846,0.0,0.066791,0.005345,0.070944,False,OK,1.1,268,90
bullpen_whip_3g_away,1.4982,1.3289,0.220109,0.15338,0.066729,0.169317,0.088389,False,OK,0.976,269,90
team_barrel_15g_home,0.0248,0.0231,0.185166,0.118499,0.066667,0.001691,0.001524,False,OK,1.153,270,90
team_barrel_15g_away,0.0244,0.0237,0.463531,0.396864,0.066667,0.000783,0.001486,False,OK,1.143,270,90
team_exitvelo_15g_home,87.787,87.8285,0.337459,0.270792,0.066667,-0.041543,0.210194,False,OK,0.756,270,90
team_exitvelo_15g_away,87.8417,87.6626,0.197994,0.131327,0.066667,0.179116,0.203212,False,OK,1.405,270,90
run_margin_diff,0.0137,0.0557,0.090462,0.023795,0.066667,-0.04199,0.072109,False,OK,10.324,270,90
exp2_centered_k_diff,-0.0896,0.0125,0.221559,0.154578,0.066981,-0.102075,0.065563,False,OK,3.32,265,90
exp2_cat_k_fastball_diff,0.0,-0.0001,0.154246,0.087265,0.066981,0.000133,0.000132,False,OK,1.436,265,90
exp2_cat_k_breaking_diff,0.0,0.0,0.199294,0.125166,0.074128,-1.6e-05,0.000159,False,OK,4.729,226,83
exp2_cat_k_offspeed_diff,-0.0,-0.0,0.199837,0.099837,0.1,-1e-06,0.00013,False,OK,0.367,180,60
exp2_cat_xwoba_fastball_diff,-0.0,-0.0,0.104885,0.037904,0.066981,3.5e-05,6.6e-05,False,OK,1.161,265,90
exp2_cat_xwoba_breaking_diff,-0.0,-0.0,0.101003,0.026875,0.074128,1.2e-05,4e-05,False,OK,0.418,226,83
exp2_cat_xwoba_offspeed_diff,-0.0,0.0,0.156859,0.056859,0.1,-1.9e-05,5.1e-05,False,OK,1.537,180,60
exp2_cat_platoon_k_fastball_diff,0.0001,-0.0,0.060544,0.0,0.067607,6.6e-05,0.00016,False,OK,1.059,264,89
closer_available_home,0.9333,0.9333,0.0,0.0,0.066667,0.0,0.045669,False,OK,0.446,270,90
closer_available_away,0.9556,0.9481,0.0,0.0,0.066667,0.007407,0.039898,False,OK,0.0,270,90
