feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
is_home,1.0,1.0,0.0,0.0,0.0625,0.0,0.0,False,OK,0.0,288,96
win_pct_diff,-0.0036,-0.0015,0.138788,0.076288,0.0625,-0.002056,0.012776,False,OK,2.025,288,96
elo_diff,-5.395,-0.3014,0.141091,0.078591,0.0625,-5.093678,14.129078,False,OK,1.831,288,96
rest_days_diff,0.0,-0.0069,0.007761,0.0,0.0625,0.006944,0.054258,False,OK,0.004,288,96
sp_era_diff,0.3653,0.1137,0.088665,0.025225,0.06344,0.251571,0.388886,False,OK,1.676,280,95
sp_era_5g_diff,0.3885,-0.0498,0.027138,0.0,0.062832,0.438323,0.508096,False,OK,2.888,282,96
sp_k9_diff,-0.0749,-0.0068,0.031157,0.0,0.06344,-0.068114,0.453354,False,OK,1.898,280,95
sp_k9_5g_diff,0.0734,-0.0971,0.243651,0.180819,0.062832,0.170443,0.601464,False,OK,1.194,282,96
sp_fbvelo_diff,-0.4775,0.0514,0.088617,0.025728,0.062889,-0.528896,0.519151,False,OK,2.443,281,96
sp_fbpct_diff,-0.009,-0.0096,0.129068,0.066236,0.062832,0.000594,0.026258,False,OK,1.312,282,96
sp_whiff_diff,0.0038,0.0005,0.126126,0.063294,0.062832,0.003371,0.007716,False,OK,2.142,282,96
sp_xwoba_diff,-0.0023,0.0028,0.125268,0.062436,0.062832,-0.005077,0.011331,False,OK,1.901,282,96
sp_xwoba_vs_l_diff,0.0125,-0.0012,0.065081,0.001641,0.06344,0.013695,0.013614,False,OK,2.231,280,95
lineup_woba_mean_diff,-0.0007,-0.0017,0.101734,0.039234,0.0625,0.001037,0.002622,False,OK,1.993,288,96
lineup_woba_top3_diff,0.0017,-0.0011,0.175389,0.112889,0.0625,0.002814,0.004259,False,OK,1.782,288,96
lineup_woba_std_diff,-0.0001,-0.001,0.090356,0.027856,0.0625,0.000856,0.001835,False,OK,1.625,288,96
