game_id,game_date,start_time_utc,home_team,away_team,home_record,away_record,home_win_prob_model,away_win_prob_model,edge_home,edge_away,sp_name_home,sp_name_away,sp_era_home,sp_k9_home,sp_era_away,sp_k9_away,venue,model_pick,home_win,home_score,away_score,total_runs,game_state,game_status_detail
20260829_BOS@NYY,2026-08-29,2026-08-29 13:05:00-04:00,NYY,BOS,76-58,73-61,0.523,0.477,0.0,0.0,Carlos Rodón,Jake Bennett,3.8,10.4,2.6283185,6.5707965,Yankee Stadium,NYY,0.0,0,6,,post,Final
20260829_LAD@DET,2026-08-29,2026-08-29 13:10:00-04:00,DET,LAD,62-72,81-54,0.4687,0.5313,0.0,0.0,Keider Montero,Blake Snell,3.0,6.142857,6.230769,15.576923,Comerica Park,LAD,1.0,2,1,,post,Final
20260829_CHW@MIN,2026-08-29,2026-08-29 14:10:00-04:00,MIN,CWS,64-71,71-63,0.4979,0.5021,0.0,0.0,Bailey Ober,Erick Fedde,4.4850497,6.3687706,4.4343066,6.70073,Target Field,CWS,0.0,2,3,,post,Final
20260829_PIT@STL,2026-08-29,2026-08-29 14:15:00-04:00,STL,PIT,68-68,65-71,0.5664,0.4336,0.0,0.0,Kyle Leahy,Lake Bachar,2.9230769,8.538462,4.741463,9.6146345,Busch Stadium,STL,0.0,2,6,,post,Final
20260829_CIN@CHC,2026-08-29,2026-08-29 14:20:00-04:00,CHC,CIN,76-59,64-71,0.5702,0.42979999999999996,0.0,0.0,Kevin Gausman,Andrew Abbott,4.5319147,9.12766,3.7032418,7.2718205,Wrigley Field,CHC,1.0,17,5,,post,Final
20260829_SEA@TOR,2026-08-29,2026-08-29 15:07:00-04:00,TOR,SEA,66-70,64-71,0.5633,0.4367,0.0,0.0,José Soriano,Kade Anderson,3.468514,9.249371,,,Rogers Centre,TOR,,4,3,,in,Top 8th
20260829_MIA@WSH,2026-08-29,2026-08-29 16:05:00-04:00,WSH,MIA,64-73,68-67,0.4917,0.5083,0.0,0.0,Cade Cavalli,Sandy Alcantara,3.964557,10.321519,3.5776398,7.267081,Nationals Park,MIA,,4,4,,in,Top 7th
20260829_ARI@SF,2026-08-29,2026-08-29 16:05:00-04:00,SF,AZ,55-80,72-64,0.5556,0.4444,0.0,0.0,Matt Wilkinson,Merrill Kelly,0.0,0.0,4.9159665,6.2016807,Oracle Park,SF,,0,4,,in,Top 8th
20260829_KC@CLE,2026-08-29,2026-08-29 16:10:00-04:00,CLE,KC,68-67,61-75,0.4962,0.5038,0.0,0.0,Foster Griffin,Daniel Lynch IV,3.4399037,8.502404,2.7194245,7.1870503,Progressive Field,KC,,2,6,,in,Bottom 7th
20260829_SD@TB,2026-08-29,2026-08-29 16:10:00-04:00,TB,SD,80-54,72-63,0.5385,0.4615,0.0,0.0,Nick Martinez,Walker Buehler,3.0218978,5.4525547,4.623853,8.256881,Tropicana Field,TB,,3,6,,in,Bottom 7th
20260829_HOU@NYM,2026-08-29,2026-08-29 16:10:00-04:00,NYM,HOU,60-75,68-67,0.5113,0.4887,0.0,0.0,Nolan McLean,Bennett Sousa,3.8476658,10.746929,,,Citi Field,NYM,,4,1,,in,Top 7th
20260829_COL@ATL,2026-08-29,2026-08-29 16:10:00-04:00,ATL,COL,80-55,52-83,0.6722,0.3278,0.0,0.0,Martín Pérez,Zach Agnos,3.0928793,6.9380803,6.035294,6.352941,Truist Park,ATL,,0,1,,in,Top 7th
20260829_BOS@NYY_2_2,2026-08-29,2026-08-29 19:15:00-04:00,NYY,BOS,76-58,73-61,0.5002,0.4998,0.0,0.0,Max Fried,Alec Gamboa,2.892857,8.403061,5.4,6.48,Yankee Stadium,NYY,,0,0,,pre,Scheduled
20260829_TEX@MIL,2026-08-29,2026-08-29 19:15:00-04:00,MIL,TEX,84-51,66-69,0.6394,0.36060000000000003,0.0,0.0,Shane Drohan,Cal Quantrill,4.348315,9.404494,5.2303667,6.078534,American Family Field,MIL,,0,0,,pre,Scheduled
20260829_BAL@ATH,2026-08-29,2026-08-29 22:05:00-04:00,ATH,BAL,53-82,66-69,0.3977,0.6023000000000001,0.0,0.0,Jack Perkins,Shane Baz,5.6712327,10.972603,4.1381907,8.140703,Sutter Health Park,BAL,,0,0,,pre,Scheduled
20260829_ARI@SF_2_2,2026-08-29,2026-08-29 22:05:00-04:00,SF,AZ,55-80,72-64,0.4795,0.5205,0.0,0.0,TBD,Mitch Bratt,,,3.9375,7.03125,Oracle Park,AZ,,0,0,,pre,Scheduled
20260829_PHI@LAA,2026-08-29,2026-08-29 22:07:00-04:00,LAA,PHI,52-83,75-60,0.3747,0.6253,0.0,0.0,Ryan Johnson,Cristopher Sánchez,6.559322,7.1694913,2.8997614,11.212411,Angel Stadium,PHI,,0,0,,pre,Scheduled
