game_pk,game_date,kind,home_expected_runs,away_expected_runs,alpha_home,alpha_away,p_over_6_5,p_over_7_0,p_over_7_5,p_over_8_0,p_over_8_5,p_over_9_0,p_over_9_5,p_over_10_0,p_over_10_5,p_over_11_0,p_over_11_5,p_over_12_0,p_over_12_5,p_push_6_5,p_push_7_0,p_push_7_5,p_push_8_0,p_push_8_5,p_push_9_0,p_push_9_5,p_push_10_0,p_push_10_5,p_push_11_0,p_push_11_5,p_push_12_0,p_push_12_5,p_under_6_5,p_under_7_0,p_under_7_5,p_under_8_0,p_under_8_5,p_under_9_0,p_under_9_5,p_under_10_0,p_under_10_5,p_under_11_0,p_under_11_5,p_under_12_0,p_under_12_5,p_home_cover_0_5,p_home_cover_1_5,p_home_cover_2_5,p_home_cover_3_5,p_rl_1_0_home,p_rl_1_0_push,p_rl_1_0_away,p_rl_1_5_home,p_rl_1_5_push,p_rl_1_5_away,p_rl_2_0_home,p_rl_2_0_push,p_rl_2_0_away,p_rl_2_5_home,p_rl_2_5_push,p_rl_2_5_away,p_rl_3_0_home,p_rl_3_0_push,p_rl_3_0_away,p_rl_3_5_home,p_rl_3_5_push,p_rl_3_5_away,p_rl_4_0_home,p_rl_4_0_push,p_rl_4_0_away,p_home_win_derived,p_away_win_derived,home_score,away_score,total_runs,ml_win_prob,agreement_conflict
745111,2024-04-02,oof,4.4959,5.3737,0.2354,0.2743,0.7415,0.6544,0.6544,0.5636,0.5636,0.4817,0.4817,0.3973,0.3973,0.3221,0.3221,0.2621,0.2621,0.0,0.0871,0.0,0.0908,0.0,0.0819,0.0,0.0844,0.0,0.0752,0.0,0.06,0.0,0.2585,0.2585,0.3456,0.3456,0.4364,0.4364,0.5183,0.5183,0.6027,0.6027,0.6779,0.6779,0.7379,0.45852,0.3041,0.2283,0.1657,0.3041,0.15442,0.54148,0.3041,0.0,0.6959,0.2283,0.0758,0.6959,0.2283,0.0,0.7717,0.1657,0.0626,0.7717,0.1657,0.0,0.8343,0.1181,0.0476,0.8343,0.45852,0.54148,5,2,7,,False
745273,2024-04-02,oof,4.4959,5.3737,0.2354,0.2743,0.7368,0.6508,0.6508,0.5666,0.5666,0.4801,0.4801,0.3936,0.3936,0.3198,0.3198,0.2588,0.2588,0.0,0.086,0.0,0.0842,0.0,0.0865,0.0,0.0865,0.0,0.0738,0.0,0.061,0.0,0.2632,0.2632,0.3492,0.3492,0.4334,0.4334,0.5199,0.5199,0.6064,0.6064,0.6802,0.6802,0.7412,0.45746,0.3035,0.2246,0.1593,0.3035,0.15396,0.54254,0.3035,0.0,0.6965,0.2246,0.0789,0.6965,0.2246,0.0,0.7754,0.1593,0.0653,0.7754,0.1593,0.0,0.8407,0.1098,0.0495,0.8407,0.45746,0.54254,2,5,7,,False
745439,2024-04-02,oof,4.4959,5.3737,0.2354,0.2743,0.7414,0.6493,0.6493,0.5552,0.5552,0.4714,0.4714,0.3882,0.3882,0.3188,0.3188,0.2561,0.2561,0.0,0.0921,0.0,0.0941,0.0,0.0838,0.0,0.0832,0.0,0.0694,0.0,0.0627,0.0,0.2586,0.2586,0.3507,0.3507,0.4448,0.4448,0.5286,0.5286,0.6118,0.6118,0.6812,0.6812,0.7439,0.45797,0.3033,0.2262,0.1643,0.3033,0.15467,0.54203,0.3033,0.0,0.6967,0.2262,0.0771,0.6967,0.2262,0.0,0.7738,0.1643,0.0619,0.7738,0.1643,0.0,0.8357,0.1135,0.0508,0.8357,0.45797,0.54203,2,5,7,,False
745598,2024-04-02,oof,4.4959,5.3737,0.2354,0.2743,0.745,0.6574,0.6574,0.5633,0.5633,0.4777,0.4777,0.3953,0.3953,0.3211,0.3211,0.2577,0.2577,0.0,0.0876,0.0,0.0941,0.0,0.0856,0.0,0.0824,0.0,0.0742,0.0,0.0634,0.0,0.255,0.255,0.3426,0.3426,0.4367,0.4367,0.5223,0.5223,0.6047,0.6047,0.6789,0.6789,0.7423,0.45789,0.2987,0.2205,0.1606,0.2987,0.15919,0.54211,0.2987,0.0,0.7013,0.2205,0.0782,0.7013,0.2205,0.0,0.7795,0.1606,0.0599,0.7795,0.1606,0.0,0.8394,0.1144,0.0462,0.8394,0.45789,0.54211,9,4,13,,False
745680,2024-04-02,oof,4.4959,5.3737,0.2354,0.2743,0.7493,0.66,0.66,0.5694,0.5694,0.4842,0.4842,0.4031,0.4031,0.3346,0.3346,0.2673,0.2673,0.0,0.0893,0.0,0.0906,0.0,0.0852,0.0,0.0811,0.0,0.0685,0.0,0.0673,0.0,0.2507,0.2507,0.34,0.34,0.4306,0.4306,0.5158,0.5158,0.5969,0.5969,0.6654,0.6654,0.7327,0.44577,0.2895,0.2123,0.1534,0.2895,0.15627,0.55423,0.2895,0.0,0.7105,0.2123,0.0772,0.7105,0.2123,0.0,0.7877,0.1534,0.0589,0.7877,0.1534,0.0,0.8466,0.1073,0.0461,0.8466,0.44577,0.55423,4,5,9,,False
746009,2024-04-02,oof,4.4959,5.3737,0.2354,0.2743,0.7449,0.6562,0.6562,0.567,0.567,0.4757,0.4757,0.3926,0.3926,0.3181,0.3181,0.2554,0.2554,0.0,0.0887,0.0,0.0892,0.0,0.0913,0.0,0.0831,0.0,0.0745,0.0,0.0627,0.0,0.2551,0.2551,0.3438,0.3438,0.433,0.433,0.5243,0.5243,0.6074,0.6074,0.6819,0.6819,0.7446,0.45105,0.2975,0.2225,0.1612,0.2975,0.15355,0.54895,0.2975,0.0,0.7025,0.2225,0.075,0.7025,0.2225,0.0,0.7775,0.1612,0.0613,0.7775,0.1612,0.0,0.8388,0.1123,0.0489,0.8388,0.45105,0.54895,3,2,5,,False
746086,2024-04-02,oof,4.4959,5.3737,0.2354,0.2743,0.7405,0.6489,0.6489,0.5625,0.5625,0.4737,0.4737,0.3903,0.3903,0.314,0.314,0.2483,0.2483,0.0,0.0916,0.0,0.0864,0.0,0.0888,0.0,0.0834,0.0,0.0763,0.0,0.0657,0.0,0.2595,0.2595,0.3511,0.3511,0.4375,0.4375,0.5263,0.5263,0.6097,0.6097,0.686,0.686,0.7517,0.45825,0.2991,0.2251,0.1589,0.2991,0.15915,0.54175,0.2991,0.0,0.7009,0.2251,0.074,0.7009,0.2251,0.0,0.7749,0.1589,0.0662,0.7749,0.1589,0.0,0.8411,0.1123,0.0466,0.8411,0.45825,0.54175,1,3,4,,False
746169,2024-04-02,oof,4.4959,5.3737,0.2354,0.2743,0.7454,0.6573,0.6573,0.5716,0.5716,0.4845,0.4845,0.4045,0.4045,0.3285,0.3285,0.2628,0.2628,0.0,0.0881,0.0,0.0857,0.0,0.0871,0.0,0.08,0.0,0.076,0.0,0.0657,0.0,0.2546,0.2546,0.3427,0.3427,0.4284,0.4284,0.5155,0.5155,0.5955,0.5955,0.6715,0.6715,0.7372,0.45349,0.2974,0.2203,0.1599,0.2974,0.15609,0.54651,0.2974,0.0,0.7026,0.2203,0.0771,0.7026,0.2203,0.0,0.7797,0.1599,0.0604,0.7797,0.1599,0.0,0.8401,0.11,0.0499,0.8401,0.45349,0.54651,5,4,9,,False
746411,2024-04-02,oof,4.4959,5.3737,0.2354,0.2743,0.7425,0.6562,0.6562,0.5648,0.5648,0.4812,0.4812,0.3987,0.3987,0.3239,0.3239,0.2624,0.2624,0.0,0.0863,0.0,0.0914,0.0,0.0836,0.0,0.0825,0.0,0.0748,0.0,0.0615,0.0,0.2575,0.2575,0.3438,0.3438,0.4352,0.4352,0.5188,0.5188,0.6013,0.6013,0.6761,0.6761,0.7376,0.45605,0.3012,0.2261,0.1642,0.3012,0.15485,0.54395,0.3012,0.0,0.6988,0.2261,0.0751,0.6988,0.2261,0.0,0.7739,0.1642,0.0619,0.7739,0.1642,0.0,0.8358,0.1144,0.0498,0.8358,0.45605,0.54395,1,2,3,,False
746814,2024-04-02,oof,4.4959,5.3737,0.2354,0.2743,0.7459,0.6569,0.6569,0.572,0.572,0.4854,0.4854,0.4009,0.4009,0.3245,0.3245,0.2615,0.2615,0.0,0.089,0.0,0.0849,0.0,0.0866,0.0,0.0845,0.0,0.0764,0.0,0.063,0.0,0.2541,0.2541,0.3431,0.3431,0.428,0.428,0.5146,0.5146,0.5991,0.5991,0.6755,0.6755,0.7385,0.45352,0.2976,0.2194,0.1578,0.2976,0.15592,0.54648,0.2976,0.0,0.7024,0.2194,0.0782,0.7024,0.2194,0.0,0.7806,0.1578,0.0616,0.7806,0.1578,0.0,0.8422,0.111,0.0468,0.8422,0.45352,0.54648,3,2,5,,False
