feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
is_home,1.0,1.0,0.0,0.0,0.077211,0.0,0.0,False,OK,0.0,250,76
win_pct_diff,0.02,-0.002,0.298387,0.221176,0.077211,0.021953,0.013992,False,OK,3.055,250,76
elo_diff,15.8765,-1.2431,0.272594,0.195383,0.077211,17.11969,15.770163,False,OK,2.932,250,76
rest_days_diff,0.0263,0.0,0.003112,0.0,0.077211,0.026316,0.065446,False,OK,0.007,250,76
sp_era_diff,-0.5308,0.1723,0.215152,0.136785,0.078367,-0.703102,0.409177,False,OK,2.044,245,75
sp_era_5g_diff,-0.3966,0.0308,0.056548,0.0,0.077503,-0.427389,0.577577,False,OK,2.196,246,76
sp_fbvelo_diff,0.0495,-0.1187,0.094262,0.016684,0.077578,0.168135,0.566767,False,OK,1.887,245,76
lineup_woba_mean_diff,0.0032,-0.0005,0.208183,0.130972,0.077211,0.003736,0.00279,False,OK,1.493,250,76
lineup_woba_top3_diff,0.0051,-0.0007,0.118322,0.041111,0.077211,0.005867,0.004746,False,OK,2.378,250,76
lineup_woba_std_diff,-0.0,0.0002,0.092801,0.01559,0.077211,-0.00023,0.002123,False,OK,1.508,250,76
woba_30g_diff,0.0039,-0.0005,0.227922,0.150711,0.077211,0.004415,0.004914,False,OK,1.58,250,76
bullpen_whip_diff,-0.0321,-0.0045,0.144246,0.066101,0.078145,-0.027549,0.064484,False,OK,1.837,248,75
bullpen_whip_3g_diff,-0.1495,0.0246,0.154899,0.076754,0.078145,-0.174095,0.125291,False,OK,1.869,248,75
bullpen_pitches_diff,-12.8026,12.624,0.16239,0.085179,0.077211,-25.426632,14.139132,False,OK,1.803,250,76
team_barrel_diff,0.0011,-0.0007,0.18166,0.104449,0.077211,0.001767,0.002508,False,OK,0.403,250,76
team_hardhit_diff,0.0099,0.0023,0.193456,0.116245,0.077211,0.007573,0.01017,False,OK,1.184,250,76
team_exitvelo_diff,0.2176,0.1714,0.094515,0.017304,0.077211,0.04619,0.337768,False,OK,1.712,250,76
lineup_handedness_matchup_advantage,0.0189,0.0021,0.213646,0.136435,0.077211,0.016853,0.018429,False,OK,2.257,250,76
travel_fatigue_diff,-0.2237,-0.132,0.00664,0.0,0.077211,-0.091684,0.124382,False,OK,0.035,250,76
closer_availability_diff,0.0,-0.008,0.00041,0.0,0.077211,0.008,0.061733,False,OK,0.008,250,76
dome_is_neutral,0.2763,0.304,0.0,0.0,0.077211,-0.027684,0.090075,False,OK,0.026,250,76
park_factor_slug_diff,-0.0,-0.0,0.14825,0.071039,0.077211,2.6e-05,0.000126,False,OK,1.817,250,76
wind_advantage_flyball_factor,0.0054,0.0148,0.049971,0.0,0.078367,-0.009459,0.071802,False,OK,1.214,245,75
air_density_velocity_boost,0.0144,0.0379,0.128344,0.050766,0.077578,-0.023518,0.044615,False,OK,2.106,245,76
bullpen_meltdown_risk,2.4574,3.4587,0.207845,0.1297,0.078145,-1.001275,4.451545,False,OK,2.417,248,75
pitcher_regression_indicator,-2.0235,-0.9826,0.101888,0.02431,0.077578,-1.040911,2.018906,False,OK,1.357,245,76
lineup_depth_multiplier,0.0002,0.0002,0.312921,0.23571,0.077211,2.7e-05,7.2e-05,False,OK,1.51,250,76
ace_efficiency_factor,0.0471,0.0821,0.131899,0.054396,0.077503,-0.035006,0.030666,False,OK,1.492,246,76
home_elo,1508.8676,1498.4259,0.468576,0.391365,0.077211,10.441691,10.771105,False,OK,2.123,250,76
away_elo,1492.9911,1499.6691,0.183246,0.106035,0.077211,-6.677999,11.506957,False,OK,2.289,250,76
home_win_pct,0.513,0.498,0.301986,0.224775,0.077211,0.014986,0.012144,False,OK,2.666,250,76
away_win_pct,0.489,0.5004,0.223601,0.14639,0.077211,-0.011419,0.01228,False,OK,2.3,250,76
sp_era_home,3.7187,4.1342,0.147011,0.069655,0.077356,-0.415482,0.330622,False,OK,2.345,248,76
sp_era_away,4.2533,3.9815,0.090354,0.012135,0.078219,0.27184,0.230127,False,OK,0.395,247,75
sp_k9_home,8.8852,8.6079,0.107066,0.02971,0.077356,0.277313,0.349725,False,OK,2.113,248,76
sp_k9_away,8.7627,8.645,0.060405,0.0,0.078219,0.117764,0.372577,False,OK,2.208,247,75
sp_xwoba_home,0.3051,0.3097,0.339585,0.262229,0.077356,-0.004597,0.008342,False,OK,1.898,248,76
sp_xwoba_away,0.3138,0.31,0.252403,0.175047,0.077356,0.00381,0.008833,False,OK,2.193,248,76
lineup_woba_mean_home,0.3455,0.3433,0.148823,0.071612,0.077211,0.002206,0.002114,False,OK,1.656,250,76
lineup_woba_mean_away,0.3423,0.3439,0.220677,0.143466,0.077211,-0.00153,0.002022,False,OK,1.368,250,76
lineup_woba_top3_home,0.3592,0.3524,0.340976,0.263765,0.077211,0.006785,0.003225,True,ALERT,1.219,250,76
lineup_woba_top3_away,0.354,0.3531,0.092837,0.015626,0.077211,0.000919,0.003419,False,OK,1.998,250,76
woba_30g_home,0.3031,0.2995,0.454159,0.376948,0.077211,0.003589,0.00312,False,OK,1.479,250,76
woba_30g_away,0.2992,0.3,0.196042,0.118831,0.077211,-0.000827,0.003325,False,OK,1.875,250,76
bullpen_whip_10g_home,1.3339,1.3208,0.150434,0.072362,0.078072,0.013147,0.045671,False,OK,1.979,249,75
bullpen_whip_10g_away,1.3629,1.3256,0.149131,0.071848,0.077283,0.037261,0.043415,False,OK,0.387,249,76
bullpen_whip_3g_home,1.2427,1.3486,0.127609,0.049537,0.078072,-0.105872,0.077346,False,OK,1.728,249,75
bullpen_whip_3g_away,1.3819,1.3261,0.134193,0.05691,0.077283,0.055759,0.095558,False,OK,0.727,249,76
team_barrel_15g_home,0.0246,0.0229,0.192928,0.115717,0.077211,0.001715,0.001706,False,OK,1.153,250,76
team_barrel_15g_away,0.0235,0.0235,0.147153,0.069942,0.077211,-5.1e-05,0.001638,False,OK,1.169,250,76
team_exitvelo_15g_home,87.817,87.855,0.536217,0.459006,0.077211,-0.037941,0.226721,False,OK,1.124,250,76
team_exitvelo_15g_away,87.5994,87.6835,0.141839,0.064628,0.077211,-0.08413,0.223891,False,OK,2.055,250,76
run_margin_diff,0.203,0.0295,0.403508,0.326297,0.077211,0.173468,0.078919,True,ALERT,5.085,250,76
