game_id,game_date,start_time_utc,home_team,away_team,home_record,away_record,home_win_prob_model,away_win_prob_model,edge_home,edge_away,sp_name_home,sp_name_away,sp_era_home,sp_k9_home,sp_era_away,sp_k9_away,venue,model_pick,home_win,home_score,away_score,total_runs,game_state,game_status_detail
20260907_ATL@PHI,2026-09-07,2026-09-07 13:05:00-04:00,PHI,ATL,80-63,85-58,0.6244,0.37560000000000004,0.0,0.0,Jesús Luzardo,Grant Holmes,3.200431,11.8125,3.908847,7.4557643,Citizens Bank Park,PHI,,0,0,,in,Bottom 6th
20260907_NYM@MIA,2026-09-07,2026-09-07 13:10:00-04:00,MIA,NYM,72-72,65-78,0.5798,0.4202,0.0,0.0,Eury Pérez,Jonah Tong,3.744,10.224,7.4680853,12.063829,loanDepot park,MIA,,4,4,,in,Top 4th
20260907_LAA@BOS,2026-09-07,2026-09-07 13:35:00-04:00,BOS,LAA,79-65,54-89,0.6028,0.3972,0.0,0.0,Brayan Bello,Grayson Rodriguez,5.8471336,6.878981,5.6571426,8.357142,Fenway Park,BOS,,4,0,,in,Top 3rd
20260907_CLE@BAL,2026-09-07,2026-09-07 13:35:00-04:00,BAL,CLE,69-75,73-71,0.5064,0.49360000000000004,0.0,0.0,Trevor Rogers,Joey Cantillo,4.241895,8.147132,4.005115,10.012788,Oriole Park at Camden Yards,BAL,,1,0,,in,Bottom 2nd
20260907_ARI@KC,2026-09-07,2026-09-07 14:10:00-04:00,KC,AZ,64-80,76-68,0.5234,0.4766,0.0,0.0,Noah Cameron,Derek Law,4.1972156,8.206496,,,Kauffman Stadium,KC,,0,0,,in,Top 2nd
20260907_CHC@MIL,2026-09-07,2026-09-07 14:10:00-04:00,MIL,CHC,88-56,81-63,0.6104,0.38959999999999995,0.0,0.0,Robert Gasser,Matthew Boyd,4.481328,8.738589,4.2313433,7.6567163,American Family Field,MIL,,0,0,,in,Bottom 1st
20260907_MIN@DET,2026-09-07,2026-09-07 15:10:00-04:00,DET,MIN,65-78,68-75,0.531,0.469,0.0,0.0,Troy Melton,Joe Ryan,1.9014084,7.6056337,4.283286,10.325779,Comerica Park,DET,,0,0,,pre,Scheduled
20260907_WSH@SD,2026-09-07,2026-09-07 17:10:00-04:00,SD,WSH,75-68,67-78,0.6754,0.3246,0.0,0.0,Nick Pivetta,Jake Irvin,5.5384617,13.846154,5.535565,9.263598,Petco Park,SD,,0,0,,pre,Scheduled
20260907_STL@SF,2026-09-07,2026-09-07 20:10:00-04:00,SF,STL,59-85,72-72,0.4994,0.5005999999999999,0.0,0.0,Logan Webb,Michael McGreevy,4.056338,7.4788733,3.1802886,6.360577,Oracle Park,STL,,0,0,,pre,Scheduled
20260907_CIN@LAD,2026-09-07,2026-09-07 21:10:00-04:00,LAD,CIN,86-57,69-74,0.6279,0.3721,0.0,0.0,TBD,Chase Burns,,,3.0527637,11.125628,Dodger Stadium,LAD,,0,0,,pre,Scheduled
20260907_TOR@ATH,2026-09-07,2026-09-07 22:05:00-04:00,ATH,TOR,57-87,72-72,0.4192,0.5808,0.0,0.0,Jacob Lopez,Dylan Cease,4.46831,9.1267605,2.167431,13.438073,Sutter Health Park,TOR,,0,0,,pre,Scheduled
