game_id,game_date,start_time_utc,home_team,away_team,home_record,away_record,home_win_prob_model,away_win_prob_model,edge_home,edge_away,sp_name_home,sp_name_away,sp_era_home,sp_k9_home,sp_era_away,sp_k9_away,venue,model_pick,home_win,home_score,away_score,total_runs,game_state,game_status_detail
20260920_PHI@NYM,2026-09-20,2026-09-20 13:10:00-04:00,NYM,PHI,70-84,85-69,0.4962,0.5038,0.0,0.0,Jonah Tong,Cristopher Sánchez,6.1363635,8.590909,2.965909,10.738636,Citi Field,PHI,,0,0,,pre,Scheduled
20260920_KC@PIT,2026-09-20,2026-09-20 13:35:00-04:00,PIT,KC,77-77,67-87,0.5686,0.4314,0.0,0.0,Lake Bachar,Michael Wacha,4.287554,9.618026,3.3238637,7.5170455,PNC Park,PIT,,0,0,,pre,Scheduled
20260920_ATH@CLE,2026-09-20,2026-09-20 13:40:00-04:00,CLE,ATH,79-75,61-93,0.6451,0.3549,0.0,0.0,Gavin Williams,Jack Perkins,3.6367347,12.563265,5.970297,10.60396,Progressive Field,CLE,,0,0,,pre,Scheduled
20260920_BOS@TB,2026-09-20,2026-09-20 13:40:00-04:00,TB,BOS,93-60,84-70,0.5323,0.4677,0.0,0.0,Griffin Jax,Patrick Sandoval,4.5156794,9.689896,5.1592355,9.802547,Tropicana Field,TB,,0,0,,pre,Scheduled
20260920_CHC@CIN,2026-09-20,2026-09-20 13:40:00-04:00,CIN,CHC,72-82,85-69,0.5,0.5,0.0,0.0,Rhett Lowder,TBD,5.2894735,7.4210525,,,Great American Ball Park,CIN,,0,0,,pre,Scheduled
20260920_ATL@HOU,2026-09-20,2026-09-20 14:10:00-04:00,HOU,ATL,77-77,90-64,0.5475,0.4525,0.0,0.0,Hunter Brown,Martín Pérez,3.6770427,10.5058365,3.1640625,6.890625,Daikin Park,HOU,,0,0,,pre,Scheduled
20260920_DET@CHW,2026-09-20,2026-09-20 14:10:00-04:00,CWS,DET,78-76,73-81,0.4248,0.5751999999999999,0.0,0.0,Davis Martin,Troy Melton,3.7044854,8.121372,2.2145112,7.4100947,Rate Field,DET,,0,0,,pre,Scheduled
20260920_WSH@STL,2026-09-20,2026-09-20 14:15:00-04:00,STL,WSH,75-79,72-82,0.5407,0.45930000000000004,0.0,0.0,Quinn Mathews,Jake Irvin,4.247191,8.494382,5.486056,9.358565,Busch Stadium,STL,,0,0,,pre,Scheduled
20260920_TOR@TEX,2026-09-20,2026-09-20 14:35:00-04:00,TEX,TOR,77-77,76-78,0.605,0.395,0.0,0.0,Jacob deGrom,TBD,3.2128146,11.491991,,,Globe Life Field,TEX,,0,0,,pre,Scheduled
20260920_SEA@COL,2026-09-20,2026-09-20 15:10:00-04:00,COL,SEA,56-98,72-82,0.4838,0.5162,0.0,0.0,Tomoyuki Sugano,Kade Anderson,5.292804,5.6277914,3.0983605,7.0819674,Coors Field,SEA,,0,0,,pre,Scheduled
20260920_MIN@LAA,2026-09-20,2026-09-20 16:07:00-04:00,LAA,MIN,59-95,72-82,0.5,0.5,0.0,0.0,Ryan Johnson,Dean Kremer,5.268293,6.914634,5.3737864,9.04369,Angel Stadium,LAA,,0,0,,pre,Scheduled
20260920_MIA@SD,2026-09-20,2026-09-20 16:10:00-04:00,SD,MIA,85-69,76-78,0.6375,0.36250000000000004,0.0,0.0,Walker Buehler,Sandy Alcantara,4.3417087,8.208543,3.8978872,6.7975354,Petco Park,SD,,0,0,,pre,Scheduled
20260920_NYY@ARI,2026-09-20,2026-09-20 16:10:00-04:00,AZ,NYY,80-74,89-64,0.5,0.5,0.0,0.0,Corbin Burnes,Will Warren,0.0,6.0,4.684337,9.173494,Chase Field,AZ,,0,0,,pre,Scheduled
20260920_SF@LAD,2026-09-20,2026-09-20 16:10:00-04:00,LAD,SF,94-60,64-90,0.6571,0.3429,0.0,0.0,TBD,TBD,,,,,Dodger Stadium,LAD,,0,0,,pre,Scheduled
20260920_MIL@BAL,2026-09-20,2026-09-20 19:20:00-04:00,BAL,MIL,75-79,96-58,0.4094,0.5906,0.0,0.0,Brandon Young,Jacob Misiorowski,3.9705882,7.4117646,2.335443,13.443038,Oriole Park at Camden Yards,MIL,,0,0,,pre,Scheduled
