feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
is_home,1.0,1.0,0.0,0.0,0.074962,0.0,0.0,False,OK,0.0,250,79
win_pct_diff,-0.0087,-0.0026,0.17303,0.098068,0.074962,-0.006135,0.014487,False,OK,6.07,250,79
elo_diff,-13.6177,-5.716,0.145907,0.070945,0.074962,-7.901654,16.196804,False,OK,4.777,250,79
rest_days_diff,0.0,0.0,0.117314,0.042352,0.074962,0.0,0.056651,False,OK,0.0,250,79
sp_era_diff,0.0421,0.0388,0.23808,0.162825,0.075255,0.003314,0.407279,False,OK,1.848,246,79
sp_era_5g_diff,-0.103,0.0075,0.106427,0.03132,0.075107,-0.11052,0.587117,False,OK,5.734,248,79
sp_fbvelo_diff,-0.5158,-0.1788,0.074435,0.0,0.075107,-0.336997,0.560206,False,OK,3.258,248,79
lineup_woba_mean_diff,-0.0016,-0.0009,0.047757,0.0,0.074962,-0.00072,0.002677,False,OK,2.666,250,79
lineup_woba_top3_diff,0.0015,-0.0013,0.20554,0.130578,0.074962,0.002744,0.00473,False,OK,1.711,250,79
lineup_woba_std_diff,-0.0031,0.0003,0.218583,0.143621,0.074962,-0.003416,0.002096,False,OK,1.441,250,79
woba_30g_diff,0.0001,-0.0022,0.119538,0.044576,0.074962,0.002334,0.004686,False,OK,0.853,250,79
bullpen_whip_diff,0.0161,-0.0145,0.200846,0.125665,0.075181,0.030613,0.065523,False,OK,4.126,247,79
bullpen_whip_3g_diff,-0.1523,0.021,0.172175,0.096994,0.075181,-0.173304,0.124858,False,OK,2.175,247,79
bullpen_pitches_diff,-4.3038,7.236,0.208153,0.133191,0.074962,-11.539797,14.029279,False,OK,1.618,250,79
team_barrel_diff,-0.0006,-0.0004,0.341983,0.267021,0.074962,-0.000172,0.00228,False,OK,1.218,250,79
team_hardhit_diff,-0.0052,-0.0,0.047467,0.0,0.074962,-0.005165,0.009615,False,OK,1.116,250,79
team_exitvelo_diff,-0.1567,0.1249,0.220801,0.145839,0.074962,-0.281595,0.321626,False,OK,2.403,250,79
lineup_handedness_matchup_advantage,0.0067,-0.0007,0.281612,0.20665,0.074962,0.007451,0.018616,False,OK,3.402,250,79
travel_fatigue_diff,0.0253,-0.152,0.055541,0.0,0.074962,0.177316,0.128551,False,OK,0.044,250,79
closer_availability_diff,-0.0253,0.004,0.016453,0.0,0.074962,-0.029316,0.063289,False,OK,0.0,250,79
dome_is_neutral,0.3797,0.272,0.0,0.0,0.074962,0.107747,0.088357,False,OK,1.255,250,79
park_factor_slug_diff,-0.0002,-0.0,0.146842,0.07188,0.074962,-0.000146,0.000158,False,OK,0.126,250,79
wind_advantage_flyball_factor,0.0123,0.0116,0.186646,0.111391,0.075255,0.000675,0.072089,False,OK,1.016,246,79
air_density_velocity_boost,0.0579,0.0437,0.103578,0.028471,0.075107,0.014206,0.044971,False,OK,3.004,248,79
bullpen_meltdown_risk,10.4388,2.5566,0.366024,0.290843,0.075181,7.882168,4.794048,False,OK,3.146,247,79
pitcher_regression_indicator,-0.8051,-1.5833,0.136502,0.061395,0.075107,0.778284,2.039935,False,OK,1.07,248,79
lineup_depth_multiplier,0.0002,0.0002,0.165095,0.090133,0.074962,1.9e-05,7.8e-05,False,OK,2.468,250,79
ace_efficiency_factor,0.0825,0.0746,0.064344,0.0,0.075107,0.007854,0.03228,False,OK,0.195,248,79
home_elo,1492.2183,1496.9747,0.074223,0.0,0.074962,-4.756481,10.971954,False,OK,1.105,250,79
away_elo,1505.836,1502.6908,0.163036,0.088074,0.074962,3.145173,11.116542,False,OK,1.117,250,79
home_win_pct,0.4936,0.4984,0.434597,0.359635,0.074962,-0.004846,0.012191,False,OK,1.462,250,79
away_win_pct,0.504,0.5017,0.204022,0.12906,0.074962,0.00232,0.012199,False,OK,1.812,250,79
