game_pk,game_date,home_expected_runs,away_expected_runs,home_score,away_score
744867,2024-04-25,4.2354,4.4421,1,2
745027,2024-04-25,4.3731,4.4779,3,4
745512,2024-04-25,3.9769,4.4421,5,7
745755,2024-04-25,4.5529,4.4625,1,3
745918,2024-04-25,4.4101,4.4625,6,3
746320,2024-04-25,4.4478,4.4779,2,1
746564,2024-04-25,4.0602,4.4421,10,9
746646,2024-04-25,4.22,4.4779,6,4
746724,2024-04-25,4.0259,4.4779,0,5
746887,2024-04-25,4.5131,4.4779,3,1
744949,2024-04-26,4.2704,4.4779,2,12
745025,2024-04-26,4.1393,4.4421,2,1
745269,2024-04-26,4.2632,4.4779,6,1
745347,2024-04-26,4.4116,4.4625,3,0
745424,2024-04-26,4.4237,4.4779,3,9
745835,2024-04-26,4.2384,4.5055,2,4
746000,2024-04-26,4.3441,4.4262,7,6
746078,2024-04-26,3.9011,4.4421,1,3
746243,2024-04-26,4.3324,4.4421,3,5
746482,2024-04-26,4.3324,4.4779,0,8
746808,2024-04-26,4.0092,4.4421,9,4
746972,2024-04-26,4.0729,4.4779,1,7
747050,2024-04-26,4.5857,4.4262,2,3
747129,2024-04-26,4.6175,4.4779,6,2
744946,2024-04-27,4.2341,4.4421,2,4
745020,2024-04-27,4.1675,4.4779,4,8
745266,2024-04-27,4.2521,4.4779,3,1
745350,2024-04-27,4.0208,4.4421,3,4
745425,2024-04-27,4.1895,4.4421,1,5
745833,2024-04-27,4.4311,4.4262,4,7
745998,2024-04-27,4.3526,4.4779,3,15
746075,2024-04-27,3.9881,4.4421,4,11
746245,2024-04-27,4.2224,4.4421,5,16
746484,2024-04-27,4.3286,4.4779,6,5
746560,2024-04-27,4.276,4.4421,4,12
746803,2024-04-27,3.9353,4.4421,8,7
746971,2024-04-27,4.236,4.5055,17,0
747052,2024-04-27,4.5918,4.4262,7,0
747131,2024-04-27,4.4855,4.4262,2,4
744947,2024-04-28,3.9398,4.4421,3,1
745022,2024-04-28,4.2448,4.4421,4,3
745265,2024-04-28,4.2258,4.4779,2,3
745349,2024-04-28,3.9971,4.4262,3,2
745428,2024-04-28,4.1258,4.4625,6,8
745834,2024-04-28,4.3775,4.4262,4,2
746001,2024-04-28,4.201,4.4779,5,15
746077,2024-04-28,4.1529,4.4625,9,12
746237,2024-04-28,4.1049,4.4421,5,11
746483,2024-04-28,4.2573,4.4779,4,1
746561,2024-04-28,4.0924,4.4421,2,8
746805,2024-04-28,3.9523,4.4421,4,2
746967,2024-04-28,4.1269,4.4262,5,4
747045,2024-04-28,4.6567,4.4779,6,7
747125,2024-04-28,4.4468,4.4262,4,3
744945,2024-04-29,4.015,4.4625,6,5
745263,2024-04-29,4.1362,4.4779,2,1
745427,2024-04-29,4.1306,4.4421,2,5
745672,2024-04-29,4.2872,4.4421,5,1
745832,2024-04-29,4.3705,4.4262,1,3
745999,2024-04-29,4.2935,4.4262,0,1
746074,2024-04-29,3.9822,4.4421,2,7
746236,2024-04-29,4.1723,4.4421,6,5
746804,2024-04-29,4.0023,4.4421,2,3
747046,2024-04-29,4.5573,4.4779,2,0
747211,2024-04-29,4.235,4.4421,4,8
744942,2024-04-30,4.3625,4.4779,1,4
745018,2024-04-30,4.3233,4.4421,7,1
745260,2024-04-30,4.1425,4.4779,3,2
745426,2024-04-30,4.1657,4.4262,6,4
745673,2024-04-30,4.2718,4.4779,5,2
745831,2024-04-30,4.3548,4.4779,4,2
745997,2024-04-30,4.4219,4.4779,8,2
746073,2024-04-30,4.3153,4.4421,7,6
746239,2024-04-30,4.2244,4.4421,5,7
746398,2024-04-30,4.4435,4.4421,10,9
746477,2024-04-30,4.3936,4.4779,1,2
746481,2024-04-30,4.3008,4.4779,11,6
746806,2024-04-30,3.9389,4.4421,5,6
746968,2024-04-30,4.3906,4.4779,4,0
747047,2024-04-30,4.4644,4.4779,4,2
747210,2024-04-30,4.1196,4.4421,4,3
744939,2024-05-01,4.2,4.4421,1,6
745023,2024-05-01,4.2416,4.4779,0,1
745261,2024-05-01,4.1509,4.4779,2,5
745423,2024-05-01,4.2061,4.4262,6,2
745670,2024-05-01,4.2451,4.4779,4,0
745829,2024-05-01,4.0822,4.4779,0,1
745996,2024-05-01,4.5467,4.4262,7,1
746072,2024-05-01,4.2227,4.4421,4,1
746238,2024-05-01,4.1601,4.4421,1,2
746399,2024-05-01,4.3744,4.4262,2,3
746478,2024-05-01,4.2587,4.4779,4,1
746800,2024-05-01,4.1208,4.4421,5,10
746966,2024-05-01,4.1931,4.4262,6,2
747048,2024-05-01,4.5055,4.4779,0,2
747207,2024-05-01,4.0435,4.4421,0,8
745021,2024-05-02,4.2961,4.5577,6,0
745830,2024-05-02,4.1436,4.7622,7,6
746070,2024-05-02,4.1581,4.0238,5,4
746403,2024-05-02,4.7912,4.5285,8,2
746969,2024-05-02,4.3015,4.2561,1,3
747044,2024-05-02,4.5146,4.476,7,2
744868,2024-05-03,4.0515,4.4082,9,3
745101,2024-05-03,4.4417,4.5254,10,8
745187,2024-05-03,4.3834,4.3063,3,0
745510,2024-05-03,4.0227,4.2974,2,3
745589,2024-05-03,4.2628,4.2036,4,3
745665,2024-05-03,4.6529,4.262,3,1
745756,2024-05-03,3.9064,4.2838,2,1
745914,2024-05-03,4.4651,4.6131,5,2
746152,2024-05-03,4.3634,4.2425,4,3
746318,2024-05-03,4.7902,4.416,7,1
746402,2024-05-03,3.9897,4.6834,5,3
746645,2024-05-03,3.5899,4.2804,0,6
746721,2024-05-03,4.6109,4.5732,0,3
746890,2024-05-03,4.0591,4.3479,1,3
747208,2024-05-03,3.6051,4.4912,1,7
744862,2024-05-04,4.2253,4.4132,3,6
745100,2024-05-04,3.5737,4.5711,3,1
745183,2024-05-04,4.2076,4.1787,5,6
745511,2024-05-04,4.1989,4.1431,1,0
745583,2024-05-04,4.8231,4.271,14,3
745666,2024-05-04,4.9112,4.1757,20,4
745750,2024-05-04,3.8948,4.4413,5,3
745911,2024-05-04,3.9926,4.3251,3,1
746155,2024-05-04,4.3399,4.4464,11,2
746311,2024-05-04,5.2334,4.2285,4,15
746394,2024-05-04,4.0131,4.4327,0,5
746644,2024-05-04,4.1931,4.1041,7,1
746720,2024-05-04,3.6299,4.6135,1,2
746884,2024-05-04,3.8101,4.4616,6,5
747209,2024-05-04,3.7169,4.5348,1,13
744861,2024-05-05,3.2513,4.6605,11,8
745103,2024-05-05,4.1966,4.2399,7,6
745185,2024-05-05,4.3353,4.0941,1,5
745504,2024-05-05,3.9596,4.0634,5,3
745587,2024-05-05,4.3352,4.1048,5,4
745667,2024-05-05,4.1243,4.1907,3,12
745751,2024-05-05,4.1354,4.5799,5,2
745913,2024-05-05,3.8533,4.4408,2,9
746153,2024-05-05,4.0354,4.3116,5,1
746314,2024-05-05,3.932,4.4109,2,3
746395,2024-05-05,3.8106,4.7345,4,5
746643,2024-05-05,4.2219,4.2787,4,1
746719,2024-05-05,3.9914,4.7454,1,11
746883,2024-05-05,3.8362,4.5003,5,0
747206,2024-05-05,3.8657,4.6791,11,4
745098,2024-05-06,4.5162,4.3814,8,2
745182,2024-05-06,3.954,4.4446,3,4
745509,2024-05-06,3.972,4.2844,4,1
745585,2024-05-06,4.1336,4.4508,6,1
745669,2024-05-06,4.1607,4.1011,2,4
745912,2024-05-06,3.9334,4.473,3,1
746149,2024-05-06,4.4256,4.3161,6,3
746313,2024-05-06,4.294,4.3885,3,2
746639,2024-05-06,3.5463,4.3853,2,1
746886,2024-05-06,4.0241,4.4441,3,6
744859,2024-05-07,4.2556,4.6203,3,0
745095,2024-05-07,5.1674,4.2959,5,1
745186,2024-05-07,4.0678,4.4347,5,7
745508,2024-05-07,3.9161,4.454,0,9
745586,2024-05-07,4.3868,4.3624,10,1
745668,2024-05-07,4.9364,4.6489,8,15
745752,2024-05-07,5.0753,4.2481,10,3
745915,2024-05-07,4.0068,4.5276,6,10
746147,2024-05-07,4.1536,4.1437,8,2
746315,2024-05-07,4.3326,4.3024,5,6
746559,2024-05-07,3.6441,4.43,0,5
746638,2024-05-07,4.0475,4.3813,7,11
746718,2024-05-07,3.7512,4.338,2,6
746885,2024-05-07,3.7863,4.2805,3,2
747126,2024-05-07,4.0566,4.3363,4,2
744858,2024-05-08,3.3478,4.5114,6,7
745097,2024-05-08,4.5071,4.2105,1,4
745507,2024-05-08,3.8464,4.5053,4,5
745584,2024-05-08,4.4844,4.1773,3,5
