feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
lineup_woba_mean_away,0.3442,0.3443,0.204751,0.139534,0.065217,-0.000173,0.002032,False,OK,1.68,276,92
lineup_woba_top3_home,0.3489,0.3551,0.190426,0.125209,0.065217,-0.006203,0.002688,True,WARN,1.389,276,92
lineup_woba_top3_away,0.3542,0.3531,0.102745,0.037528,0.065217,0.001112,0.003298,False,OK,1.238,276,92
woba_30g_home,0.2996,0.3015,0.237986,0.172769,0.065217,-0.001835,0.003144,False,OK,0.8,276,92
woba_30g_away,0.2993,0.3018,0.096326,0.031109,0.065217,-0.00252,0.003531,False,OK,1.452,276,92
bullpen_whip_10g_home,1.2998,1.3539,0.103896,0.038082,0.065814,-0.054091,0.039805,False,OK,2.044,275,91
bullpen_whip_10g_away,1.3003,1.3367,0.103408,0.037951,0.065457,-0.036375,0.04644,False,OK,0.477,272,92
bullpen_whip_3g_home,1.3168,1.3271,0.163361,0.097547,0.065814,-0.010303,0.07908,False,OK,1.805,275,91
bullpen_whip_3g_away,1.2948,1.3756,0.214676,0.149219,0.065457,-0.08073,0.088006,False,OK,1.548,272,92
team_barrel_15g_home,0.0235,0.0222,0.099724,0.034507,0.065217,0.001269,0.001586,False,OK,1.374,276,92
team_barrel_15g_away,0.0223,0.0216,0.142884,0.077667,0.065217,0.000751,0.001413,False,OK,1.202,276,92
team_exitvelo_15g_home,88.0593,87.7648,0.118845,0.053628,0.065217,0.294504,0.229923,False,OK,1.852,276,92
team_exitvelo_15g_away,87.6629,87.8231,0.19149,0.126273,0.065217,-0.160223,0.235517,False,OK,1.718,276,92
run_margin_diff,0.0174,0.0294,0.1505,0.085283,0.065217,-0.012052,0.042259,False,OK,3.824,276,92
