feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
is_home,1.0,1.0,0.0,0.0,0.06383,0.0,0.0,False,OK,,282,94
win_pct_diff,-0.0082,0.0006,0.166878,0.103048,0.06383,-0.008732,0.013288,False,OK,,282,94
elo_diff,-12.0273,-0.4535,0.146971,0.083141,0.06383,-11.573702,14.743236,False,OK,,282,94
rest_days_diff,-0.0426,0.0035,0.005284,0.0,0.06383,-0.046099,0.056058,False,OK,,282,94
sp_era_diff,0.0901,0.0428,0.191462,0.127344,0.064118,0.047319,0.362561,False,OK,,277,94
sp_era_5g_diff,0.0722,-0.0167,0.108703,0.044702,0.064001,0.088963,0.527774,False,OK,,279,94
sp_fbvelo_diff,-0.4176,-0.0773,0.074327,0.010326,0.064001,-0.340236,0.518658,False,OK,,279,94
lineup_woba_mean_diff,-0.0013,-0.0002,0.057584,0.0,0.06383,-0.00111,0.002501,False,OK,,282,94
lineup_woba_top3_diff,0.002,-0.0002,0.220496,0.156666,0.06383,0.002174,0.004282,False,OK,,282,94
lineup_woba_std_diff,-0.0032,0.0002,0.189382,0.125552,0.06383,-0.003378,0.001907,False,OK,,282,94
woba_30g_diff,-0.001,-0.0006,0.064426,0.000596,0.06383,-0.000481,0.004365,False,OK,,282,94
bullpen_whip_diff,0.0008,-0.0149,0.157749,0.093748,0.064001,0.015679,0.059995,False,OK,,279,94
bullpen_whip_3g_diff,-0.1402,-0.0111,0.116431,0.05243,0.064001,-0.129102,0.112121,False,OK,,279,94
bullpen_pitches_diff,2.8404,6.6418,0.110018,0.046188,0.06383,-3.801418,13.108176,False,OK,,282,94
team_barrel_diff,-0.0008,-0.0004,0.23569,0.17186,0.06383,-0.000405,0.002125,False,OK,,282,94
team_hardhit_diff,-0.0035,0.0025,0.072553,0.008723,0.06383,-0.006022,0.009133,False,OK,,282,94
team_exitvelo_diff,-0.1195,0.1541,0.227358,0.163528,0.06383,-0.273537,0.304237,False,OK,,282,94
lineup_handedness_matchup_advantage,0.002,0.0024,0.16432,0.10049,0.06383,-0.000388,0.017514,False,OK,,282,94
travel_fatigue_diff,0.0,-0.1631,0.039121,0.0,0.06383,0.163121,0.115561,False,OK,,282,94
closer_availability_diff,-0.0106,-0.0071,0.001728,0.0,0.06383,-0.003546,0.059132,False,OK,,282,94
dome_is_neutral,0.3617,0.2872,0.0,0.0,0.06383,0.074468,0.082332,False,OK,,282,94
park_factor_slug_diff,-0.0001,-0.0,0.163236,0.099406,0.06383,-3.5e-05,0.000151,False,OK,,282,94
wind_advantage_flyball_factor,0.0154,0.0075,0.114079,0.049961,0.064118,0.007835,0.063326,False,OK,,277,94
air_density_velocity_boost,0.0466,0.0342,0.086735,0.022734,0.064001,0.012362,0.041639,False,OK,,279,94
bullpen_meltdown_risk,9.8013,2.8363,0.355048,0.291047,0.064001,6.964958,4.353373,False,OK,,279,94
pitcher_regression_indicator,-0.6314,-1.3543,0.090174,0.026173,0.064001,0.722902,1.805338,False,OK,,279,94
lineup_depth_multiplier,0.0002,0.0002,0.195001,0.131171,0.06383,-1.1e-05,7.1e-05,False,OK,,282,94
ace_efficiency_factor,0.0862,0.0762,0.055921,0.0,0.064001,0.010071,0.030222,False,OK,,279,94
home_elo,1493.1666,1499.9026,0.056287,0.0,0.06383,-6.735989,10.114747,False,OK,,282,94
away_elo,1505.1938,1500.3561,0.230228,0.166398,0.06383,4.837713,10.239833,False,OK,,282,94
home_win_pct,0.4941,0.5007,0.359464,0.295634,0.06383,-0.006532,0.011211,False,OK,,282,94
away_win_pct,0.5039,0.5,0.245059,0.181229,0.06383,0.003865,0.011248,False,OK,,282,94
sp_era_home,4.0098,4.092,0.020634,0.0,0.063944,-0.082222,0.293706,False,OK,,280,94
sp_era_away,3.9197,4.0618,0.100986,0.036985,0.064001,-0.142129,0.207427,False,OK,,279,94
sp_k9_home,8.8606,8.6392,0.187678,0.123734,0.063944,0.221362,0.318629,False,OK,,280,94
sp_k9_away,8.8398,8.6432,0.174825,0.110824,0.064001,0.196638,0.333396,False,OK,,279,94
sp_xwoba_home,0.3084,0.3103,0.134597,0.070653,0.063944,-0.001937,0.007464,False,OK,,280,94
sp_xwoba_away,0.3085,0.3107,0.048684,0.0,0.063887,-0.002176,0.007696,False,OK,,281,94
lineup_woba_mean_home,0.3442,0.3437,0.207641,0.143811,0.06383,0.000534,0.00185,False,OK,,282,94
lineup_woba_mean_away,0.3456,0.3439,0.2395,0.17567,0.06383,0.001644,0.001765,False,OK,,282,94
lineup_woba_top3_home,0.3603,0.3539,0.268056,0.204226,0.06383,0.006378,0.003001,True,WARN,,282,94
lineup_woba_top3_away,0.3584,0.3541,0.257159,0.193329,0.06383,0.004205,0.002968,False,OK,,282,94
woba_30g_home,0.3025,0.3,0.157588,0.093758,0.06383,0.002489,0.002783,False,OK,,282,94
woba_30g_away,0.3036,0.3006,0.401721,0.337891,0.06383,0.00297,0.002887,False,OK,,282,94
bullpen_whip_10g_home,1.3559,1.3212,0.044393,0.0,0.063944,0.034678,0.042321,False,OK,,280,94
bullpen_whip_10g_away,1.3551,1.3356,0.139384,0.075497,0.063887,0.019453,0.039674,False,OK,,281,94
bullpen_whip_3g_home,1.3415,1.3316,0.033567,0.0,0.063944,0.009881,0.068183,False,OK,,280,94
bullpen_whip_3g_away,1.4817,1.3418,0.159853,0.095966,0.063887,0.139946,0.085595,False,OK,,281,94
team_barrel_15g_home,0.0243,0.0232,0.121737,0.057907,0.06383,0.00113,0.001472,False,OK,,282,94
team_barrel_15g_away,0.0251,0.0235,0.350377,0.286547,0.06383,0.001535,0.001428,False,OK,,282,94
team_exitvelo_15g_home,87.8149,87.8117,0.230993,0.167163,0.06383,0.003226,0.20675,False,OK,,282,94
team_exitvelo_15g_away,87.9344,87.6577,0.126569,0.062739,0.06383,0.276764,0.196354,False,OK,,282,94
exp2_centered_k_diff,-0.0487,0.0053,0.157425,0.093307,0.064118,-0.053963,0.065296,False,OK,,277,94
exp2_cat_k_fastball_diff,-0.0,-0.0001,0.068389,0.004271,0.064118,1.6e-05,0.000132,False,OK,,277,94
exp2_cat_k_breaking_diff,-0.0001,0.0001,0.211109,0.139496,0.071613,-0.000201,0.000158,False,OK,,241,85
exp2_cat_k_offspeed_diff,0.0,-0.0,0.141374,0.043539,0.097835,2.2e-05,0.000128,False,OK,,187,61
exp2_cat_xwoba_fastball_diff,0.0,-0.0,0.127351,0.063233,0.064118,3.9e-05,6.4e-05,False,OK,,277,94
exp2_cat_xwoba_breaking_diff,-0.0,-0.0,0.065955,0.0,0.071613,1.2e-05,4e-05,False,OK,,241,85
exp2_cat_xwoba_offspeed_diff,-0.0,0.0,0.252176,0.154341,0.097835,-2.1e-05,5e-05,False,OK,,187,61
exp2_cat_platoon_k_fastball_diff,-0.0,-0.0,0.077519,0.012828,0.064691,-2.4e-05,0.000155,False,OK,,276,93
closer_available_home,0.9362,0.9362,0.0,0.0,0.06383,0.0,0.043787,False,OK,,282,94
closer_available_away,0.9468,0.9433,0.0,0.0,0.06383,0.003546,0.041132,False,OK,,282,94
