feature,window,n_games,n_nonnull,pct_nonnull,n_measured,pct_measured,n_default_zero,status
is_home,current,91,91,100.0,91,100.0,0,OK
win_pct_diff,current,91,91,100.0,91,100.0,0,OK
elo_diff,current,91,91,100.0,91,100.0,0,OK
rest_days_diff,current,91,91,100.0,91,100.0,0,OK
sp_era_diff,current,91,90,98.9,90,98.9,0,OK
sp_era_5g_diff,current,91,91,100.0,91,100.0,0,OK
sp_k9_diff,current,91,90,98.9,90,98.9,0,OK
sp_k9_5g_diff,current,91,91,100.0,91,100.0,0,OK
sp_fbvelo_diff,current,91,91,100.0,91,100.0,0,OK
sp_fbpct_diff,current,91,91,100.0,91,100.0,0,OK
sp_whiff_diff,current,91,91,100.0,91,100.0,0,OK
sp_xwoba_diff,current,91,91,100.0,91,100.0,0,OK
sp_xwoba_vs_l_diff,current,91,90,98.9,90,98.9,0,OK
lineup_woba_mean_diff,current,91,91,100.0,91,100.0,0,OK
lineup_woba_top3_diff,current,91,91,100.0,91,100.0,0,OK
lineup_woba_std_diff,current,91,91,100.0,91,100.0,0,OK
woba_30g_diff,current,91,91,100.0,91,100.0,0,OK
bullpen_whip_diff,current,91,89,97.8,89,97.8,0,OK
bullpen_whip_3g_diff,current,91,89,97.8,89,97.8,0,OK
bullpen_pitches_diff,current,91,91,100.0,91,100.0,0,OK
team_barrel_diff,current,91,91,100.0,91,100.0,0,OK
team_hardhit_diff,current,91,91,100.0,91,100.0,0,OK
team_exitvelo_diff,current,91,91,100.0,91,100.0,0,OK
travel_fatigue_diff,current,91,91,100.0,91,100.0,0,OK
closer_availability_diff,current,91,91,100.0,91,100.0,0,OK
dome_is_neutral,current,91,91,100.0,91,100.0,0,OK
park_factor_slug_diff,current,91,91,100.0,91,100.0,0,OK
wind_advantage_flyball_factor,current,91,90,98.9,77,84.6,13,OK
air_density_velocity_boost,current,91,91,100.0,91,100.0,0,OK
home_elo,current,91,91,100.0,91,100.0,0,OK
away_elo,current,91,91,100.0,91,100.0,0,OK
home_win_pct,current,91,91,100.0,91,100.0,0,OK
away_win_pct,current,91,91,100.0,91,100.0,0,OK
sp_era_home,current,91,91,100.0,91,100.0,0,OK
sp_era_away,current,91,90,98.9,90,98.9,0,OK
sp_k9_home,current,91,91,100.0,91,100.0,0,OK
sp_k9_away,current,91,90,98.9,90,98.9,0,OK
sp_xwoba_home,current,91,91,100.0,91,100.0,0,OK
sp_xwoba_away,current,91,91,100.0,91,100.0,0,OK
lineup_woba_mean_home,current,91,91,100.0,91,100.0,0,OK
lineup_woba_mean_away,current,91,91,100.0,91,100.0,0,OK
lineup_woba_top3_home,current,91,91,100.0,91,100.0,0,OK
lineup_woba_top3_away,current,91,91,100.0,91,100.0,0,OK
woba_30g_home,current,91,91,100.0,91,100.0,0,OK
woba_30g_away,current,91,91,100.0,91,100.0,0,OK
bullpen_whip_10g_home,current,91,90,98.9,90,98.9,0,OK
bullpen_whip_10g_away,current,91,90,98.9,90,98.9,0,OK
bullpen_whip_3g_home,current,91,90,98.9,90,98.9,0,OK
bullpen_whip_3g_away,current,91,90,98.9,90,98.9,0,OK
team_barrel_15g_home,current,91,91,100.0,91,100.0,0,OK
team_barrel_15g_away,current,91,91,100.0,91,100.0,0,OK
team_exitvelo_15g_home,current,91,91,100.0,91,100.0,0,OK
team_exitvelo_15g_away,current,91,91,100.0,91,100.0,0,OK
sp_proj_era_home,current,91,91,100.0,91,100.0,0,OK
sp_proj_era_away,current,91,91,100.0,91,100.0,0,OK
is_home,baseline,273,273,100.0,273,100.0,0,OK
win_pct_diff,baseline,273,273,100.0,273,100.0,0,OK
elo_diff,baseline,273,273,100.0,273,100.0,0,OK
rest_days_diff,baseline,273,273,100.0,273,100.0,0,OK
sp_era_diff,baseline,273,266,97.4,266,97.4,0,OK
sp_era_5g_diff,baseline,273,268,98.2,268,98.2,0,OK
sp_k9_diff,baseline,273,266,97.4,266,97.4,0,OK
sp_k9_5g_diff,baseline,273,268,98.2,268,98.2,0,OK
sp_fbvelo_diff,baseline,273,267,97.8,267,97.8,0,OK
sp_fbpct_diff,baseline,273,268,98.2,268,98.2,0,OK
sp_whiff_diff,baseline,273,268,98.2,268,98.2,0,OK
sp_xwoba_diff,baseline,273,268,98.2,268,98.2,0,OK
sp_xwoba_vs_l_diff,baseline,273,266,97.4,266,97.4,0,OK
lineup_woba_mean_diff,baseline,273,273,100.0,273,100.0,0,OK
lineup_woba_top3_diff,baseline,273,273,100.0,273,100.0,0,OK
lineup_woba_std_diff,baseline,273,273,100.0,273,100.0,0,OK
woba_30g_diff,baseline,273,273,100.0,273,100.0,0,OK
bullpen_whip_diff,baseline,273,271,99.3,271,99.3,0,OK
bullpen_whip_3g_diff,baseline,273,271,99.3,271,99.3,0,OK
bullpen_pitches_diff,baseline,273,273,100.0,273,100.0,0,OK
team_barrel_diff,baseline,273,273,100.0,273,100.0,0,OK
team_hardhit_diff,baseline,273,273,100.0,273,100.0,0,OK
team_exitvelo_diff,baseline,273,273,100.0,273,100.0,0,OK
travel_fatigue_diff,baseline,273,273,100.0,273,100.0,0,OK
closer_availability_diff,baseline,273,273,100.0,273,100.0,0,OK
dome_is_neutral,baseline,273,273,100.0,273,100.0,0,OK
park_factor_slug_diff,baseline,273,273,100.0,273,100.0,0,OK
