feature,window,n_games,n_nonnull,pct_nonnull,n_measured,pct_measured,n_default_zero,status
wind_advantage_flyball_factor,baseline,273,266,97.4,211,77.3,55,LOW_COVERAGE
air_density_velocity_boost,baseline,273,267,97.8,267,97.8,0,OK
home_elo,baseline,273,273,100.0,273,100.0,0,OK
away_elo,baseline,273,273,100.0,273,100.0,0,OK
home_win_pct,baseline,273,273,100.0,273,100.0,0,OK
away_win_pct,baseline,273,273,100.0,273,100.0,0,OK
sp_era_home,baseline,273,269,98.5,269,98.5,0,OK
sp_era_away,baseline,273,270,98.9,270,98.9,0,OK
sp_k9_home,baseline,273,269,98.5,269,98.5,0,OK
sp_k9_away,baseline,273,270,98.9,270,98.9,0,OK
sp_xwoba_home,baseline,273,270,98.9,270,98.9,0,OK
sp_xwoba_away,baseline,273,271,99.3,271,99.3,0,OK
lineup_woba_mean_home,baseline,273,273,100.0,273,100.0,0,OK
lineup_woba_mean_away,baseline,273,273,100.0,273,100.0,0,OK
lineup_woba_top3_home,baseline,273,273,100.0,273,100.0,0,OK
lineup_woba_top3_away,baseline,273,273,100.0,273,100.0,0,OK
woba_30g_home,baseline,273,273,100.0,273,100.0,0,OK
woba_30g_away,baseline,273,273,100.0,273,100.0,0,OK
bullpen_whip_10g_home,baseline,273,272,99.6,272,99.6,0,OK
bullpen_whip_10g_away,baseline,273,272,99.6,272,99.6,0,OK
bullpen_whip_3g_home,baseline,273,272,99.6,272,99.6,0,OK
bullpen_whip_3g_away,baseline,273,272,99.6,272,99.6,0,OK
team_barrel_15g_home,baseline,273,273,100.0,273,100.0,0,OK
team_barrel_15g_away,baseline,273,273,100.0,273,100.0,0,OK
team_exitvelo_15g_home,baseline,273,273,100.0,273,100.0,0,OK
team_exitvelo_15g_away,baseline,273,273,100.0,273,100.0,0,OK
sp_proj_era_home,baseline,273,270,98.9,270,98.9,0,OK
sp_proj_era_away,baseline,273,271,99.3,271,99.3,0,OK
