feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
is_home,1.0,1.0,0.0,0.0,0.0805,0.0,0.0,False,OK,,250,72
win_pct_diff,-0.013,0.0009,0.350986,0.270486,0.0805,-0.013833,0.015227,False,OK,,250,72
elo_diff,-13.9437,-3.0726,0.157578,0.077078,0.0805,-10.871063,16.796176,False,OK,,250,72
rest_days_diff,-0.0556,0.012,0.038047,0.0,0.0805,-0.067556,0.062183,False,OK,,250,72
sp_era_diff,0.2206,0.0142,0.198766,0.117167,0.081599,0.206337,0.418647,False,OK,,247,71
sp_era_5g_diff,0.3885,0.0322,0.093147,0.012575,0.080572,0.356259,0.616518,False,OK,,249,72
sp_fbvelo_diff,0.0122,-0.3732,0.049315,0.0,0.080572,0.385398,0.580141,False,OK,,249,72
lineup_woba_mean_diff,-0.0021,0.0002,0.413292,0.332792,0.0805,-0.002242,0.00276,False,OK,,250,72
lineup_woba_top3_diff,0.0007,0.0018,0.246351,0.165851,0.0805,-0.001159,0.004787,False,OK,,250,72
lineup_woba_std_diff,-0.0022,-0.0007,0.121839,0.041339,0.0805,-0.001516,0.00218,False,OK,,250,72
woba_30g_diff,-0.007,-0.0003,0.185103,0.104603,0.0805,-0.006703,0.004787,False,OK,,250,72
bullpen_whip_diff,-0.0787,-0.0077,0.26087,0.180225,0.080645,-0.071088,0.068813,False,OK,,248,72
bullpen_whip_3g_diff,-0.2038,-0.037,0.315985,0.23534,0.080645,-0.16684,0.12658,False,OK,,248,72
bullpen_pitches_diff,28.9583,-6.132,0.245686,0.165186,0.0805,35.090333,14.408816,True,WARN,,250,72
team_barrel_diff,-0.0024,-0.0006,0.241812,0.161312,0.0805,-0.001792,0.002306,False,OK,,250,72
team_hardhit_diff,0.0018,-0.0029,0.353328,0.272828,0.0805,0.004751,0.009778,False,OK,,250,72
team_exitvelo_diff,-0.1089,-0.0001,0.154935,0.074435,0.0805,-0.108806,0.319613,False,OK,,250,72
lineup_handedness_matchup_advantage,-0.0178,0.008,0.194309,0.113809,0.0805,-0.02581,0.019183,False,OK,,250,72
travel_fatigue_diff,-0.2778,-0.12,0.050125,0.0,0.0805,-0.157778,0.132152,False,OK,,250,72
closer_availability_diff,0.0278,-0.008,0.012879,0.0,0.0805,0.035778,0.063372,False,OK,,250,72
dome_is_neutral,0.2917,0.3,0.0,0.0,0.0805,-0.008333,0.092057,False,OK,,250,72
park_factor_slug_diff,0.0001,-0.0001,0.115686,0.035186,0.0805,0.000135,0.000188,False,OK,,250,72
wind_advantage_flyball_factor,-0.0005,0.0108,0.113254,0.031655,0.081599,-0.01133,0.074397,False,OK,,247,71
air_density_velocity_boost,0.01,0.0558,0.123505,0.042933,0.080572,-0.045724,0.04959,False,OK,,249,72
bullpen_meltdown_risk,4.5282,5.1498,0.134708,0.054063,0.080645,-0.621648,5.034619,False,OK,,248,72
pitcher_regression_indicator,-0.4536,-1.1084,0.277536,0.196964,0.080572,0.65478,2.10406,False,OK,,249,72
