feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
lineup_depth_multiplier,0.0001,0.0002,0.173051,0.092551,0.0805,-6.1e-05,8.1e-05,False,OK,,250,72
ace_efficiency_factor,0.0884,0.0787,0.065358,0.0,0.080572,0.009636,0.035093,False,OK,,249,72
home_elo,1491.8642,1498.2007,0.499165,0.418665,0.0805,-6.336535,11.429801,False,OK,,250,72
away_elo,1505.8079,1501.2733,0.37906,0.29856,0.0805,4.534528,11.581914,False,OK,,250,72
home_win_pct,0.4904,0.5007,0.666542,0.586042,0.0805,-0.010359,0.012668,False,OK,,250,72
away_win_pct,0.5059,0.4997,0.561554,0.481054,0.0805,0.006227,0.01264,False,OK,,250,72
sp_era_home,4.1495,4.0796,0.100618,0.019165,0.081453,0.069971,0.340144,False,OK,,249,71
sp_era_away,3.929,4.0691,0.086945,0.00542,0.081525,-0.140089,0.232445,False,OK,,248,71
sp_k9_home,8.7677,8.715,0.143391,0.061938,0.081453,0.052674,0.366727,False,OK,,249,71
sp_k9_away,8.6743,8.6643,0.122781,0.041256,0.081525,0.009912,0.363807,False,OK,,248,71
sp_xwoba_home,0.305,0.3102,0.116903,0.036331,0.080572,-0.005202,0.008401,False,OK,,249,72
sp_xwoba_away,0.3171,0.3106,0.229697,0.149197,0.0805,0.006476,0.008398,False,OK,,250,72
lineup_woba_mean_home,0.3437,0.3443,0.122781,0.042281,0.0805,-0.000595,0.001974,False,OK,,250,72
lineup_woba_mean_away,0.3458,0.3442,0.281905,0.201405,0.0805,0.001647,0.002048,False,OK,,250,72
lineup_woba_top3_home,0.3588,0.3572,0.103131,0.022631,0.0805,0.001637,0.003391,False,OK,,250,72
lineup_woba_top3_away,0.3581,0.3553,0.085519,0.005019,0.0805,0.002796,0.003366,False,OK,,250,72
woba_30g_home,0.3,0.3009,0.359555,0.279055,0.0805,-0.00093,0.003104,False,OK,,250,72
woba_30g_away,0.3071,0.3013,0.33486,0.25436,0.0805,0.005773,0.003154,False,OK,,250,72
bullpen_whip_10g_home,1.328,1.3381,0.16054,0.079968,0.080572,-0.010087,0.04819,False,OK,,249,72
bullpen_whip_10g_away,1.4067,1.346,0.318313,0.237741,0.080572,0.060797,0.043254,False,OK,,249,72
bullpen_whip_3g_home,1.249,1.3558,0.238293,0.157721,0.080572,-0.106823,0.079555,False,OK,,249,72
bullpen_whip_3g_away,1.4528,1.3914,0.104236,0.023664,0.080572,0.061463,0.091222,False,OK,,249,72
team_barrel_15g_home,0.0231,0.0236,0.323523,0.243023,0.0805,-0.000441,0.00162,False,OK,,250,72
team_barrel_15g_away,0.0255,0.0242,0.318969,0.238469,0.0805,0.001351,0.001547,False,OK,,250,72
team_exitvelo_15g_home,87.8046,87.7086,0.368574,0.288074,0.0805,0.096018,0.221157,False,OK,,250,72
team_exitvelo_15g_away,87.9136,87.7088,0.16438,0.08388,0.0805,0.204824,0.208763,False,OK,,250,72
exp2_centered_k_diff,0.077,-0.0293,0.2447,0.163101,0.081599,0.106296,0.07418,False,OK,,247,71
exp2_cat_k_fastball_diff,0.0,-0.0,0.27901,0.197411,0.081599,7.7e-05,0.000143,False,OK,,247,71
exp2_cat_k_breaking_diff,-0.0002,0.0001,0.34741,0.257537,0.089873,-0.000294,0.000166,False,OK,,218,65
exp2_cat_k_offspeed_diff,0.0,0.0,0.311061,0.183283,0.127778,4.6e-05,0.000148,False,OK,,162,45
exp2_cat_xwoba_fastball_diff,0.0,-0.0,0.143562,0.061963,0.081599,8.4e-05,6.7e-05,False,OK,,247,71
exp2_cat_xwoba_breaking_diff,-0.0,-0.0,0.243805,0.153932,0.089873,2e-05,4.2e-05,False,OK,,218,65
exp2_cat_xwoba_offspeed_diff,0.0,0.0,0.223355,0.095577,0.127778,-7e-06,5.7e-05,False,OK,,162,45
exp2_cat_platoon_k_fastball_diff,-0.0001,-0.0,0.104974,0.023301,0.081673,-6.8e-05,0.000163,False,OK,,246,71
closer_available_home,0.9722,0.94,0.0,0.0,0.0805,0.032222,0.044923,False,OK,,250,72
closer_available_away,0.9444,0.948,0.0,0.0,0.0805,-0.003556,0.045003,False,OK,,250,72
