game_pk,game_date,kind,home_expected_runs,away_expected_runs,alpha_home,alpha_away,p_over_6_5,p_over_7_0,p_over_7_5,p_over_8_0,p_over_8_5,p_over_9_0,p_over_9_5,p_over_10_0,p_over_10_5,p_over_11_0,p_over_11_5,p_over_12_0,p_over_12_5,p_push_6_5,p_push_7_0,p_push_7_5,p_push_8_0,p_push_8_5,p_push_9_0,p_push_9_5,p_push_10_0,p_push_10_5,p_push_11_0,p_push_11_5,p_push_12_0,p_push_12_5,p_under_6_5,p_under_7_0,p_under_7_5,p_under_8_0,p_under_8_5,p_under_9_0,p_under_9_5,p_under_10_0,p_under_10_5,p_under_11_0,p_under_11_5,p_under_12_0,p_under_12_5,p_home_cover_0_5,p_home_cover_1_5,p_home_cover_2_5,p_home_cover_3_5,p_rl_1_0_home,p_rl_1_0_push,p_rl_1_0_away,p_rl_1_5_home,p_rl_1_5_push,p_rl_1_5_away,p_rl_2_0_home,p_rl_2_0_push,p_rl_2_0_away,p_rl_2_5_home,p_rl_2_5_push,p_rl_2_5_away,p_rl_3_0_home,p_rl_3_0_push,p_rl_3_0_away,p_rl_3_5_home,p_rl_3_5_push,p_rl_3_5_away,p_rl_4_0_home,p_rl_4_0_push,p_rl_4_0_away,p_rl_1_0_away_favorite,p_rl_1_0_away_push,p_rl_1_0_home_dog,p_rl_1_5_away_favorite,p_rl_1_5_away_push,p_rl_1_5_home_dog,p_rl_2_0_away_favorite,p_rl_2_0_away_push,p_rl_2_0_home_dog,p_rl_2_5_away_favorite,p_rl_2_5_away_push,p_rl_2_5_home_dog,p_rl_3_0_away_favorite,p_rl_3_0_away_push,p_rl_3_0_home_dog,p_rl_3_5_away_favorite,p_rl_3_5_away_push,p_rl_3_5_home_dog,p_rl_4_0_away_favorite,p_rl_4_0_away_push,p_rl_4_0_home_dog,game_id,home_team,away_team,p_home_win_derived,p_away_win_derived,home_score,away_score,total_runs,ml_win_prob,agreement_conflict
777789,2025-05-24,oof,4.3437,4.3416,0.279,0.3241,0.66755,0.54487,0.54498,0.47481,0.47478,0.37779,0.37166,0.31079,0.31091,0.24262,0.24077,0.1915,0.19236,0.0,0.12275,0.0,0.07015,0.0,0.08833,0.0,0.06109,0.0,0.06298,0.0,0.05266,0.0,0.33245,0.33238,0.45502,0.45504,0.52522,0.53388,0.62834,0.62812,0.68909,0.6944,0.75923,0.75584,0.80764,0.5214,0.35824,0.26624,0.19869,0.35901,0.17662,0.46436,0.35824,0.0,0.64176,0.26632,0.09239,0.64129,0.26624,0.0,0.73376,0.19859,0.06802,0.73339,0.19869,0.0,0.80131,0.1417,0.0563,0.802,0.35636,0.10797,0.53567,0.35534,0.0,0.64466,0.27638,0.07983,0.64379,0.27646,0.0,0.72354,0.20491,0.07308,0.72202,0.20534,0.0,0.79466,0.14336,0.06149,0.79515,20250524_LAD@NYM,NYM,LAD,0.5214,0.4786,5,2,7,0.4913049340248108,False
777790,2025-05-24,oof,4.8796,4.6801,0.2248,0.308,0.71991,0.60765,0.61159,0.54234,0.54502,0.44341,0.43136,0.3626,0.36063,0.2869,0.28693,0.23661,0.24073,0.0,0.11408,0.0,0.07116,0.0,0.08891,0.0,0.06565,0.0,0.07379,0.0,0.06251,0.0,0.28009,0.27828,0.38841,0.3865,0.45498,0.46768,0.56864,0.57174,0.63937,0.63931,0.71307,0.70088,0.75927,0.53921,0.37594,0.28326,0.21603,0.37679,0.17413,0.44908,0.37594,0.0,0.62406,0.28319,0.09417,0.62264,0.28326,0.0,0.71674,0.21592,0.06772,0.71636,0.21603,0.0,0.78397,0.15372,0.06075,0.78552,0.34782,0.10164,0.55054,0.34641,0.0,0.65359,0.26336,0.08329,0.65335,0.26331,0.0,0.73669,0.20045,0.06158,0.73798,0.2001,0.0,0.7999,0.14042,0.05973,0.79985,20250524_BAL@BOS,BOS,BAL,0.53921,0.46079,1,2,3,0.5604801177978516,False
777791,2025-05-24,oof,4.6044,4.8912,0.2527,0.2979,0.71678,0.60411,0.60781,0.54021,0.54284,0.43912,0.42768,0.35878,0.35703,0.28546,0.28511,0.23638,0.24031,0.0,0.11439,0.0,0.0695,0.0,0.09148,0.0,0.06609,0.0,0.07079,0.0,0.0604,0.0,0.28322,0.2815,0.39219,0.39029,0.45716,0.46939,0.57232,0.57513,0.64297,0.64375,0.71489,0.70322,0.75969,0.5,0.34368,0.25366,0.19291,0.34363,0.17103,0.48534,0.34368,0.0,0.65632,0.2538,0.0897,0.6565,0.25366,0.0,0.74634,0.19229,0.06377,0.74394,0.19291,0.0,0.80709,0.13522,0.05873,0.80605,0.37941,0.10499,0.5156,0.37624,0.0,0.62376,0.29587,0.08249,0.62163,0.29622,0.0,0.70378,0.22839,0.06621,0.7054,0.22787,0.0,0.77213,0.16889,0.06048,0.77063,20250524_CHC@CIN,CIN,CHC,0.5,0.5,6,4,10,0.427756518125534,False
777792,2025-05-24,oof,4.3305,4.3961,0.2804,0.3215,0.66405,0.54458,0.54413,0.47448,0.47444,0.37957,0.37316,0.31275,0.31278,0.24424,0.24245,0.19225,0.19323,0.0,0.11919,0.0,0.06962,0.0,0.08585,0.0,0.06047,0.0,0.06347,0.0,0.05403,0.0,0.33595,0.33623,0.45587,0.4559,0.52556,0.53458,0.62684,0.62678,0.68722,0.69229,0.75755,0.75372,0.80677,0.5108,0.35068,0.26091,0.19291,0.35122,0.17568,0.47311,0.35068,0.0,0.64932,0.26098,0.08994,0.64909,0.26091,0.0,0.73909,0.19284,0.06833,0.73883,0.19291,0.0,0.80709,0.13586,0.0577,0.80643,0.36118,0.11174,0.52708,0.36044,0.0,0.63956,0.27947,0.08212,0.6384,0.2796,0.0,0.7204,0.20797,0.07296,0.71907,0.20836,0.0,0.79164,0.14703,0.06119,0.79178,20250524_TEX@CWS,CWS,TEX,0.5108,0.4892,10,5,15,0.4417064189910888,False
777793,2025-05-24,oof,4.0017,4.8052,0.3137,0.302,0.67699,0.56102,0.56141,0.4878,0.48826,0.39359,0.38595,0.32555,0.32509,0.25502,0.25366,0.20165,0.20334,0.0,0.1162,0.0,0.07402,0.0,0.08454,0.0,0.05953,0.0,0.06645,0.0,0.05821,0.0,0.32301,0.32278,0.43859,0.43818,0.51174,0.52187,0.61405,0.61492,0.67491,0.67853,0.74634,0.74014,0.79666,0.46752,0.30029,0.21212,0.15651,0.29925,0.16883,0.53192,0.30029,0.0,0.69971,0.21247,0.08547,0.70207,0.21212,0.0,0.78788,0.15569,0.06058,0.78373,0.15651,0.0,0.84349,0.11419,0.04248,0.84333,0.41564,0.11478,0.46957,0.41141,0.0,0.58859,0.32585,0.08966,0.58449,0.32668,0.0,0.67332,0.24657,0.08143,0.672,0.24705,0.0,0.75295,0.18167,0.06561,0.75272,20250524_SF@WSH,WSH,SF,0.46752,0.53248,3,0,3,0.5181720852851868,False
777794,2025-05-24,oof,3.9844,4.7617,0.3154,0.3041,0.66768,0.54812,0.548,0.47949,0.47967,0.3838,0.3771,0.31366,0.31375,0.24863,0.2465,0.19582,0.19704,0.0,0.11948,0.0,0.06868,0.0,0.08661,0.0,0.06362,0.0,0.05921,0.0,0.05535,0.0,0.33232,0.33239,0.452,0.45183,0.52033,0.52958,0.6229,0.62272,0.68625,0.69217,0.7535,0.74882,0.80296,0.4757,0.30236,0.21292,0.15382,0.30167,0.17265,0.52567,0.30236,0.0,0.69764,0.21329,0.08672,0.69999,0.21292,0.0,0.78708,0.15321,0.06285,0.78394,0.15382,0.0,0.84618,0.11093,0.04382,0.84526,0.41048,0.11114,0.47838,0.40598,0.0,0.59402,0.32171,0.08808,0.59021,0.32246,0.0,0.67754,0.24508,0.07783,0.67709,0.24524,0.0,0.75476,0.17828,0.06654,0.75518,20250524_MIL@PIT,PIT,MIL,0.4757,0.5243,2,1,3,0.5376455783843994,False
777795,2025-05-24,oof,3.8434,3.9018,0.3297,0.345,0.61384,0.48674,0.48281,0.40621,0.4035,0.31994,0.31728,0.26714,0.26811,0.20143,0.19879,0.15141,0.15048,0.0,0.12396,0.0,0.07313,0.0,0.07855,0.0,0.05259,0.0,0.05695,0.0,0.04246,0.0,0.38616,0.3893,0.51719,0.52066,0.5965,0.6015,0.68272,0.68026,0.73189,0.74162,0.80121,0.80613,0.84952,0.50446,0.34162,0.24281,0.18055,0.34229,0.17878,0.47894,0.34162,0.0,0.65838,0.24324,0.09731,0.65944,0.24281,0.0,0.75719,0.18006,0.06478,0.75515,0.18055,0.0,0.81945,0.12795,0.05338,0.81867,0.35545,0.12689,0.51766,0.3576,0.0,0.6424,0.27359,0.08495,0.64146,0.27366,0.0,0.72634,0.2002,0.07605,0.72375,0.20092,0.0,0.79908,0.13861,0.06151,0.79988,20250524_TOR@TB,TB,TOR,0.50446,0.49554,3,1,4,0.5550245046615601,False
777796,2025-05-24,oof,4.0466,3.9715,0.3091,0.3417,0.62962,0.50516,0.50225,0.42716,0.42522,0.33606,0.33263,0.27906,0.27986,0.214,0.21143,0.16142,0.16096,0.0,0.12232,0.0,0.07283,0.0,0.08325,0.0,0.05548,0.0,0.05709,0.0,0.04774,0.0,0.37038,0.37252,0.49775,0.50002,0.57478,0.58069,0.66737,0.66545,0.72014,0.72891,0.78857,0.79084,0.83904,0.52689,0.3588,0.25819,0.19002,0.35992,0.17981,0.46027,0.3588,0.0,0.6412,0.25857,0.09995,0.64147,0.25819,0.0,0.74181,0.18996,0.06845,0.74159,0.19002,0.0,0.80998,0.13211,0.05973,0.80816,0.34191,0.12147,0.53662,0.34397,0.0,0.65603,0.2549,0.08901,0.65609,0.25475,0.0,0.74525,0.18767,0.06815,0.74419,0.18793,0.0,0.81207,0.12807,0.05934,0.8126,20250524_CLE@DET,DET,CLE,0.52689,0.47311,5,7,12,0.6121500730514527,True
777803,2025-05-24,oof,3.9109,4.3307,0.3228,0.3246,0.645,0.52052,0.51886,0.44318,0.44184,0.35378,0.34904,0.29173,0.29232,0.22268,0.22061,0.16952,0.16944,0.0,0.12335,0.0,0.07423,0.0,0.08048,0.0,0.05862,0.0,0.06299,0.0,0.05072,0.0,0.355,0.35613,0.48114,0.48259,0.55816,0.56574,0.65096,0.64965,0.70768,0.71433,0.77939,0.77976,0.83056,0.49274,0.30875,0.22094,0.15921,0.30874,0.17888,0.51238,0.30875,0.0,0.69125,0.22124,0.08562,0.69314,0.22094,0.0,0.77906,0.15873,0.06452,0.77675,0.15921,0.0,0.84079,0.11251,0.04854,0.83895,0.39629,0.11229,0.49143,0.3931,0.0,0.6069,0.30171,0.09435,0.60394,0.3022,0.0,0.6978,0.23019,0.07172,0.69808,0.2301,0.0,0.7699,0.16162,0.0668,0.77158,20250524_SD@ATL,ATL,SD,0.49274,0.50726,7,1,8,0.5598361492156982,False
777809,2025-05-24,oof,4.8296,4.3883,0.2299,0.3219,0.70681,0.59075,0.59382,0.52243,0.5243,0.42299,0.41301,0.34129,0.34052,0.26894,0.26813,0.21694,0.2196,0.0,0.11758,0.0,0.07284,0.0,0.08982,0.0,0.07041,0.0,0.06961,0.0,0.06006,0.0,0.29319,0.29168,0.40618,0.40473,0.4757,0.48719,0.58699,0.5883,0.65948,0.66145,0.73187,0.723,0.7804,0.57696,0.40636,0.30998,0.24134,0.40778,0.17458,0.41764,0.40636,0.0,0.59364,0.30972,0.09946,0.59082,0.30998,0.0,0.69002,0.2414,0.06843,0.69018,0.24134,0.0,0.75866,0.16915,0.07062,0.76023,0.32359,0.0932,0.58321,0.32262,0.0,0.67738,0.24591,0.07554,0.67855,0.24563,0.0,0.75437,0.18465,0.06008,0.75528,0.18442,0.0,0.81558,0.13023,0.0553,0.81446,20250524_BAL@BOS,BOS,BAL,0.57696,0.42304,6,5,11,0.5604801177978516,False
777765,2025-05-25,oof,4.0412,4.8652,0.3097,0.2991,0.67801,0.56475,0.56498,0.4936,0.49432,0.39641,0.38872,0.32263,0.32247,0.25276,0.2513,0.20177,0.20326,0.0,0.11339,0.0,0.07201,0.0,0.0879,0.0,0.0658,0.0,0.06578,0.0,0.055,0.0,0.32199,0.32186,0.43502,0.43439,0.50568,0.51568,0.61128,0.61157,0.67753,0.68146,0.7487,0.74323,0.79674,0.46613,0.29379,0.20852,0.15561,0.29299,0.17316,0.53386,0.29379,0.0,0.70621,0.20883,0.08251,0.70866,0.20852,0.0,0.79148,0.15465,0.0588,0.78656,0.15561,0.0,0.84439,0.11432,0.04113,0.84455,0.41475,0.11576,0.4695,0.41077,0.0,0.58923,0.32432,0.0905,0.58517,0.32513,0.0,0.67487,0.2472,0.07839,0.67441,0.24737,0.0,0.75263,0.17738,0.06855,0.75406,20250525_PHI@ATH,ATH,PHI,0.46613,0.53387,5,4,9,0.3887694776058197,False
777766,2025-05-25,oof,4.9696,4.61,0.2157,0.3113,0.72678,0.61688,0.62125,0.55403,0.55719,0.45088,0.43838,0.36274,0.36101,0.28852,0.2884,0.23799,0.24224,0.0,0.11182,0.0,0.06937,0.0,0.0937,0.0,0.07296,0.0,0.07223,0.0,0.06288,0.0,0.27322,0.2713,0.37875,0.3766,0.44281,0.45543,0.56162,0.56431,0.63899,0.63925,0.7116,0.69913,0.75776,0.56474,0.40031,0.30837,0.23537,0.40127,0.17135,0.42738,0.40031,0.0,0.59969,0.30798,0.0952,0.59682,0.30837,0.0,0.69163,0.23583,0.07115,0.69301,0.23537,0.0,0.76463,0.16647,0.06671,0.76682,0.33458,0.09267,0.57275,0.33279,0.0,0.66721,0.25195,0.08026,0.6678,0.25175,0.0,0.74825,0.19326,0.05623,0.75052,0.19267,0.0,0.80733,0.13645,0.05706,0.80649,20250525_AZ@STL,STL,AZ,0.56474,0.43526,4,3,7,0.5632578134536743,False
777767,2025-05-25,oof,4.3144,4.4603,0.282,0.3184,0.67409,0.55234,0.55296,0.48179,0.48203,0.38548,0.37867,0.31891,0.3187,0.2488,0.24727,0.19868,0.1999,0.0,0.12211,0.0,0.0714,0.0,0.08724,0.0,0.05933,0.0,0.0657,0.0,0.05317,0.0,0.32591,0.32555,0.44704,0.44682,0.51797,0.52728,0.62133,0.62175,0.6813,0.6855,0.75273,0.74815,0.8001,0.50551,0.34564,0.25638,0.18962,0.34613,0.17623,0.47764,0.34564,0.0,0.65436,0.25648,0.08916,0.65437,0.25638,0.0,0.74362,0.18946,0.06757,0.74297,0.18962,0.0,0.81038,0.13691,0.0516,0.81149,0.3645,0.11356,0.52194,0.36383,0.0,0.63617,0.27937,0.08578,0.63485,0.27952,0.0,0.72048,0.20658,0.07485,0.71857,0.20713,0.0,0.79287,0.14663,0.06059,0.79278,20250525_MIA@LAA,LAA,MIA,0.50551,0.49449,0,3,3,0.4825651645660401,False
777768,2025-05-25,oof,4.1054,6.1071,0.3032,0.24,0.74691,0.64348,0.64911,0.58169,0.5858,0.4846,0.46796,0.39306,0.38938,0.31661,0.31742,0.26676,0.27372,0.0,0.10562,0.0,0.06988,0.0,0.08647,0.0,0.06988,0.0,0.07431,0.0,0.06802,0.0,0.25309,0.25089,0.35089,0.34843,0.4142,0.42893,0.53204,0.53706,0.61062,0.60908,0.68258,0.66522,0.72628,0.36295,0.23535,0.16309,0.11779,0.232,0.15038,0.61762,0.23535,0.0,0.76465,0.16335,0.0678,0.76885,0.16309,0.0,0.83691,0.11676,0.05366,0.82959,0.11779,0.0,0.88221,0.08637,0.03293,0.88069,0.50718,0.10645,0.38637,0.53973,0.0,0.46027,0.40954,0.09176,0.4987,0.41167,0.0,0.58833,0.3228,0.08656,0.59064,0.32153,0.0,0.67847,0.25471,0.06984,0.67545,20250525_NYY@COL,COL,NYY,0.36295,0.63705,4,5,9,0.3495179414749145,False
777772,2025-05-25,oof,4.0629,4.0343,0.3075,0.3387,0.6355,0.516,0.51315,0.43923,0.43776,0.34762,0.34345,0.28746,0.28813,0.22053,0.21822,0.17067,0.17042,0.0,0.11748,0.0,0.07228,0.0,0.0833,0.0,0.0575,0.0,0.06003,0.0,0.04637,0.0,0.3645,0.36652,0.48685,0.48849,0.56224,0.56908,0.65655,0.65504,0.71187,0.71943,0.78178,0.78296,0.82958,0.51869,0.35404,0.25819,0.18972,0.3549,0.17822,0.46689,0.35404,0.0,0.64596,0.25844,0.0955,0.64606,0.25819,0.0,0.74181,0.18969,0.06864,0.74168,0.18972,0.0,0.81028,0.13406,0.05621,0.80973,0.34098,0.13084,0.52818,0.34462,0.0,0.65538,0.26215,0.08261,0.65524,0.26207,0.0,0.73793,0.18977,0.07518,0.73505,0.19051,0.0,0.80949,0.13151,0.05887,0.80962,20250525_KC@MIN,MIN,KC,0.51869,0.48131,1,2,3,0.6169074177742004,True
777773,2025-05-25,oof,4.5235,4.6132,0.2609,0.3111,0.69275,0.57559,0.5775,0.50978,0.5112,0.41123,0.4023,0.33402,0.33346,0.2635,0.26233,0.21419,0.21637,0.0,0.11816,0.0,0.06889,0.0,0.08913,0.0,0.0673,0.0,0.067,0.0,0.05554,0.0,0.30725,0.30624,0.4225,0.42133,0.4888,0.49964,0.5977,0.59869,0.66654,0.66951,0.73767,0.73027,0.78363,0.5147,0.35358,0.2605,0.19461,0.35419,0.17593,0.46988,0.35358,0.0,0.64642,0.26066,0.09303,0.64631,0.2605,0.0,0.7395,0.19437,0.06701,0.73862,0.19461,0.0,0.80539,0.13731,0.05772,0.80497,0.36563,0.10261,0.53175,0.3631,0.0,0.6369,0.28518,0.07928,0.63554,0.28536,0.0,0.71464,0.2176,0.06695,0.71546,0.21735,0.0,0.78265,0.1576,0.06054,0.78186,20250525_LAD@NYM,NYM,LAD,0.5147,0.4853,3,1,4,0.5239881277084351,False
777774,2025-05-25,oof,4.7148,4.2726,0.2415,0.3274,0.68478,0.56989,0.57088,0.49806,0.49894,0.40052,0.3925,0.32518,0.32496,0.25604,0.25455,0.20131,0.20309,0.0,0.11544,0.0,0.07358,0.0,0.08817,0.0,0.06691,0.0,0.06498,0.0,0.05977,0.0,0.31522,0.31467,0.42912,0.42836,0.50106,0.51131,0.6075,0.60791,0.67504,0.67898,0.74545,0.73892,0.79691,0.57787,0.40097,0.30554,0.22859,0.40288,0.17954,0.41758,0.40097,0.0,0.59903,0.3053,0.09827,0.59643,0.30554,0.0,0.69446,0.22942,0.0736,0.69698,0.22859,0.0,0.77141,0.1619,0.0648,0.7733,0.32004,0.09646,0.5835,0.31974,0.0,0.68026,0.24,0.07832,0.68168,0.23967,0.0,0.76033,0.18016,0.05837,0.76147,0.17989,0.0,0.82011,0.12395,0.05634,0.8197,20250525_SEA@HOU,HOU,SEA,0.57787,0.42213,5,3,8,0.6059514880180359,False
777775,2025-05-25,oof,3.8052,3.7807,0.3335,0.3508,0.60647,0.47735,0.47303,0.39751,0.39451,0.3109,0.30878,0.25547,0.25665,0.19367,0.19067,0.13822,0.13719,0.0,0.12552,0.0,0.07152,0.0,0.07944,0.0,0.05649,0.0,0.05129,0.0,0.04635,0.0,0.39353,0.39713,0.52697,0.53097,0.60549,0.60965,0.69122,0.68804,0.74335,0.75504,0.80933,0.81543,0.86281,0.52399,0.3505,0.25467,0.18055,0.35195,0.18458,0.46347,0.3505,0.0,0.6495,0.25494,0.09525,0.64981,0.25467,0.0,0.74533,0.18093,0.07216,0.74691,0.18055,0.0,0.81945,0.12547,0.05729,0.81724,0.3422,0.12131,0.53649,0.34422,0.0,0.65578,0.25831,0.08595,0.65575,0.2582,0.0,0.7418,0.18711,0.07367,0.73922,0.18777,0.0,0.81223,0.12703,0.0599,0.81306,20250525_TOR@TB,TB,TOR,0.52399,0.47601,13,0,13,0.5338384509086609,False
777776,2025-05-25,oof,3.7292,4.8392,0.3412,0.3004,0.66069,0.54429,0.54328,0.47214,0.47199,0.37413,0.36836,0.30543,0.30578,0.23437,0.23272,0.18427,0.18469,0.0,0.11576,0.0,0.071,0.0,0.08958,0.0,0.06364,0.0,0.06647,0.0,0.05019,0.0,0.33931,0.33994,0.45672,0.45686,0.52801,0.53628,0.63164,0.63092,0.69422,0.69916,0.76728,0.76554,0.81531,0.44507,0.27879,0.19441,0.14145,0.27753,0.17114,0.55133,0.27879,0.0,0.72121,0.19476,0.08092,0.72433,0.19441,0.0,0.80559,0.14057,0.05886,0.80057,0.14145,0.0,0.85855,0.09827,0.04635,0.85539,0.4234,0.12673,0.44987,0.42092,0.0,0.57908,0.3309,0.09457,0.57452,0.33183,0.0,0.66817,0.2545,0.07693,0.66856,0.25435,0.0,0.74565,0.19186,0.06405,0.74409,20250525_MIL@PIT,PIT,MIL,0.44507,0.55493,5,6,11,0.4541210830211639,False
777777,2025-05-25,oof,4.3434,4.3307,0.2791,0.3246,0.67085,0.54864,0.54901,0.47549,0.47545,0.37908,0.3728,0.30924,0.30948,0.23969,0.23795,0.19012,0.1908,0.0,0.12243,0.0,0.07349,0.0,0.08755,0.0,0.06406,0.0,0.06477,0.0,0.05052,0.0,0.32915,0.32893,0.45099,0.45103,0.52455,0.53337,0.6272,0.6267,0.69052,0.69555,0.76205,0.75936,0.8092,0.51517,0.35423,0.2599,0.195,0.35483,0.17572,0.46945,0.35423,0.0,0.64577,0.26009,0.09418,0.64573,0.2599,0.0,0.7401,0.19469,0.06638,0.73893,0.195,0.0,0.805,0.13746,0.05802,0.80452,0.35591,0.11412,0.52997,0.3559,0.0,0.6441,0.27151,0.08522,0.64327,0.27156,0.0,0.72844,0.20092,0.07211,0.72697,0.20133,0.0,0.79867,0.14006,0.06084,0.7991,20250525_TEX@CWS,CWS,TEX,0.51517,0.48483,4,5,9,0.5226633548736572,False
777778,2025-05-25,oof,4.1639,4.7396,0.2972,0.3051,0.68017,0.56816,0.56847,0.49572,0.4965,0.39591,0.38844,0.32498,0.32464,0.25074,0.24978,0.19758,0.19903,0.0,0.11218,0.0,0.07344,0.0,0.09092,0.0,0.06283,0.0,0.07128,0.0,0.05768,0.0,0.31983,0.31966,0.43153,0.43085,0.5035,0.51318,0.61156,0.61219,0.67536,0.67798,0.75022,0.74475,0.80097,0.49359,0.32066,0.22976,0.17177,0.32008,0.16983,0.51009,0.32066,0.0,0.67934,0.23008,0.08907,0.68085,0.22976,0.0,0.77024,0.17103,0.06208,0.76689,0.17177,0.0,0.82823,0.1225,0.05004,0.82746,0.39425,0.11471,0.49104,0.39165,0.0,0.60835,0.31062,0.08406,0.60532,0.31118,0.0,0.68882,0.2376,0.07326,0.68913,0.23749,0.0,0.76251,0.17343,0.06431,0.76226,20250525_SF@WSH,WSH,SF,0.49359,0.50641,2,3,5,0.5231567621231079,False
777779,2025-05-25,oof,4.3827,5.0868,0.2751,0.2886,0.71067,0.60247,0.60521,0.53612,0.53856,0.43958,0.42775,0.35693,0.35535,0.28399,0.28357,0.23293,0.23678,0.0,0.10951,0.0,0.07088,0.0,0.08622,0.0,0.06827,0.0,0.0704,0.0,0.06227,0.0,0.28933,0.28802,0.39479,0.393,0.46144,0.4742,0.57225,0.5748,0.64465,0.64561,0.71643,0.7048,0.76322,0.47981,0.31269,0.22605,0.17257,0.31172,0.16703,0.52124,0.31269,0.0,0.68731,0.2263,0.0848,0.6889,0.22605,0.0,0.77395,0.17154,0.05913,0.76933,0.17257,0.0,0.82743,0.12493,0.04738,0.82769,0.41316,0.10599,0.48085,0.4075,0.0,0.5925,0.32418,0.08723,0.5886,0.32496,0.0,0.67504,0.25456,0.06757,0.67788,0.25349,0.0,0.74651,0.19085,0.06411,0.74504,20250525_CHC@CIN,CIN,CHC,0.47981,0.52019,8,11,19,0.4152392148971557,False
777780,2025-05-25,oof,4.2163,3.4895,0.2919,0.3647,0.61504,0.48671,0.48297,0.40357,0.40074,0.31451,0.31229,0.25997,0.26108,0.19215,0.18959,0.13921,0.13811,0.0,0.12535,0.0,0.07575,0.0,0.08198,0.0,0.05525,0.0,0.05898,0.0,0.04395,0.0,0.38496,0.38794,0.51703,0.52068,0.59926,0.60351,0.68771,0.68478,0.73892,0.74887,0.81041,0.81684,0.86189,0.60235,0.40998,0.30988,0.23148,0.41318,0.18846,0.39836,0.40998,0.0,0.59002,0.30975,0.10293,0.58733,0.30988,0.0,0.69012,0.23247,0.07446,0.69307,0.23148,0.0,0.76852,0.15799,0.0753,0.76672,0.28906,0.10955,0.60139,0.29223,0.0,0.70777,0.20521,0.08345,0.71134,0.20457,0.0,0.79543,0.1511,0.05178,0.79712,0.15078,0.0,0.84922,0.098,0.05307,0.84893,20250525_CLE@DET,DET,CLE,0.60235,0.39765,5,0,5,0.6099553108215332,False
777783,2025-05-25,oof,3.9543,4.2776,0.3185,0.3271,0.6456,0.52268,0.52095,0.44174,0.44031,0.35129,0.34679,0.28668,0.28746,0.22037,0.218,0.1685,0.16828,0.0,0.12175,0.0,0.07767,0.0,0.08175,0.0,0.06189,0.0,0.05934,0.0,0.04846,0.0,0.3544,0.35557,0.47905,0.4806,0.55969,0.56696,0.65321,0.65143,0.71254,0.72029,0.782,0.78303,0.83172,0.5,0.32834,0.23197,0.17207,0.32878,0.17922,0.492,0.32834,0.0,0.67166,0.2324,0.09437,0.67323,0.23197,0.0,0.76803,0.17145,0.06331,0.76524,0.17207,0.0,0.82793,0.1212,0.05245,0.82635,0.3767,0.11272,0.51058,0.37503,0.0,0.62497,0.28873,0.08828,0.62299,0.28901,0.0,0.71099,0.2175,0.07206,0.71044,0.21767,0.0,0.78233,0.15399,0.06316,0.78285,20250525_SD@ATL,ATL,SD,0.5,0.5,3,5,8,0.4960330724716186,False
777785,2025-05-25,oof,4.6165,4.496,0.2514,0.3167,0.69234,0.57491,0.57679,0.5042,0.50533,0.40975,0.40067,0.33558,0.33485,0.26359,0.2626,0.21487,0.21705,0.0,0.11844,0.0,0.07354,0.0,0.08437,0.0,0.06378,0.0,0.06876,0.0,0.05514,0.0,0.30766,0.30666,0.42321,0.42226,0.49467,0.50588,0.59933,0.60064,0.66515,0.66765,0.7374,0.72999,0.78295,0.52127,0.35917,0.26755,0.20168,0.35988,0.17578,0.46434,0.35917,0.0,0.64083,0.2676,0.09212,0.64027,0.26755,0.0,0.73245,0.20145,0.06695,0.7316,0.20168,0.0,0.79832,0.14626,0.05314,0.8006,0.35447,0.10989,0.53564,0.35388,0.0,0.64612,0.271,0.0836,0.6454,0.27103,0.0,0.72897,0.20638,0.06358,0.73005,0.20607,0.0,0.79393,0.14591,0.06032,0.79377,20250525_BAL@BOS,BOS,BAL,0.52127,0.47873,1,5,6,0.5223698616027832,False
777756,2025-05-26,oof,4.5549,3.6496,0.2577,0.3571,0.64634,0.52297,0.52134,0.44361,0.44227,0.35209,0.34759,0.28862,0.28933,0.2227,0.22032,0.17026,0.17015,0.0,0.12227,0.0,0.07628,0.0,0.08296,0.0,0.06057,0.0,0.05893,0.0,0.04953,0.0,0.35366,0.35477,0.47866,0.48011,0.55773,0.56495,0.65241,0.65082,0.71067,0.71837,0.77968,0.7802,0.82985,0.61027,0.4267,0.3315,0.24702,0.42918,0.18023,0.3906,0.4267,0.0,0.5733,0.33089,0.09988,0.56923,0.3315,0.0,0.6685,0.24878,0.07797,0.67325,0.24702,0.0,0.75298,0.17297,0.07225,0.75478,0.2838,0.11127,0.60493,0.28744,0.0,0.71256,0.20502,0.07872,0.71626,0.20439,0.0,0.79561,0.15421,0.04742,0.79837,0.15368,0.0,0.84632,0.09854,0.05481,0.84665,20250526_MIA@SD,SD,MIA,0.61027,0.38973,4,3,7,0.6498162746429443,False
