feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
is_home,1.0,1.0,0.0,0.0,0.063158,0.0,0.0,False,OK,,285,95
win_pct_diff,-0.0101,0.0078,0.277014,0.213856,0.063158,-0.017946,0.012742,False,OK,,285,95
elo_diff,-19.7845,13.2854,0.249754,0.186596,0.063158,-33.069859,14.209345,True,WARN,,285,95
rest_days_diff,-0.0211,0.0,0.015129,0.0,0.063158,-0.021053,0.05167,False,OK,,285,95
sp_era_diff,-0.0473,-0.0023,0.06033,0.0,0.064574,-0.045009,0.334702,False,OK,,278,93
sp_era_5g_diff,-0.3666,-0.2483,0.152819,0.088418,0.064401,-0.118285,0.459289,False,OK,,281,93
sp_k9_diff,-0.1364,-0.0303,0.160822,0.096248,0.064574,-0.106107,0.445648,False,OK,,278,93
sp_k9_5g_diff,-0.312,-0.0048,0.240496,0.176095,0.064401,-0.307137,0.613804,False,OK,,281,93
sp_fbvelo_diff,-0.5259,-0.0203,0.084398,0.019939,0.064459,-0.50569,0.52331,False,OK,,280,93
sp_fbpct_diff,-0.0178,-0.0067,0.133293,0.068892,0.064401,-0.011103,0.025762,False,OK,,281,93
sp_whiff_diff,0.0012,-0.0001,0.090209,0.025808,0.064401,0.001287,0.007756,False,OK,,281,93
sp_xwoba_diff,0.0006,-0.0003,0.02942,0.0,0.064401,0.000872,0.011823,False,OK,,281,93
sp_xwoba_vs_l_diff,-0.0149,0.0022,0.251174,0.1866,0.064574,-0.017074,0.01313,False,OK,,278,93
lineup_woba_mean_diff,-0.0053,0.0006,0.25699,0.193832,0.063158,-0.005914,0.002764,True,WARN,,285,95
lineup_woba_top3_diff,-0.0072,0.0026,0.253939,0.190781,0.063158,-0.009773,0.004102,True,WARN,,285,95
lineup_woba_std_diff,-0.0005,-0.0004,0.191387,0.128229,0.063158,-6.2e-05,0.001807,False,OK,,285,95
woba_30g_diff,-0.006,0.0013,0.320363,0.257205,0.063158,-0.007337,0.004763,False,OK,,285,95
bullpen_whip_diff,0.0402,0.0157,0.084425,0.020538,0.063887,0.024518,0.064808,False,OK,,281,94
bullpen_whip_3g_diff,0.1469,-0.0577,0.254785,0.190898,0.063887,0.204584,0.121974,False,OK,,281,94
bullpen_pitches_diff,29.9158,7.7825,0.124761,0.061603,0.063158,22.133333,11.87126,False,OK,,285,95
team_barrel_diff,0.0023,0.0006,0.179292,0.116134,0.063158,0.00169,0.002118,False,OK,,285,95
team_hardhit_diff,-0.0004,0.0033,0.107291,0.044133,0.063158,-0.003683,0.009246,False,OK,,285,95
team_exitvelo_diff,0.1741,0.0457,0.113237,0.050079,0.063158,0.128363,0.326011,False,OK,,285,95
travel_fatigue_diff,-0.1263,-0.1368,0.003396,0.0,0.063158,0.010526,0.109738,False,OK,,285,95
closer_availability_diff,0.0105,-0.0246,0.013448,0.0,0.063158,0.035088,0.053153,False,OK,,285,95
dome_is_neutral,0.2737,0.3193,0.0,0.0,0.063158,-0.045614,0.082174,False,OK,,285,95
park_factor_slug_diff,-0.0,0.0001,0.040067,0.0,0.063158,-6.7e-05,0.000121,False,OK,,285,95
wind_advantage_flyball_factor,-0.0003,0.0125,0.047226,0.0,0.064574,-0.012769,0.049988,False,OK,,278,93
air_density_velocity_boost,0.0585,0.0093,0.12381,0.059351,0.064459,0.049245,0.046751,False,OK,,280,93
home_elo,1490.4684,1506.1632,0.264494,0.201336,0.063158,-15.694795,10.033093,False,OK,,285,95
away_elo,1510.2529,1492.8778,0.205971,0.142813,0.063158,17.375064,9.927001,False,OK,,285,95
home_win_pct,0.4944,0.5045,0.554899,0.491741,0.063158,-0.010053,0.011221,False,OK,,285,95
away_win_pct,0.5068,0.4946,0.119099,0.055941,0.063158,0.012161,0.010978,False,OK,,285,95
sp_era_home,3.974,4.0195,0.043807,0.0,0.063944,-0.04555,0.237257,False,OK,,280,94
sp_era_away,4.0422,4.0353,0.119359,0.055586,0.063773,0.006886,0.232701,False,OK,,283,94
sp_k9_home,8.544,8.6595,0.1883,0.124356,0.063944,-0.115509,0.316715,False,OK,,280,94
sp_k9_away,8.6563,8.669,0.166597,0.102824,0.063773,-0.012739,0.323136,False,OK,,283,94
sp_xwoba_home,0.3095,0.3097,0.122377,0.058547,0.06383,-0.000138,0.008255,False,OK,,282,94
sp_xwoba_away,0.3088,0.3103,0.03288,0.0,0.063717,-0.001478,0.008442,False,OK,,284,94
lineup_woba_mean_home,0.3405,0.3444,0.163123,0.099965,0.063158,-0.003862,0.001973,False,OK,,285,95
lineup_woba_mean_away,0.3458,0.3438,0.672717,0.609559,0.063158,0.002051,0.001909,False,OK,,285,95
lineup_woba_top3_home,0.3482,0.3547,0.298846,0.235688,0.063158,-0.006493,0.002798,True,WARN,,285,95
lineup_woba_top3_away,0.3554,0.3521,0.253169,0.190011,0.063158,0.00328,0.00313,False,OK,,285,95
woba_30g_home,0.2962,0.3017,0.344531,0.281373,0.063158,-0.005513,0.003054,False,OK,,285,95
woba_30g_away,0.3022,0.3004,0.125623,0.062465,0.063158,0.001825,0.003292,False,OK,,285,95
bullpen_whip_10g_home,1.3201,1.3526,0.103411,0.039749,0.063662,-0.032471,0.039467,False,OK,,285,94
bullpen_whip_10g_away,1.2786,1.3336,0.155836,0.092453,0.063383,-0.055009,0.045238,False,OK,,281,95
bullpen_whip_3g_home,1.4224,1.3134,0.149483,0.085821,0.063662,0.108907,0.077764,False,OK,,285,94
bullpen_whip_3g_away,1.2768,1.3678,0.281571,0.218188,0.063383,-0.090995,0.086861,False,OK,,281,95
