feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
sp_era_home,4.3239,4.0268,0.081753,0.017809,0.063944,0.297087,0.319173,False,OK,,280,94
sp_era_away,4.0355,4.0171,0.197703,0.134377,0.063326,0.018439,0.227999,False,OK,,282,95
sp_k9_home,8.5463,8.646,0.164293,0.100349,0.063944,-0.099751,0.323252,False,OK,,280,94
sp_k9_away,8.4814,8.7122,0.074267,0.010941,0.063326,-0.230724,0.32341,False,OK,,282,95
sp_xwoba_home,0.3114,0.3107,0.052167,0.0,0.06383,0.000674,0.008278,False,OK,,282,94
sp_xwoba_away,0.3128,0.3096,0.059215,0.0,0.063269,0.003194,0.008374,False,OK,,283,95
lineup_woba_mean_home,0.3409,0.344,0.147354,0.084196,0.063158,-0.00308,0.002,False,OK,,285,95
lineup_woba_mean_away,0.3454,0.3439,0.650529,0.587371,0.063158,0.001549,0.001874,False,OK,,285,95
lineup_woba_top3_home,0.3504,0.354,0.170466,0.107308,0.063158,-0.003581,0.002879,False,OK,,285,95
lineup_woba_top3_away,0.3548,0.3525,0.138668,0.07551,0.063158,0.002323,0.003154,False,OK,,285,95
woba_30g_home,0.2967,0.3012,0.25655,0.193392,0.063158,-0.004461,0.003094,False,OK,,285,95
woba_30g_away,0.3018,0.3003,0.160398,0.09724,0.063158,0.001419,0.003221,False,OK,,285,95
bullpen_whip_10g_home,1.3275,1.3481,0.051047,0.0,0.063662,-0.020642,0.040312,False,OK,,285,94
bullpen_whip_10g_away,1.2831,1.3306,0.184636,0.121253,0.063383,-0.047513,0.045112,False,OK,,281,95
bullpen_whip_3g_home,1.4321,1.3056,0.129283,0.065621,0.063662,0.126421,0.077217,False,OK,,285,94
bullpen_whip_3g_away,1.2834,1.3609,0.252701,0.189318,0.063383,-0.077542,0.087303,False,OK,,281,95
team_barrel_15g_home,0.0242,0.0223,0.135943,0.072785,0.063158,0.001882,0.001567,False,OK,,285,95
team_barrel_15g_away,0.0226,0.0217,0.282361,0.219203,0.063158,0.00086,0.001425,False,OK,,285,95
team_exitvelo_15g_home,87.785,87.824,0.094681,0.031523,0.063158,-0.038983,0.22597,False,OK,,285,95
team_exitvelo_15g_away,87.7662,87.7802,0.269231,0.206073,0.063158,-0.013982,0.226186,False,OK,,285,95
