game_pk,game_date,kind,home_expected_runs,away_expected_runs,alpha_home,alpha_away,p_over_6_5,p_over_7_0,p_over_7_5,p_over_8_0,p_over_8_5,p_over_9_0,p_over_9_5,p_over_10_0,p_over_10_5,p_over_11_0,p_over_11_5,p_over_12_0,p_over_12_5,p_push_6_5,p_push_7_0,p_push_7_5,p_push_8_0,p_push_8_5,p_push_9_0,p_push_9_5,p_push_10_0,p_push_10_5,p_push_11_0,p_push_11_5,p_push_12_0,p_push_12_5,p_under_6_5,p_under_7_0,p_under_7_5,p_under_8_0,p_under_8_5,p_under_9_0,p_under_9_5,p_under_10_0,p_under_10_5,p_under_11_0,p_under_11_5,p_under_12_0,p_under_12_5,p_home_cover_0_5,p_home_cover_1_5,p_home_cover_2_5,p_home_cover_3_5,p_rl_1_0_home,p_rl_1_0_push,p_rl_1_0_away,p_rl_1_5_home,p_rl_1_5_push,p_rl_1_5_away,p_rl_2_0_home,p_rl_2_0_push,p_rl_2_0_away,p_rl_2_5_home,p_rl_2_5_push,p_rl_2_5_away,p_rl_3_0_home,p_rl_3_0_push,p_rl_3_0_away,p_rl_3_5_home,p_rl_3_5_push,p_rl_3_5_away,p_rl_4_0_home,p_rl_4_0_push,p_rl_4_0_away,p_home_win_derived,p_away_win_derived,home_score,away_score,total_runs,ml_win_prob,agreement_conflict
745111,2024-04-02,oof,4.496,5.3736,0.256,0.2989,0.7284,0.6416,0.6416,0.5597,0.5597,0.4747,0.4747,0.3981,0.3981,0.3244,0.3244,0.2626,0.2626,0.0,0.0868,0.0,0.0819,0.0,0.085,0.0,0.0766,0.0,0.0737,0.0,0.0618,0.0,0.2716,0.2716,0.3584,0.3584,0.4403,0.4403,0.5253,0.5253,0.6019,0.6019,0.6756,0.6756,0.7374,0.45988,0.3018,0.2278,0.1657,0.3018,0.15808,0.54012,0.3018,0.0,0.6982,0.2278,0.074,0.6982,0.2278,0.0,0.7722,0.1657,0.0621,0.7722,0.1657,0.0,0.8343,0.117,0.0487,0.8343,0.45988,0.54012,5,2,7,,False
745273,2024-04-02,oof,4.496,5.3736,0.256,0.2989,0.7299,0.6458,0.6458,0.5593,0.5593,0.4794,0.4794,0.3977,0.3977,0.3248,0.3248,0.2604,0.2604,0.0,0.0841,0.0,0.0865,0.0,0.0799,0.0,0.0817,0.0,0.0729,0.0,0.0644,0.0,0.2701,0.2701,0.3542,0.3542,0.4407,0.4407,0.5206,0.5206,0.6023,0.6023,0.6752,0.6752,0.7396,0.46,0.3034,0.2237,0.1649,0.3034,0.1566,0.54,0.3034,0.0,0.6966,0.2237,0.0797,0.6966,0.2237,0.0,0.7763,0.1649,0.0588,0.7763,0.1649,0.0,0.8351,0.116,0.0489,0.8351,0.46,0.54,2,5,7,,False
745439,2024-04-02,oof,4.496,5.3736,0.256,0.2989,0.7335,0.6476,0.6476,0.5584,0.5584,0.4756,0.4756,0.3948,0.3948,0.3259,0.3259,0.2611,0.2611,0.0,0.0859,0.0,0.0892,0.0,0.0828,0.0,0.0808,0.0,0.0689,0.0,0.0648,0.0,0.2665,0.2665,0.3524,0.3524,0.4416,0.4416,0.5244,0.5244,0.6052,0.6052,0.6741,0.6741,0.7389,0.46203,0.3072,0.2264,0.1652,0.3072,0.15483,0.53797,0.3072,0.0,0.6928,0.2264,0.0808,0.6928,0.2264,0.0,0.7736,0.1652,0.0612,0.7736,0.1652,0.0,0.8348,0.1157,0.0495,0.8348,0.46203,0.53797,2,5,7,,False
745598,2024-04-02,oof,4.496,5.3736,0.256,0.2989,0.7312,0.6503,0.6503,0.5598,0.5598,0.4758,0.4758,0.3963,0.3963,0.3243,0.3243,0.2609,0.2609,0.0,0.0809,0.0,0.0905,0.0,0.084,0.0,0.0795,0.0,0.072,0.0,0.0634,0.0,0.2688,0.2688,0.3497,0.3497,0.4402,0.4402,0.5242,0.5242,0.6037,0.6037,0.6757,0.6757,0.7391,0.4613,0.3019,0.2243,0.1611,0.3019,0.1594,0.5387,0.3019,0.0,0.6981,0.2243,0.0776,0.6981,0.2243,0.0,0.7757,0.1611,0.0632,0.7757,0.1611,0.0,0.8389,0.1135,0.0476,0.8389,0.4613,0.5387,9,4,13,,False
745680,2024-04-02,oof,4.496,5.3736,0.256,0.2989,0.7296,0.6429,0.6429,0.5508,0.5508,0.4698,0.4698,0.3942,0.3942,0.3188,0.3188,0.2551,0.2551,0.0,0.0867,0.0,0.0921,0.0,0.081,0.0,0.0756,0.0,0.0754,0.0,0.0637,0.0,0.2704,0.2704,0.3571,0.3571,0.4492,0.4492,0.5302,0.5302,0.6058,0.6058,0.6812,0.6812,0.7449,0.4643,0.303,0.2288,0.1636,0.303,0.1613,0.5357,0.303,0.0,0.697,0.2288,0.0742,0.697,0.2288,0.0,0.7712,0.1636,0.0652,0.7712,0.1636,0.0,0.8364,0.1157,0.0479,0.8364,0.4643,0.5357,4,5,9,,False
746009,2024-04-02,oof,4.496,5.3736,0.256,0.2989,0.7441,0.6607,0.6607,0.5742,0.5742,0.4865,0.4865,0.4042,0.4042,0.3326,0.3326,0.2708,0.2708,0.0,0.0834,0.0,0.0865,0.0,0.0877,0.0,0.0823,0.0,0.0716,0.0,0.0618,0.0,0.2559,0.2559,0.3393,0.3393,0.4258,0.4258,0.5135,0.5135,0.5958,0.5958,0.6674,0.6674,0.7292,0.45617,0.2999,0.2259,0.1585,0.2999,0.15627,0.54383,0.2999,0.0,0.7001,0.2259,0.074,0.7001,0.2259,0.0,0.7741,0.1585,0.0674,0.7741,0.1585,0.0,0.8415,0.1139,0.0446,0.8415,0.45617,0.54383,3,2,5,,False
746086,2024-04-02,oof,4.496,5.3736,0.256,0.2989,0.7324,0.6462,0.6462,0.5623,0.5623,0.4754,0.4754,0.3937,0.3937,0.3199,0.3199,0.2597,0.2597,0.0,0.0862,0.0,0.0839,0.0,0.0869,0.0,0.0817,0.0,0.0738,0.0,0.0602,0.0,0.2676,0.2676,0.3538,0.3538,0.4377,0.4377,0.5246,0.5246,0.6063,0.6063,0.6801,0.6801,0.7403,0.45213,0.2906,0.2142,0.155,0.2906,0.16153,0.54787,0.2906,0.0,0.7094,0.2142,0.0764,0.7094,0.2142,0.0,0.7858,0.155,0.0592,0.7858,0.155,0.0,0.845,0.1069,0.0481,0.845,0.45213,0.54787,1,3,4,,False
746169,2024-04-02,oof,4.496,5.3736,0.256,0.2989,0.739,0.6546,0.6546,0.5694,0.5694,0.4822,0.4822,0.4015,0.4015,0.3249,0.3249,0.2586,0.2586,0.0,0.0844,0.0,0.0852,0.0,0.0872,0.0,0.0807,0.0,0.0766,0.0,0.0663,0.0,0.261,0.261,0.3454,0.3454,0.4306,0.4306,0.5178,0.5178,0.5985,0.5985,0.6751,0.6751,0.7414,0.45926,0.3006,0.2287,0.1667,0.3006,0.15866,0.54074,0.3006,0.0,0.6994,0.2287,0.0719,0.6994,0.2287,0.0,0.7713,0.1667,0.062,0.7713,0.1667,0.0,0.8333,0.1178,0.0489,0.8333,0.45926,0.54074,5,4,9,,False
746411,2024-04-02,oof,4.496,5.3736,0.256,0.2989,0.7399,0.6523,0.6523,0.56,0.56,0.4795,0.4795,0.4032,0.4032,0.3325,0.3325,0.271,0.271,0.0,0.0876,0.0,0.0923,0.0,0.0805,0.0,0.0763,0.0,0.0707,0.0,0.0615,0.0,0.2601,0.2601,0.3477,0.3477,0.44,0.44,0.5205,0.5205,0.5968,0.5968,0.6675,0.6675,0.729,0.4569,0.2971,0.2252,0.163,0.2971,0.1598,0.5431,0.2971,0.0,0.7029,0.2252,0.0719,0.7029,0.2252,0.0,0.7748,0.163,0.0622,0.7748,0.163,0.0,0.837,0.1176,0.0454,0.837,0.4569,0.5431,1,2,3,,False
746814,2024-04-02,oof,4.496,5.3736,0.256,0.2989,0.7404,0.6519,0.6519,0.5683,0.5683,0.485,0.485,0.4038,0.4038,0.3311,0.3311,0.2677,0.2677,0.0,0.0885,0.0,0.0836,0.0,0.0833,0.0,0.0812,0.0,0.0727,0.0,0.0634,0.0,0.2596,0.2596,0.3481,0.3481,0.4317,0.4317,0.515,0.515,0.5962,0.5962,0.6689,0.6689,0.7323,0.45329,0.3021,0.2275,0.1624,0.3021,0.15119,0.54671,0.3021,0.0,0.6979,0.2275,0.0746,0.6979,0.2275,0.0,0.7725,0.1624,0.0651,0.7725,0.1624,0.0,0.8376,0.1152,0.0472,0.8376,0.45329,0.54671,3,2,5,,False
