game_pk,game_date,kind,home_expected_runs,away_expected_runs,alpha_home,alpha_away,p_over_6_5,p_over_7_0,p_over_7_5,p_over_8_0,p_over_8_5,p_over_9_0,p_over_9_5,p_over_10_0,p_over_10_5,p_over_11_0,p_over_11_5,p_over_12_0,p_over_12_5,p_push_6_5,p_push_7_0,p_push_7_5,p_push_8_0,p_push_8_5,p_push_9_0,p_push_9_5,p_push_10_0,p_push_10_5,p_push_11_0,p_push_11_5,p_push_12_0,p_push_12_5,p_under_6_5,p_under_7_0,p_under_7_5,p_under_8_0,p_under_8_5,p_under_9_0,p_under_9_5,p_under_10_0,p_under_10_5,p_under_11_0,p_under_11_5,p_under_12_0,p_under_12_5,p_home_cover_0_5,p_home_cover_1_5,p_home_cover_2_5,p_home_cover_3_5,p_rl_1_0_home,p_rl_1_0_push,p_rl_1_0_away,p_rl_1_5_home,p_rl_1_5_push,p_rl_1_5_away,p_rl_2_0_home,p_rl_2_0_push,p_rl_2_0_away,p_rl_2_5_home,p_rl_2_5_push,p_rl_2_5_away,p_rl_3_0_home,p_rl_3_0_push,p_rl_3_0_away,p_rl_3_5_home,p_rl_3_5_push,p_rl_3_5_away,p_rl_4_0_home,p_rl_4_0_push,p_rl_4_0_away,p_home_win_derived,p_away_win_derived,home_score,away_score,total_runs,ml_win_prob,agreement_conflict
745111,2024-04-02,oof,4.4778,5.3918,0.2686,0.2865,0.7342,0.6523,0.6523,0.5624,0.5624,0.48,0.48,0.4035,0.4035,0.3301,0.3301,0.2652,0.2652,0.0,0.0819,0.0,0.0899,0.0,0.0824,0.0,0.0765,0.0,0.0734,0.0,0.0649,0.0,0.2658,0.2658,0.3477,0.3477,0.4376,0.4376,0.52,0.52,0.5965,0.5965,0.6699,0.6699,0.7348,0.45396,0.2986,0.2267,0.1675,0.2986,0.15536,0.54604,0.2986,0.0,0.7014,0.2267,0.0719,0.7014,0.2267,0.0,0.7733,0.1675,0.0592,0.7733,0.1675,0.0,0.8325,0.1196,0.0479,0.8325,0.45396,0.54604,5,2,7,,False
745273,2024-04-02,oof,4.4778,5.3918,0.2686,0.2865,0.7367,0.6471,0.6471,0.5593,0.5593,0.4741,0.4741,0.3951,0.3951,0.327,0.327,0.2651,0.2651,0.0,0.0896,0.0,0.0878,0.0,0.0852,0.0,0.079,0.0,0.0681,0.0,0.0619,0.0,0.2633,0.2633,0.3529,0.3529,0.4407,0.4407,0.5259,0.5259,0.6049,0.6049,0.673,0.673,0.7349,0.44654,0.3,0.2263,0.166,0.3,0.14654,0.55346,0.3,0.0,0.7,0.2263,0.0737,0.7,0.2263,0.0,0.7737,0.166,0.0603,0.7737,0.166,0.0,0.834,0.1222,0.0438,0.834,0.44654,0.55346,2,5,7,,False
745439,2024-04-02,oof,4.4778,5.3918,0.2686,0.2865,0.7366,0.6491,0.6491,0.5613,0.5613,0.478,0.478,0.3915,0.3915,0.3204,0.3204,0.2634,0.2634,0.0,0.0875,0.0,0.0878,0.0,0.0833,0.0,0.0865,0.0,0.0711,0.0,0.057,0.0,0.2634,0.2634,0.3509,0.3509,0.4387,0.4387,0.522,0.522,0.6085,0.6085,0.6796,0.6796,0.7366,0.45058,0.297,0.2222,0.1623,0.297,0.15358,0.54942,0.297,0.0,0.703,0.2222,0.0748,0.703,0.2222,0.0,0.7778,0.1623,0.0599,0.7778,0.1623,0.0,0.8377,0.1169,0.0454,0.8377,0.45058,0.54942,2,5,7,,False
745598,2024-04-02,oof,4.4778,5.3918,0.2686,0.2865,0.7254,0.6405,0.6405,0.5514,0.5514,0.4683,0.4683,0.3898,0.3898,0.3226,0.3226,0.2587,0.2587,0.0,0.0849,0.0,0.0891,0.0,0.0831,0.0,0.0785,0.0,0.0672,0.0,0.0639,0.0,0.2746,0.2746,0.3595,0.3595,0.4486,0.4486,0.5317,0.5317,0.6102,0.6102,0.6774,0.6774,0.7413,0.46011,0.3019,0.2242,0.1672,0.3019,0.15821,0.53989,0.3019,0.0,0.6981,0.2242,0.0777,0.6981,0.2242,0.0,0.7758,0.1672,0.057,0.7758,0.1672,0.0,0.8328,0.1176,0.0496,0.8328,0.46011,0.53989,9,4,13,,False
745680,2024-04-02,oof,4.4778,5.3918,0.2686,0.2865,0.7345,0.6455,0.6455,0.5579,0.5579,0.4695,0.4695,0.3889,0.3889,0.321,0.321,0.2584,0.2584,0.0,0.089,0.0,0.0876,0.0,0.0884,0.0,0.0806,0.0,0.0679,0.0,0.0626,0.0,0.2655,0.2655,0.3545,0.3545,0.4421,0.4421,0.5305,0.5305,0.6111,0.6111,0.679,0.679,0.7416,0.45447,0.2992,0.22,0.1629,0.2992,0.15527,0.54553,0.2992,0.0,0.7008,0.22,0.0792,0.7008,0.22,0.0,0.78,0.1629,0.0571,0.78,0.1629,0.0,0.8371,0.1173,0.0456,0.8371,0.45447,0.54553,4,5,9,,False
746009,2024-04-02,oof,4.4778,5.3918,0.2686,0.2865,0.7401,0.6552,0.6552,0.5661,0.5661,0.4829,0.4829,0.4065,0.4065,0.3326,0.3326,0.2624,0.2624,0.0,0.0849,0.0,0.0891,0.0,0.0832,0.0,0.0764,0.0,0.0739,0.0,0.0702,0.0,0.2599,0.2599,0.3448,0.3448,0.4339,0.4339,0.5171,0.5171,0.5935,0.5935,0.6674,0.6674,0.7376,0.45071,0.2966,0.2203,0.1575,0.2966,0.15411,0.54929,0.2966,0.0,0.7034,0.2203,0.0763,0.7034,0.2203,0.0,0.7797,0.1575,0.0628,0.7797,0.1575,0.0,0.8425,0.1134,0.0441,0.8425,0.45071,0.54929,3,2,5,,False
746086,2024-04-02,oof,4.4778,5.3918,0.2686,0.2865,0.7433,0.6606,0.6606,0.5655,0.5655,0.4758,0.4758,0.3972,0.3972,0.3229,0.3229,0.2609,0.2609,0.0,0.0827,0.0,0.0951,0.0,0.0897,0.0,0.0786,0.0,0.0743,0.0,0.062,0.0,0.2567,0.2567,0.3394,0.3394,0.4345,0.4345,0.5242,0.5242,0.6028,0.6028,0.6771,0.6771,0.7391,0.44491,0.2918,0.2161,0.1594,0.2918,0.15311,0.55509,0.2918,0.0,0.7082,0.2161,0.0757,0.7082,0.2161,0.0,0.7839,0.1594,0.0567,0.7839,0.1594,0.0,0.8406,0.1138,0.0456,0.8406,0.44491,0.55509,1,3,4,,False
746169,2024-04-02,oof,4.4778,5.3918,0.2686,0.2865,0.7395,0.6527,0.6527,0.5638,0.5638,0.4736,0.4736,0.3941,0.3941,0.3217,0.3217,0.2591,0.2591,0.0,0.0868,0.0,0.0889,0.0,0.0902,0.0,0.0795,0.0,0.0724,0.0,0.0626,0.0,0.2605,0.2605,0.3473,0.3473,0.4362,0.4362,0.5264,0.5264,0.6059,0.6059,0.6783,0.6783,0.7409,0.4563,0.3052,0.2279,0.163,0.3052,0.1511,0.5437,0.3052,0.0,0.6948,0.2279,0.0773,0.6948,0.2279,0.0,0.7721,0.163,0.0649,0.7721,0.163,0.0,0.837,0.1164,0.0466,0.837,0.4563,0.5437,5,4,9,,False
746411,2024-04-02,oof,4.4778,5.3918,0.2686,0.2865,0.7453,0.6614,0.6614,0.5783,0.5783,0.4918,0.4918,0.4114,0.4114,0.3369,0.3369,0.274,0.274,0.0,0.0839,0.0,0.0831,0.0,0.0865,0.0,0.0804,0.0,0.0745,0.0,0.0629,0.0,0.2547,0.2547,0.3386,0.3386,0.4217,0.4217,0.5082,0.5082,0.5886,0.5886,0.6631,0.6631,0.726,0.44628,0.2923,0.2245,0.1635,0.2923,0.15398,0.55372,0.2923,0.0,0.7077,0.2245,0.0678,0.7077,0.2245,0.0,0.7755,0.1635,0.061,0.7755,0.1635,0.0,0.8365,0.1148,0.0487,0.8365,0.44628,0.55372,1,2,3,,False
746814,2024-04-02,oof,4.4778,5.3918,0.2686,0.2865,0.7338,0.6476,0.6476,0.5664,0.5664,0.48,0.48,0.3978,0.3978,0.3287,0.3287,0.2642,0.2642,0.0,0.0862,0.0,0.0812,0.0,0.0864,0.0,0.0822,0.0,0.0691,0.0,0.0645,0.0,0.2662,0.2662,0.3524,0.3524,0.4336,0.4336,0.52,0.52,0.6022,0.6022,0.6713,0.6713,0.7358,0.45758,0.3024,0.227,0.1624,0.3024,0.15518,0.54242,0.3024,0.0,0.6976,0.227,0.0754,0.6976,0.227,0.0,0.773,0.1624,0.0646,0.773,0.1624,0.0,0.8376,0.1148,0.0476,0.8376,0.45758,0.54242,3,2,5,,False
