feature,window,n_games,n_nonnull,pct_nonnull,n_measured,pct_measured,n_default_zero,status
lineup_handedness_matchup_advantage,baseline,264,264,100.0,264,100.0,0,OK
travel_fatigue_diff,baseline,264,264,100.0,264,100.0,0,OK
closer_availability_diff,baseline,264,264,100.0,264,100.0,0,OK
dome_is_neutral,baseline,264,264,100.0,264,100.0,0,OK
park_factor_slug_diff,baseline,264,264,100.0,264,100.0,0,OK
wind_advantage_flyball_factor,baseline,264,261,98.9,209,79.2,52,LOW_COVERAGE
air_density_velocity_boost,baseline,264,263,99.6,263,99.6,0,OK
bullpen_meltdown_risk,baseline,264,262,99.2,262,99.2,0,OK
pitcher_regression_indicator,baseline,264,263,99.6,263,99.6,0,OK
lineup_depth_multiplier,baseline,264,264,100.0,264,100.0,0,OK
ace_efficiency_factor,baseline,264,263,99.6,263,99.6,0,OK
home_elo,baseline,264,264,100.0,264,100.0,0,OK
away_elo,baseline,264,264,100.0,264,100.0,0,OK
home_win_pct,baseline,264,264,100.0,264,100.0,0,OK
away_win_pct,baseline,264,264,100.0,264,100.0,0,OK
sp_era_home,baseline,264,263,99.6,263,99.6,0,OK
sp_era_away,baseline,264,262,99.2,262,99.2,0,OK
sp_k9_home,baseline,264,263,99.6,263,99.6,0,OK
sp_k9_away,baseline,264,262,99.2,262,99.2,0,OK
sp_xwoba_home,baseline,264,263,99.6,263,99.6,0,OK
sp_xwoba_away,baseline,264,264,100.0,264,100.0,0,OK
lineup_woba_mean_home,baseline,264,264,100.0,264,100.0,0,OK
lineup_woba_mean_away,baseline,264,264,100.0,264,100.0,0,OK
lineup_woba_top3_home,baseline,264,264,100.0,264,100.0,0,OK
lineup_woba_top3_away,baseline,264,264,100.0,264,100.0,0,OK
woba_30g_home,baseline,264,264,100.0,264,100.0,0,OK
woba_30g_away,baseline,264,264,100.0,264,100.0,0,OK
bullpen_whip_10g_home,baseline,264,263,99.6,263,99.6,0,OK
bullpen_whip_10g_away,baseline,264,263,99.6,263,99.6,0,OK
bullpen_whip_3g_home,baseline,264,263,99.6,263,99.6,0,OK
bullpen_whip_3g_away,baseline,264,263,99.6,263,99.6,0,OK
team_barrel_15g_home,baseline,264,264,100.0,264,100.0,0,OK
team_barrel_15g_away,baseline,264,264,100.0,264,100.0,0,OK
team_exitvelo_15g_home,baseline,264,264,100.0,264,100.0,0,OK
team_exitvelo_15g_away,baseline,264,264,100.0,264,100.0,0,OK
exp2_centered_k_diff,baseline,264,261,98.9,261,98.9,0,OK
exp2_cat_k_fastball_diff,baseline,264,261,98.9,261,98.9,0,OK
exp2_cat_k_breaking_diff,baseline,264,231,87.5,231,87.5,0,OK
exp2_cat_k_offspeed_diff,baseline,264,171,64.8,171,64.8,0,LOW_COVERAGE
exp2_cat_xwoba_fastball_diff,baseline,264,261,98.9,261,98.9,0,OK
exp2_cat_xwoba_breaking_diff,baseline,264,231,87.5,231,87.5,0,OK
exp2_cat_xwoba_offspeed_diff,baseline,264,171,64.8,171,64.8,0,LOW_COVERAGE
exp2_cat_platoon_k_fastball_diff,baseline,264,260,98.5,260,98.5,0,OK
closer_available_home,baseline,264,264,100.0,264,100.0,0,OK
closer_available_away,baseline,264,264,100.0,264,100.0,0,OK
