game_pk,game_date,kind,home_expected_runs,away_expected_runs,alpha_home,alpha_away,p_over_6_5,p_over_7_0,p_over_7_5,p_over_8_0,p_over_8_5,p_over_9_0,p_over_9_5,p_over_10_0,p_over_10_5,p_over_11_0,p_over_11_5,p_over_12_0,p_over_12_5,p_push_6_5,p_push_7_0,p_push_7_5,p_push_8_0,p_push_8_5,p_push_9_0,p_push_9_5,p_push_10_0,p_push_10_5,p_push_11_0,p_push_11_5,p_push_12_0,p_push_12_5,p_under_6_5,p_under_7_0,p_under_7_5,p_under_8_0,p_under_8_5,p_under_9_0,p_under_9_5,p_under_10_0,p_under_10_5,p_under_11_0,p_under_11_5,p_under_12_0,p_under_12_5,p_home_cover_0_5,p_home_cover_1_5,p_home_cover_2_5,p_home_cover_3_5,p_rl_1_0_home,p_rl_1_0_push,p_rl_1_0_away,p_rl_1_5_home,p_rl_1_5_push,p_rl_1_5_away,p_rl_2_0_home,p_rl_2_0_push,p_rl_2_0_away,p_rl_2_5_home,p_rl_2_5_push,p_rl_2_5_away,p_rl_3_0_home,p_rl_3_0_push,p_rl_3_0_away,p_rl_3_5_home,p_rl_3_5_push,p_rl_3_5_away,p_rl_4_0_home,p_rl_4_0_push,p_rl_4_0_away,p_home_win_derived,p_away_win_derived,home_score,away_score,total_runs,ml_win_prob,agreement_conflict
746898,2024-04-02,oof,4.4747,5.3949,0.2464,0.2851,0.7414,0.6617,0.6617,0.579,0.579,0.4972,0.4972,0.4161,0.4161,0.3404,0.3404,0.2738,0.2738,0.0,0.0797,0.0,0.0827,0.0,0.0818,0.0,0.0811,0.0,0.0757,0.0,0.0666,0.0,0.2586,0.2586,0.3383,0.3383,0.421,0.421,0.5028,0.5028,0.5839,0.5839,0.6596,0.6596,0.7262,0.45254,0.298,0.2238,0.164,0.298,0.15454,0.54746,0.298,0.0,0.702,0.2238,0.0742,0.702,0.2238,0.0,0.7762,0.164,0.0598,0.7762,0.164,0.0,0.836,0.1146,0.0494,0.836,0.45254,0.54746,12,2,14,,False
747057,2024-04-02,oof,4.4747,5.3949,0.2464,0.2851,0.7405,0.6499,0.6499,0.5628,0.5628,0.4808,0.4808,0.4006,0.4006,0.3293,0.3293,0.2665,0.2665,0.0,0.0906,0.0,0.0871,0.0,0.082,0.0,0.0802,0.0,0.0713,0.0,0.0628,0.0,0.2595,0.2595,0.3501,0.3501,0.4372,0.4372,0.5192,0.5192,0.5994,0.5994,0.6707,0.6707,0.7335,0.45424,0.2984,0.2261,0.1657,0.2984,0.15584,0.54576,0.2984,0.0,0.7016,0.2261,0.0723,0.7016,0.2261,0.0,0.7739,0.1657,0.0604,0.7739,0.1657,0.0,0.8343,0.1183,0.0474,0.8343,0.45424,0.54576,1,4,5,,False
747220,2024-04-02,oof,4.4747,5.3949,0.2464,0.2851,0.7465,0.6553,0.6553,0.5657,0.5657,0.4804,0.4804,0.4017,0.4017,0.3285,0.3285,0.2608,0.2608,0.0,0.0912,0.0,0.0896,0.0,0.0853,0.0,0.0787,0.0,0.0732,0.0,0.0677,0.0,0.2535,0.2535,0.3447,0.3447,0.4343,0.4343,0.5196,0.5196,0.5983,0.5983,0.6715,0.6715,0.7392,0.45258,0.2998,0.2222,0.1563,0.2998,0.15278,0.54742,0.2998,0.0,0.7002,0.2222,0.0776,0.7002,0.2222,0.0,0.7778,0.1563,0.0659,0.7778,0.1563,0.0,0.8437,0.1092,0.0471,0.8437,0.45258,0.54742,7,0,7,,False
744869,2024-04-03,oof,4.4747,5.3949,0.2464,0.2851,0.7418,0.6525,0.6525,0.5657,0.5657,0.4789,0.4789,0.3978,0.3978,0.3259,0.3259,0.2634,0.2634,0.0,0.0893,0.0,0.0868,0.0,0.0868,0.0,0.0811,0.0,0.0719,0.0,0.0625,0.0,0.2582,0.2582,0.3475,0.3475,0.4343,0.4343,0.5211,0.5211,0.6022,0.6022,0.6741,0.6741,0.7366,0.45652,0.2995,0.2255,0.1632,0.2995,0.15702,0.54348,0.2995,0.0,0.7005,0.2255,0.074,0.7005,0.2255,0.0,0.7745,0.1632,0.0623,0.7745,0.1632,0.0,0.8368,0.1139,0.0493,0.8368,0.45652,0.54348,5,3,8,,False
745114,2024-04-03,oof,4.4747,5.3949,0.2464,0.2851,0.7365,0.6467,0.6467,0.564,0.564,0.4796,0.4796,0.398,0.398,0.3239,0.3239,0.2622,0.2622,0.0,0.0898,0.0,0.0827,0.0,0.0844,0.0,0.0816,0.0,0.0741,0.0,0.0617,0.0,0.2635,0.2635,0.3533,0.3533,0.436,0.436,0.5204,0.5204,0.602,0.602,0.6761,0.6761,0.7378,0.45346,0.2997,0.2231,0.1607,0.2997,0.15376,0.54654,0.2997,0.0,0.7003,0.2231,0.0766,0.7003,0.2231,0.0,0.7769,0.1607,0.0624,0.7769,0.1607,0.0,0.8393,0.1094,0.0513,0.8393,0.45346,0.54654,1,4,5,,False
745275,2024-04-03,oof,4.4747,5.3949,0.2464,0.2851,0.7451,0.6571,0.6571,0.5637,0.5637,0.478,0.478,0.3946,0.3946,0.3189,0.3189,0.256,0.256,0.0,0.088,0.0,0.0934,0.0,0.0857,0.0,0.0834,0.0,0.0757,0.0,0.0629,0.0,0.2549,0.2549,0.3429,0.3429,0.4363,0.4363,0.522,0.522,0.6054,0.6054,0.6811,0.6811,0.744,0.46052,0.3044,0.2269,0.1666,0.3044,0.15612,0.53948,0.3044,0.0,0.6956,0.2269,0.0775,0.6956,0.2269,0.0,0.7731,0.1666,0.0603,0.7731,0.1666,0.0,0.8334,0.1171,0.0495,0.8334,0.46052,0.53948,0,8,8,,False
745440,2024-04-03,oof,4.4747,5.3949,0.2464,0.2851,0.7404,0.6583,0.6583,0.566,0.566,0.4758,0.4758,0.3984,0.3984,0.3234,0.3234,0.2596,0.2596,0.0,0.0821,0.0,0.0923,0.0,0.0902,0.0,0.0774,0.0,0.075,0.0,0.0638,0.0,0.2596,0.2596,0.3417,0.3417,0.434,0.434,0.5242,0.5242,0.6016,0.6016,0.6766,0.6766,0.7404,0.45716,0.2986,0.2186,0.158,0.2986,0.15856,0.54284,0.2986,0.0,0.7014,0.2186,0.08,0.7014,0.2186,0.0,0.7814,0.158,0.0606,0.7814,0.158,0.0,0.842,0.1114,0.0466,0.842,0.45716,0.54284,3,2,5,,False
745603,2024-04-03,oof,4.4747,5.3949,0.2464,0.2851,0.7503,0.6616,0.6616,0.5693,0.5693,0.4859,0.4859,0.4071,0.4071,0.3324,0.3324,0.2647,0.2647,0.0,0.0887,0.0,0.0923,0.0,0.0834,0.0,0.0788,0.0,0.0747,0.0,0.0677,0.0,0.2497,0.2497,0.3384,0.3384,0.4307,0.4307,0.5141,0.5141,0.5929,0.5929,0.6676,0.6676,0.7353,0.45563,0.295,0.2233,0.1636,0.295,0.16063,0.54437,0.295,0.0,0.705,0.2233,0.0717,0.705,0.2233,0.0,0.7767,0.1636,0.0597,0.7767,0.1636,0.0,0.8364,0.1155,0.0481,0.8364,0.45563,0.54437,1,4,5,,False
745678,2024-04-03,oof,4.4747,5.3949,0.2464,0.2851,0.7473,0.6639,0.6639,0.5767,0.5767,0.493,0.493,0.4057,0.4057,0.3337,0.3337,0.2668,0.2668,0.0,0.0834,0.0,0.0872,0.0,0.0837,0.0,0.0873,0.0,0.072,0.0,0.0669,0.0,0.2527,0.2527,0.3361,0.3361,0.4233,0.4233,0.507,0.507,0.5943,0.5943,0.6663,0.6663,0.7332,0.45409,0.3025,0.226,0.1661,0.3025,0.15159,0.54591,0.3025,0.0,0.6975,0.226,0.0765,0.6975,0.226,0.0,0.774,0.1661,0.0599,0.774,0.1661,0.0,0.8339,0.12,0.0461,0.8339,0.45409,0.54591,0,1,1,,False
746008,2024-04-03,oof,4.4747,5.3949,0.2464,0.2851,0.7392,0.6522,0.6522,0.5636,0.5636,0.4774,0.4774,0.3998,0.3998,0.3282,0.3282,0.2636,0.2636,0.0,0.087,0.0,0.0886,0.0,0.0862,0.0,0.0776,0.0,0.0716,0.0,0.0646,0.0,0.2608,0.2608,0.3478,0.3478,0.4364,0.4364,0.5226,0.5226,0.6002,0.6002,0.6718,0.6718,0.7364,0.44806,0.2907,0.2164,0.1553,0.2907,0.15736,0.55194,0.2907,0.0,0.7093,0.2164,0.0743,0.7093,0.2164,0.0,0.7836,0.1553,0.0611,0.7836,0.1553,0.0,0.8447,0.1078,0.0475,0.8447,0.44806,0.55194,3,7,10,,False
746083,2024-04-03,oof,4.4747,5.3949,0.2464,0.2851,0.7375,0.6549,0.6549,0.5597,0.5597,0.4713,0.4713,0.3909,0.3909,0.3184,0.3184,0.2513,0.2513,0.0,0.0826,0.0,0.0952,0.0,0.0884,0.0,0.0804,0.0,0.0725,0.0,0.0671,0.0,0.2625,0.2625,0.3451,0.3451,0.4403,0.4403,0.5287,0.5287,0.6091,0.6091,0.6816,0.6816,0.7487,0.45719,0.2953,0.2178,0.1555,0.2953,0.16189,0.54281,0.2953,0.0,0.7047,0.2178,0.0775,0.7047,0.2178,0.0,0.7822,0.1555,0.0623,0.7822,0.1555,0.0,0.8445,0.1107,0.0448,0.8445,0.45719,0.54281,2,10,12,,False
746163,2024-04-03,oof,4.4747,5.3949,0.2464,0.2851,0.7427,0.6537,0.6537,0.5667,0.5667,0.4771,0.4771,0.3971,0.3971,0.3234,0.3234,0.2573,0.2573,0.0,0.089,0.0,0.087,0.0,0.0896,0.0,0.08,0.0,0.0737,0.0,0.0661,0.0,0.2573,0.2573,0.3463,0.3463,0.4333,0.4333,0.5229,0.5229,0.6029,0.6029,0.6766,0.6766,0.7427,0.45566,0.2986,0.2238,0.1608,0.2986,0.15706,0.54434,0.2986,0.0,0.7014,0.2238,0.0748,0.7014,0.2238,0.0,0.7762,0.1608,0.063,0.7762,0.1608,0.0,0.8392,0.1151,0.0457,0.8392,0.45566,0.54434,5,4,9,,False
746407,2024-04-03,oof,4.4747,5.3949,0.2464,0.2851,0.7399,0.6565,0.6565,0.5695,0.5695,0.4793,0.4793,0.3981,0.3981,0.3282,0.3282,0.2596,0.2596,0.0,0.0834,0.0,0.087,0.0,0.0902,0.0,0.0812,0.0,0.0699,0.0,0.0686,0.0,0.2601,0.2601,0.3435,0.3435,0.4305,0.4305,0.5207,0.5207,0.6019,0.6019,0.6718,0.6718,0.7404,0.4575,0.3064,0.2289,0.1661,0.3064,0.1511,0.5425,0.3064,0.0,0.6936,0.2289,0.0775,0.6936,0.2289,0.0,0.7711,0.1661,0.0628,0.7711,0.1661,0.0,0.8339,0.1151,0.051,0.8339,0.4575,0.5425,8,0,8,,False
746900,2024-04-03,oof,4.4747,5.3949,0.2464,0.2851,0.7414,0.6562,0.6562,0.5707,0.5707,0.4856,0.4856,0.4052,0.4052,0.3283,0.3283,0.262,0.262,0.0,0.0852,0.0,0.0855,0.0,0.0851,0.0,0.0804,0.0,0.0769,0.0,0.0663,0.0,0.2586,0.2586,0.3438,0.3438,0.4293,0.4293,0.5144,0.5144,0.5948,0.5948,0.6717,0.6717,0.738,0.4555,0.3013,0.227,0.1623,0.3013,0.1542,0.5445,0.3013,0.0,0.6987,0.227,0.0743,0.6987,0.227,0.0,0.773,0.1623,0.0647,0.773,0.1623,0.0,0.8377,0.11,0.0523,0.8377,0.4555,0.5445,9,8,17,,False
747059,2024-04-03,oof,4.4747,5.3949,0.2464,0.2851,0.7444,0.6544,0.6544,0.5671,0.5671,0.4808,0.4808,0.4017,0.4017,0.3279,0.3279,0.2572,0.2572,0.0,0.09,0.0,0.0873,0.0,0.0863,0.0,0.0791,0.0,0.0738,0.0,0.0707,0.0,0.2556,0.2556,0.3456,0.3456,0.4329,0.4329,0.5192,0.5192,0.5983,0.5983,0.6721,0.6721,0.7428,0.45094,0.3019,0.2282,0.1626,0.3019,0.14904,0.54906,0.3019,0.0,0.6981,0.2282,0.0737,0.6981,0.2282,0.0,0.7718,0.1626,0.0656,0.7718,0.1626,0.0,0.8374,0.1175,0.0451,0.8374,0.45094,0.54906,4,3,7,,False
747219,2024-04-03,oof,4.4747,5.3949,0.2464,0.2851,0.7438,0.6583,0.6583,0.5675,0.5675,0.4815,0.4815,0.4059,0.4059,0.3312,0.3312,0.2653,0.2653,0.0,0.0855,0.0,0.0908,0.0,0.086,0.0,0.0756,0.0,0.0747,0.0,0.0659,0.0,0.2562,0.2562,0.3417,0.3417,0.4325,0.4325,0.5185,0.5185,0.5941,0.5941,0.6688,0.6688,0.7347,0.45896,0.3064,0.2274,0.1637,0.3064,0.15256,0.54104,0.3064,0.0,0.6936,0.2274,0.079,0.6936,0.2274,0.0,0.7726,0.1637,0.0637,0.7726,0.1637,0.0,0.8363,0.115,0.0487,0.8363,0.45896,0.54104,5,6,11,,False
744870,2024-04-04,oof,4.4747,5.3949,0.2464,0.2851,0.7397,0.6534,0.6534,0.5622,0.5622,0.4742,0.4742,0.3912,0.3912,0.321,0.321,0.2584,0.2584,0.0,0.0863,0.0,0.0912,0.0,0.088,0.0,0.083,0.0,0.0702,0.0,0.0626,0.0,0.2603,0.2603,0.3466,0.3466,0.4378,0.4378,0.5258,0.5258,0.6088,0.6088,0.679,0.679,0.7416,0.45284,0.2947,0.2188,0.1579,0.2947,0.15814,0.54716,0.2947,0.0,0.7053,0.2188,0.0759,0.7053,0.2188,0.0,0.7812,0.1579,0.0609,0.7812,0.1579,0.0,0.8421,0.1117,0.0462,0.8421,0.45284,0.54716,4,7,11,,False
745200,2024-04-04,oof,4.4747,5.3949,0.2464,0.2851,0.7423,0.6583,0.6583,0.5699,0.5699,0.4803,0.4803,0.3973,0.3973,0.3228,0.3228,0.2638,0.2638,0.0,0.084,0.0,0.0884,0.0,0.0896,0.0,0.083,0.0,0.0745,0.0,0.059,0.0,0.2577,0.2577,0.3417,0.3417,0.4301,0.4301,0.5197,0.5197,0.6027,0.6027,0.6772,0.6772,0.7362,0.45263,0.2922,0.22,0.1578,0.2922,0.16043,0.54737,0.2922,0.0,0.7078,0.22,0.0722,0.7078,0.22,0.0,0.78,0.1578,0.0622,0.78,0.1578,0.0,0.8422,0.1129,0.0449,0.8422,0.45263,0.54737,8,5,13,,False
745843,2024-04-04,oof,4.4747,5.3949,0.2464,0.2851,0.7493,0.664,0.664,0.5724,0.5724,0.4842,0.4842,0.4015,0.4015,0.3282,0.3282,0.263,0.263,0.0,0.0853,0.0,0.0916,0.0,0.0882,0.0,0.0827,0.0,0.0733,0.0,0.0652,0.0,0.2507,0.2507,0.336,0.336,0.4276,0.4276,0.5158,0.5158,0.5985,0.5985,0.6718,0.6718,0.737,0.45311,0.3008,0.2249,0.1639,0.3008,0.15231,0.54689,0.3008,0.0,0.6992,0.2249,0.0759,0.6992,0.2249,0.0,0.7751,0.1639,0.061,0.7751,0.1639,0.0,0.8361,0.118,0.0459,0.8361,0.45311,0.54689,2,1,3,,False
745844,2024-04-04,oof,4.4747,5.3949,0.2464,0.2851,0.7383,0.6489,0.6489,0.5629,0.5629,0.4842,0.4842,0.4005,0.4005,0.3273,0.3273,0.2661,0.2661,0.0,0.0894,0.0,0.086,0.0,0.0787,0.0,0.0837,0.0,0.0732,0.0,0.0612,0.0,0.2617,0.2617,0.3511,0.3511,0.4371,0.4371,0.5158,0.5158,0.5995,0.5995,0.6727,0.6727,0.7339,0.44571,0.2919,0.2178,0.1599,0.2919,0.15381,0.55429,0.2919,0.0,0.7081,0.2178,0.0741,0.7081,0.2178,0.0,0.7822,0.1599,0.0579,0.7822,0.1599,0.0,0.8401,0.1134,0.0465,0.8401,0.44571,0.55429,3,6,9,,False
745928,2024-04-04,oof,4.4747,5.3949,0.2464,0.2851,0.7356,0.6548,0.6548,0.5677,0.5677,0.4774,0.4774,0.3924,0.3924,0.3174,0.3174,0.2538,0.2538,0.0,0.0808,0.0,0.0871,0.0,0.0903,0.0,0.085,0.0,0.075,0.0,0.0636,0.0,0.2644,0.2644,0.3452,0.3452,0.4323,0.4323,0.5226,0.5226,0.6076,0.6076,0.6826,0.6826,0.7462,0.46652,0.3093,0.227,0.1672,0.3093,0.15722,0.53348,0.3093,0.0,0.6907,0.227,0.0823,0.6907,0.227,0.0,0.773,0.1672,0.0598,0.773,0.1672,0.0,0.8328,0.1191,0.0481,0.8328,0.46652,0.53348,2,4,6,,False
746327,2024-04-04,oof,4.4747,5.3949,0.2464,0.2851,0.7445,0.6618,0.6618,0.5716,0.5716,0.4838,0.4838,0.4027,0.4027,0.3327,0.3327,0.2642,0.2642,0.0,0.0827,0.0,0.0902,0.0,0.0878,0.0,0.0811,0.0,0.07,0.0,0.0685,0.0,0.2555,0.2555,0.3382,0.3382,0.4284,0.4284,0.5162,0.5162,0.5973,0.5973,0.6673,0.6673,0.7358,0.45761,0.3044,0.2311,0.1646,0.3044,0.15321,0.54239,0.3044,0.0,0.6956,0.2311,0.0733,0.6956,0.2311,0.0,0.7689,0.1646,0.0665,0.7689,0.1646,0.0,0.8354,0.1163,0.0483,0.8354,0.45761,0.54239,10,1,11,,False
744874,2024-04-05,oof,4.4747,5.3949,0.2464,0.2851,0.7347,0.6495,0.6495,0.5587,0.5587,0.4728,0.4728,0.3913,0.3913,0.3208,0.3208,0.2582,0.2582,0.0,0.0852,0.0,0.0908,0.0,0.0859,0.0,0.0815,0.0,0.0705,0.0,0.0626,0.0,0.2653,0.2653,0.3505,0.3505,0.4413,0.4413,0.5272,0.5272,0.6087,0.6087,0.6792,0.6792,0.7418,0.44612,0.2932,0.2219,0.1599,0.2932,0.15292,0.55388,0.2932,0.0,0.7068,0.2219,0.0713,0.7068,0.2219,0.0,0.7781,0.1599,0.062,0.7781,0.1599,0.0,0.8401,0.1103,0.0496,0.8401,0.44612,0.55388,0,4,4,,False
745033,2024-04-05,oof,4.4747,5.3949,0.2464,0.2851,0.7385,0.6544,0.6544,0.5629,0.5629,0.4758,0.4758,0.3944,0.3944,0.3215,0.3215,0.2584,0.2584,0.0,0.0841,0.0,0.0915,0.0,0.0871,0.0,0.0814,0.0,0.0729,0.0,0.0631,0.0,0.2615,0.2615,0.3456,0.3456,0.4371,0.4371,0.5242,0.5242,0.6056,0.6056,0.6785,0.6785,0.7416,0.44853,0.2931,0.2176,0.1594,0.2931,0.15543,0.55147,0.2931,0.0,0.7069,0.2176,0.0755,0.7069,0.2176,0.0,0.7824,0.1594,0.0582,0.7824,0.1594,0.0,0.8406,0.1075,0.0519,0.8406,0.44853,0.55147,10,2,12,,False
745361,2024-04-05,oof,4.4747,5.3949,0.2464,0.2851,0.7436,0.6588,0.6588,0.5706,0.5706,0.4845,0.4845,0.4016,0.4016,0.3245,0.3245,0.2602,0.2602,0.0,0.0848,0.0,0.0882,0.0,0.0861,0.0,0.0829,0.0,0.0771,0.0,0.0643,0.0,0.2564,0.2564,0.3412,0.3412,0.4294,0.4294,0.5155,0.5155,0.5984,0.5984,0.6755,0.6755,0.7398,0.46105,0.3005,0.2246,0.1631,0.3005,0.16055,0.53895,0.3005,0.0,0.6995,0.2246,0.0759,0.6995,0.2246,0.0,0.7754,0.1631,0.0615,0.7754,0.1631,0.0,0.8369,0.1126,0.0505,0.8369,0.46105,0.53895,3,2,5,,False
