feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
sp_era_away,3.9313,4.061,0.080402,0.015769,0.064633,-0.129652,0.239323,False,OK,0.916,277,93
sp_k9_home,8.6771,8.6753,0.065155,5.5e-05,0.0651,0.001839,0.315985,False,OK,2.042,278,92
sp_k9_away,8.6661,8.6786,0.105913,0.04128,0.064633,-0.012507,0.320497,False,OK,2.058,277,93
sp_xwoba_home,0.3078,0.3115,0.107059,0.042017,0.065042,-0.003689,0.008864,False,OK,1.807,279,92
sp_xwoba_away,0.3075,0.3112,0.114003,0.049544,0.064459,-0.003754,0.008592,False,OK,2.411,280,93
lineup_woba_mean_home,0.3469,0.3463,0.106707,0.042877,0.06383,0.000586,0.001904,False,OK,1.823,282,94
lineup_woba_mean_away,0.3429,0.3472,0.166864,0.103034,0.06383,-0.004294,0.002048,True,WARN,1.729,282,94
lineup_woba_top3_home,0.3549,0.3573,0.253568,0.189738,0.06383,-0.002457,0.002704,False,OK,0.876,282,94
lineup_woba_top3_away,0.3501,0.3555,0.249736,0.185906,0.06383,-0.005374,0.003232,False,OK,1.557,282,94
woba_30g_home,0.3033,0.3015,0.238109,0.174279,0.06383,0.001774,0.003274,False,OK,1.629,282,94
woba_30g_away,0.2952,0.3036,0.28622,0.22239,0.06383,-0.008452,0.003624,True,WARN,1.75,282,94
bullpen_whip_10g_home,1.3393,1.3385,0.092945,0.029058,0.063887,0.000831,0.04172,False,OK,2.55,281,94
bullpen_whip_10g_away,1.3335,1.3404,0.188534,0.124475,0.064059,-0.006922,0.045554,False,OK,1.687,278,94
bullpen_whip_3g_home,1.2516,1.3212,0.076746,0.012859,0.063887,-0.069564,0.07917,False,OK,1.516,281,94
bullpen_whip_3g_away,1.3322,1.3924,0.226247,0.162188,0.064059,-0.060231,0.084215,False,OK,1.362,278,94
team_barrel_15g_home,0.0238,0.022,0.220447,0.156617,0.06383,0.001805,0.001568,False,OK,1.989,282,94
team_barrel_15g_away,0.0214,0.0221,0.181994,0.118164,0.06383,-0.000671,0.001397,False,OK,1.769,282,94
team_exitvelo_15g_home,87.9616,87.7396,0.262752,0.198922,0.06383,0.222009,0.225957,False,OK,2.86,282,94
team_exitvelo_15g_away,87.6602,87.786,0.102803,0.038973,0.06383,-0.125757,0.231324,False,OK,1.719,282,94
