feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
is_home,1.0,1.0,0.0,0.0,0.06383,0.0,0.0,False,OK,0.0,282,94
win_pct_diff,0.0133,0.0005,0.359829,0.295999,0.06383,0.012871,0.012527,False,OK,2.329,282,94
elo_diff,24.2572,-0.0911,0.310488,0.246658,0.06383,24.348321,14.142862,False,OK,2.127,282,94
rest_days_diff,0.0,0.0142,0.02556,0.0,0.06383,-0.014184,0.048831,False,OK,0.016,282,94
sp_era_diff,0.0833,0.045,0.084508,0.018574,0.065934,0.038331,0.351048,False,OK,2.012,273,91
sp_era_5g_diff,0.0869,-0.1311,0.192415,0.126719,0.065696,0.217977,0.520941,False,OK,2.661,277,91
sp_k9_diff,0.0006,-0.0193,0.092337,0.026403,0.065934,0.019935,0.451089,False,OK,0.694,273,91
sp_k9_5g_diff,0.2075,-0.1212,0.084461,0.018765,0.065696,0.328671,0.63985,False,OK,2.197,277,91
sp_fbvelo_diff,0.1952,-0.0332,0.061988,0.0,0.066245,0.228445,0.549172,False,OK,2.566,277,90
sp_fbpct_diff,0.0195,-0.0092,0.130458,0.064762,0.065696,0.02871,0.024649,False,OK,0.469,277,91
sp_whiff_diff,0.0025,-0.0012,0.141043,0.075347,0.065696,0.003654,0.008003,False,OK,2.002,277,91
sp_xwoba_diff,0.0007,0.0005,0.246546,0.18085,0.065696,0.000272,0.012262,False,OK,2.353,277,91
sp_xwoba_vs_l_diff,-0.0007,0.0037,0.147374,0.08144,0.065934,-0.004412,0.012333,False,OK,1.776,273,91
lineup_woba_mean_diff,0.004,-0.0008,0.187039,0.123209,0.06383,0.00488,0.002876,False,OK,2.527,282,94
lineup_woba_top3_diff,0.0048,0.0019,0.097716,0.033886,0.06383,0.002917,0.004222,False,OK,1.962,282,94
lineup_woba_std_diff,0.0012,-0.0003,0.063942,0.000112,0.06383,0.001528,0.001845,False,OK,2.369,282,94
woba_30g_diff,0.0081,-0.0021,0.207259,0.143429,0.06383,0.010226,0.005059,True,WARN,2.133,282,94
bullpen_whip_diff,0.0059,-0.0045,0.300066,0.235948,0.064118,0.010372,0.067772,False,OK,2.731,277,94
bullpen_whip_3g_diff,-0.0805,-0.0715,0.057211,0.0,0.064118,-0.009071,0.119264,False,OK,1.762,277,94
bullpen_pitches_diff,16.7553,3.078,0.240468,0.176638,0.06383,13.677305,11.73326,False,OK,1.797,282,94
team_barrel_diff,0.0023,-0.0001,0.179323,0.115493,0.06383,0.002475,0.002112,False,OK,1.636,282,94
team_hardhit_diff,0.0177,-0.0035,0.228812,0.164982,0.06383,0.021226,0.00926,True,WARN,1.74,282,94
team_exitvelo_diff,0.3014,-0.0463,0.108584,0.044754,0.06383,0.347766,0.32315,False,OK,2.184,282,94
lineup_handedness_matchup_advantage,0.028,0.0003,0.222688,0.158858,0.06383,0.027717,0.018785,False,OK,2.068,282,94
travel_fatigue_diff,-0.1702,-0.1348,0.000149,0.0,0.06383,-0.035461,0.106996,False,OK,0.027,282,94
closer_availability_diff,0.0,-0.0177,0.000968,0.0,0.06383,0.01773,0.059086,False,OK,0.006,282,94
dome_is_neutral,0.3723,0.2801,0.0,0.0,0.06383,0.092199,0.082021,False,OK,0.054,282,94
park_factor_slug_diff,-0.0001,0.0002,0.228977,0.165147,0.06383,-0.00029,0.000159,False,OK,2.015,282,94
wind_advantage_flyball_factor,0.0094,-0.0017,0.195124,0.12919,0.065934,0.011095,0.059293,False,OK,1.753,273,91
air_density_velocity_boost,0.0013,0.0014,0.192326,0.126081,0.066245,-4.5e-05,0.050869,False,OK,1.929,277,90
bullpen_meltdown_risk,7.1007,4.0852,0.186939,0.122821,0.064118,3.015513,4.322546,False,OK,2.268,277,94
pitcher_regression_indicator,-0.4859,-0.4535,0.098674,0.032429,0.066245,-0.032484,1.892937,False,OK,2.051,277,90
lineup_depth_multiplier,0.0002,0.0003,0.078203,0.014373,0.06383,-2.7e-05,7.9e-05,False,OK,1.483,282,94
ace_efficiency_factor,0.0787,0.1055,0.130241,0.064545,0.065696,-0.026827,0.03413,False,OK,1.829,277,91
home_elo,1509.3792,1500.9403,0.176834,0.113004,0.06383,8.438846,9.865629,False,OK,2.159,282,94
away_elo,1485.122,1501.0315,0.204206,0.140376,0.06383,-15.909475,9.707017,False,OK,1.727,282,94
home_win_pct,0.5064,0.5015,0.092183,0.028353,0.06383,0.004858,0.011371,False,OK,1.625,282,94
away_win_pct,0.4899,0.5009,0.314075,0.250245,0.06383,-0.011057,0.010844,False,OK,2.22,282,94
sp_era_home,3.9947,4.1176,0.147145,0.082045,0.0651,-0.122853,0.250776,False,OK,0.693,278,92
