feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
ace_efficiency_factor,0.0888,0.1026,0.090991,0.027601,0.06339,-0.013789,0.033839,False,OK,1.387,290,94
home_elo,1511.2157,1500.4303,0.254661,0.193437,0.061224,10.785396,9.485279,False,OK,2.313,294,98
away_elo,1487.1756,1500.5444,0.24406,0.182836,0.061224,-13.368811,9.483311,False,OK,2.041,294,98
home_win_pct,0.5079,0.5011,0.158047,0.096823,0.061224,0.006861,0.010997,False,OK,1.795,294,98
away_win_pct,0.4915,0.5005,0.2349,0.173676,0.061224,-0.008997,0.010677,False,OK,2.274,294,98
sp_era_home,3.9116,4.0959,0.158836,0.096004,0.062832,-0.184275,0.243874,False,OK,1.614,291,95
sp_era_away,4.0009,4.0795,0.115165,0.053202,0.061963,-0.078637,0.238389,False,OK,1.858,289,97
sp_k9_home,8.6395,8.7005,0.073648,0.010816,0.062832,-0.060959,0.313905,False,OK,2.408,291,95
sp_k9_away,8.5486,8.7217,0.106079,0.044116,0.061963,-0.173144,0.31646,False,OK,2.055,289,97
sp_xwoba_home,0.3051,0.3107,0.122861,0.060082,0.062779,-0.005572,0.008701,False,OK,1.808,292,95
sp_xwoba_away,0.3093,0.3121,0.12374,0.061937,0.061803,-0.002868,0.008483,False,OK,2.579,292,97
lineup_woba_mean_home,0.3471,0.3468,0.103457,0.042233,0.061224,0.000325,0.001846,False,OK,2.05,294,98
lineup_woba_mean_away,0.3432,0.347,0.125996,0.064772,0.061224,-0.003761,0.002011,False,OK,2.355,294,98
lineup_woba_top3_home,0.3541,0.3582,0.232949,0.171725,0.061224,-0.004061,0.00267,False,OK,0.572,294,98
lineup_woba_top3_away,0.3504,0.3552,0.203984,0.14276,0.061224,-0.004796,0.00308,False,OK,2.016,294,98
woba_30g_home,0.3035,0.3022,0.258435,0.197211,0.061224,0.001257,0.003245,False,OK,0.456,294,98
woba_30g_away,0.2965,0.3028,0.219986,0.158762,0.061224,-0.006281,0.003604,False,OK,1.991,294,98
bullpen_whip_10g_home,1.3364,1.3379,0.093548,0.032271,0.061277,-0.001515,0.041566,False,OK,3.25,293,98
bullpen_whip_10g_away,1.3291,1.3369,0.318758,0.257322,0.061436,-0.007807,0.0441,False,OK,1.626,290,98
bullpen_whip_3g_home,1.2598,1.3193,0.111497,0.04877,0.062727,-0.05951,0.077916,False,OK,1.722,293,95
bullpen_whip_3g_away,1.32,1.3922,0.167839,0.104953,0.062886,-0.072221,0.081179,False,OK,2.136,290,95
team_barrel_15g_home,0.0239,0.0219,0.34961,0.288386,0.061224,0.001982,0.001522,False,OK,2.163,294,98
team_barrel_15g_away,0.0211,0.0224,0.114838,0.053614,0.061224,-0.001246,0.001382,False,OK,1.986,294,98
team_exitvelo_15g_home,87.9136,87.7443,0.239902,0.178678,0.061224,0.169221,0.221069,False,OK,0.676,294,98
team_exitvelo_15g_away,87.7527,87.7476,0.039224,0.0,0.061224,0.005102,0.226385,False,OK,1.852,294,98
