feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
is_home,1.0,1.0,0.0,0.0,0.061224,0.0,0.0,False,OK,0.0,294,98
win_pct_diff,0.0133,0.0005,0.252109,0.190885,0.061224,0.012819,0.012282,False,OK,1.764,294,98
elo_diff,24.0401,-0.1141,0.322204,0.26098,0.061224,24.154206,13.85833,False,OK,1.782,294,98
rest_days_diff,0.0,0.0136,0.0245,0.0,0.061224,-0.013605,0.046835,False,OK,0.011,294,98
sp_era_diff,-0.0738,0.0055,0.134462,0.070855,0.063607,-0.079302,0.348816,False,OK,2.066,286,94
sp_era_5g_diff,-0.0796,-0.125,0.08969,0.0263,0.06339,0.045379,0.512949,False,OK,2.01,290,94
sp_k9_diff,0.0536,-0.0264,0.095922,0.032315,0.063607,0.079984,0.448923,False,OK,1.824,286,94
sp_k9_5g_diff,0.2452,-0.0919,0.030334,0.0,0.06339,0.337121,0.63368,False,OK,1.911,290,94
sp_fbvelo_diff,0.2796,0.0667,0.109838,0.045934,0.063904,0.212821,0.540304,False,OK,1.813,290,93
sp_fbpct_diff,0.0193,-0.0085,0.153142,0.089752,0.06339,0.027827,0.024333,False,OK,1.467,290,94
sp_whiff_diff,0.0029,-0.001,0.075386,0.011996,0.06339,0.00387,0.007912,False,OK,1.774,290,94
sp_xwoba_diff,-0.004,-0.0012,0.207161,0.143771,0.06339,-0.00278,0.012184,False,OK,2.429,290,94
sp_xwoba_vs_l_diff,-0.002,0.0012,0.079214,0.015607,0.063607,-0.003164,0.012307,False,OK,2.284,286,94
lineup_woba_mean_diff,0.0038,-0.0002,0.153864,0.09264,0.061224,0.004085,0.002836,False,OK,1.546,294,98
lineup_woba_top3_diff,0.0037,0.003,0.064147,0.002923,0.061224,0.000735,0.004192,False,OK,2.287,294,98
lineup_woba_std_diff,0.0016,-0.0004,0.121981,0.060757,0.061224,0.001968,0.001812,False,OK,2.348,294,98
woba_30g_diff,0.007,-0.0005,0.174742,0.113518,0.061224,0.007538,0.005127,False,OK,2.25,294,98
bullpen_whip_diff,0.0073,-0.0015,0.325566,0.264077,0.061489,0.008799,0.066572,False,OK,2.265,289,98
bullpen_whip_3g_diff,-0.0602,-0.0731,0.099511,0.036572,0.062939,0.012987,0.116402,False,OK,2.269,289,95
bullpen_pitches_diff,12.102,2.8163,0.138975,0.077751,0.061224,9.285714,11.560981,False,OK,2.312,294,98
team_barrel_diff,0.0028,-0.0004,0.270014,0.20879,0.061224,0.003228,0.002066,False,OK,1.367,294,98
team_hardhit_diff,0.0151,-0.0026,0.191041,0.129817,0.061224,0.01776,0.009058,False,OK,1.79,294,98
team_exitvelo_diff,0.1608,-0.0033,0.162613,0.101389,0.061224,0.164119,0.31574,False,OK,2.332,294,98
lineup_handedness_matchup_advantage,0.0256,0.0032,0.188538,0.125863,0.062675,0.022429,0.018589,False,OK,1.519,294,95
travel_fatigue_diff,-0.1531,-0.1259,0.003426,0.0,0.061224,-0.027211,0.10522,False,OK,0.026,294,98
closer_availability_diff,0.0,-0.0136,0.005869,0.0,0.061224,0.013605,0.055995,False,OK,0.004,294,98
dome_is_neutral,0.3571,0.2823,0.026276,0.0,0.061224,0.07483,0.080261,False,OK,0.048,294,98
park_factor_slug_diff,-0.0001,0.0002,0.157959,0.096735,0.061224,-0.000239,0.000154,False,OK,1.621,294,98
wind_advantage_flyball_factor,0.0208,0.0021,0.12583,0.062223,0.063607,0.018728,0.064005,False,OK,0.633,286,94
air_density_velocity_boost,0.0084,0.004,0.059517,0.0,0.063904,0.004362,0.056777,False,OK,1.759,290,93
bullpen_meltdown_risk,7.0003,3.8198,0.195696,0.134207,0.061489,3.180512,4.183514,False,OK,2.464,289,98
pitcher_regression_indicator,0.0578,-0.8113,0.078492,0.014588,0.063904,0.869129,1.873452,False,OK,0.817,290,93
lineup_depth_multiplier,0.0002,0.0003,0.066035,0.004811,0.061224,-5.9e-05,8.1e-05,False,OK,2.224,294,98
