game_pk,innings,home_score,away_score
824356,9,0,10
824677,9,2,5
825086,9,5,3
822735,9,8,4
822977,9,5,3
823057,9,0,7
823134,9,5,4
823299,9,0,4
823462,9,4,9
823547,9,1,2
823703,9,4,1
823866,9,1,9
824032,10,5,6
824111,9,3,4
824273,10,2,3
824355,9,4,5
824678,9,0,5
825084,9,6,3
822733,9,1,2
823056,9,2,6
823545,9,0,2
823864,9,3,9
824031,10,2,3
824274,9,1,3
825083,9,2,1
822816,9,6,2
823223,9,4,9
823298,9,7,3
823461,9,0,1
823546,9,2,4
823788,9,5,1
823863,9,2,1
824029,9,9,6
824110,9,0,2
824679,9,2,4
824761,9,6,8
824842,9,7,4
824922,11,5,4
825082,9,2,3
822814,9,5,2
823222,9,10,3
823300,9,2,0
823458,9,3,0
823787,9,3,11
823862,9,4,1
824030,9,5,2
824109,9,5,0
824516,11,7,6
824518,9,1,8
824674,9,0,3
824760,9,2,4
824920,9,0,2
825080,9,5,4
822813,9,1,4
823220,9,8,5
823297,9,2,5
823459,9,1,3
823544,9,2,0
823786,9,1,5
823861,9,4,0
824028,9,2,1
824108,9,8,6
824676,9,5,8
824759,9,5,6
824839,9,5,3
824840,9,1,4
824921,9,1,2
825081,9,9,1
822812,9,2,8
822899,9,0,9
823219,9,2,6
823296,9,0,3
823380,9,2,1
823625,9,2,7
823784,9,5,1
823948,9,5,3
824107,9,3,4
824437,9,2,10
824598,9,3,1
824838,13,9,7
825005,9,2,9
822811,9,8,1
822898,9,10,7
823216,9,5,7
823294,9,3,4
823379,9,12,1
823624,9,2,7
823785,9,6,0
823949,9,15,6
824106,9,1,15
824275,9,6,10
824434,9,3,6
824597,11,3,5
824758,9,6,7
824837,9,6,1
825004,9,1,4
822809,9,2,1
822897,9,3,4
823217,9,2,3
823295,9,0,3
823376,9,4,10
823626,9,4,2
823783,9,2,1
823947,9,4,1
824104,9,0,7
824270,9,4,0
824432,9,3,2
824596,9,15,2
824756,9,8,0
824836,9,11,2
825003,9,1,9
822896,9,1,5
823378,9,2,7
824272,9,1,7
824595,9,6,2
824757,9,2,10
824834,9,1,2
822732,9,5,7
822894,9,9,1
822978,9,8,5
823055,9,6,5
823135,10,7,6
823377,9,6,5
823623,10,9,7
823946,9,4,2
824191,10,4,5
824353,9,8,6
824433,9,4,3
824515,9,3,8
824594,10,4,3
824835,9,5,6
825002,9,2,8
822731,9,9,4
822893,9,7,6
822975,9,3,14
823054,9,1,6
823132,9,5,1
823375,9,10,9
823622,9,6,1
823945,9,3,4
824190,9,9,2
824352,9,8,3
824431,9,1,9
824513,9,2,5
824593,9,7,1
824833,9,6,5
825000,9,6,4
822729,9,4,2
822895,9,6,3
822976,9,5,2
823053,9,5,1
823133,10,3,2
823373,9,9,3
823621,9,10,1
823944,9,9,1
824187,9,0,2
824354,9,6,19
824430,9,4,9
824512,9,6,4
824592,9,2,1
824832,9,9,5
825001,9,8,13
822730,9,3,7
822974,9,9,10
823050,9,1,2
823131,10,3,2
823702,9,9,6
823781,9,16,2
824027,9,8,9
824510,9,2,9
825078,9,4,1
822728,9,3,7
822971,9,0,8
823052,9,4,7
823129,9,8,3
823460,9,3,2
823541,9,4,9
823700,9,6,4
823782,9,8,3
824026,9,2,8
824189,9,6,10
824511,10,4,3
824675,9,1,2
824754,9,2,4
824918,9,4,3
825079,9,5,6
822727,9,1,4
822973,9,2,7
823051,9,5,3
823130,9,1,7
823456,9,3,2
823540,9,4,5
823701,9,0,8
823780,9,0,1
824024,9,11,4
824188,9,11,9
824509,9,2,5
824671,10,4,5
824755,9,8,1
824917,9,7,3
825077,9,0,7
823457,9,6,4
823542,9,2,1
823698,9,6,8
823779,9,9,12
824185,9,1,5
824672,9,7,6
824753,9,2,8
824919,9,2,7
825076,9,3,2
822810,9,3,13
822892,9,3,2
823049,9,10,3
823293,9,0,5
823455,9,8,6
823538,9,3,5
823699,9,5,3
823860,9,0,6
823943,9,1,0
824186,9,5,1
824271,9,7,3
824350,10,7,9
824673,9,3,18
824914,9,6,3
825073,9,1,14
822808,9,6,4
822891,9,0,6
823048,9,6,5
823292,9,3,2
823454,9,3,6
823697,9,2,3
823859,9,4,3
823942,9,9,2
824184,9,13,2
824269,9,0,4
824351,9,1,7
824669,10,3,2
824915,9,6,3
825075,9,1,6
822807,9,6,4
822890,9,10,0
823047,9,5,3
823291,9,3,7
823453,9,9,5
823537,9,6,1
823696,9,5,6
823857,9,4,1
823941,9,5,13
824183,9,0,5
824268,9,5,4
824349,9,4,12
824670,10,1,2
824916,9,3,2
825074,9,5,1
822806,9,2,5
822972,9,3,1
823218,9,3,4
823289,9,6,2
824025,10,4,5
824427,10,5,7
824829,9,3,6
824998,12,14,15
822805,9,3,2
822969,9,4,3
823214,9,3,6
823290,11,3,5
823374,9,3,12
823620,9,0,7
823858,9,10,6
824023,9,10,1
824105,9,5,3
824267,9,10,4
824347,9,7,3
824429,9,2,3
824591,10,6,5
824830,10,5,6
824999,9,7,5
822804,9,4,7
822970,9,7,5
823215,9,11,10
823287,9,5,4
823372,9,9,8
823618,9,2,9
823856,9,8,0
824022,10,3,2
824103,10,4,6
824266,9,4,6
824348,9,3,2
824428,9,4,8
824590,9,2,1
824831,9,7,2
824996,9,4,3
823371,9,6,8
823619,9,5,4
823855,9,2,0
824101,9,2,4
824265,9,11,0
824346,9,3,9
824827,9,7,5
822726,9,2,10
822803,9,8,5
823211,9,1,5
823370,9,3,8
823617,9,7,5
823695,9,9,8
823778,9,6,0
824020,9,4,3
824102,9,8,10
824425,9,3,2
824507,9,2,5
824588,9,8,2
824752,9,10,1
824826,9,7,3
824997,9,6,4
822725,9,8,3
822802,9,1,3
823213,9,1,6
823369,9,3,2
823616,9,1,3
823694,9,6,9
823776,9,8,9
824019,9,8,0
824100,9,7,8
824426,9,3,1
824508,9,2,1
824587,9,1,7
824749,9,6,3
824828,9,3,9
824995,9,7,5
822722,9,10,1
822801,9,3,8
823212,9,5,1
823368,9,2,4
823615,9,8,1
823693,9,5,4
823777,9,4,0
824021,9,3,8
824099,9,4,0
824506,9,3,5
824586,9,6,4
824751,9,4,6
824823,9,2,5
824994,9,9,23
822724,9,7,3
822887,9,2,4
823046,9,3,0
823452,9,7,0
823938,9,4,3
824181,9,3,9
824505,9,12,0
824666,9,5,4
824993,9,11,2
825071,9,4,3
822723,9,6,4
822888,9,2,12
823045,9,3,2
823128,9,3,1
823451,9,8,2
823535,9,12,2
823775,9,2,1
823939,9,1,0
824182,9,4,2
824504,9,5,3
824667,9,2,5
824750,9,1,6
824912,9,2,7
824991,9,5,6
825070,9,0,7
822721,9,2,6
823044,9,1,6
823127,9,3,5
823450,9,4,12
823536,9,10,5
823774,9,9,4
823940,9,5,4
824178,9,4,2
824503,9,1,9
824668,9,8,6
824746,9,0,3
824913,9,5,7
824992,9,4,12
825072,9,8,1
822889,9,3,9
823125,9,3,0
823448,9,4,6
823533,9,1,5
823772,9,2,4
824098,9,14,6
824748,9,3,4
824989,9,5,0
822886,9,9,7
822966,9,5,2
823124,9,2,6
823534,9,5,0
823853,9,4,3
823936,9,6,5
824097,9,6,5
824179,9,9,3
824264,9,4,3
824345,9,4,3
824663,9,16,2
824910,9,3,2
824990,10,12,11
825069,9,9,5
822885,10,4,6
822967,9,3,4
823126,9,1,5
823447,9,15,3
823532,9,2,10
823854,9,6,3
823937,9,2,3
824180,9,1,8
824263,9,4,1
824342,9,2,1
824665,9,6,8
824909,9,4,3
824988,9,0,7
825068,9,8,16
822883,9,4,3
822968,9,4,3
823123,9,3,1
823449,9,6,2
823531,9,1,4
823852,9,2,1
823934,9,1,12
824095,9,10,12
824177,9,2,1
824260,10,5,4
824343,9,6,8
824908,9,4,9
824987,9,7,9
825067,9,2,4
822720,9,4,1
822800,9,4,2
822964,9,1,2
823040,9,3,2
823288,9,1,0
823692,9,1,2
823851,9,3,4
824016,9,1,6
824261,9,5,3
824344,9,3,2
824502,10,1,2
824585,9,6,5
822718,9,9,14
822799,11,7,9
822963,9,5,12
823043,9,3,4
823210,9,3,1
823286,10,7,6
823365,9,2,3
823614,9,6,9
823690,9,3,12
823849,9,6,4
824017,9,5,1
824262,9,3,4
824340,9,2,5
824501,9,0,2
824584,9,2,1
822719,9,4,5
822798,9,1,3
822965,9,5,3
823041,9,4,9
823208,9,2,1
823284,9,5,2
823367,9,11,1
823611,9,5,10
823613,9,3,10
823691,9,3,4
823850,9,4,2
824018,10,7,6
824259,9,2,4
824341,9,8,6
824500,9,5,6
824583,10,3,4
822717,9,5,10
822797,9,5,6
822961,9,13,2
823209,9,6,9
823366,9,5,1
823612,10,3,4
824258,9,1,2
824747,9,6,3
822796,9,4,5
822962,9,6,1
823039,9,0,4
823206,9,1,3
823285,9,7,1
823363,9,4,6
823610,9,1,2
823688,10,9,8
823773,9,6,2
824014,9,3,9
824255,9,8,0
824423,9,1,3
824582,9,22,1
824743,9,6,1
824824,9,3,1
822794,9,4,7
822960,9,4,2
823038,9,1,5
823207,9,5,0
823283,9,3,15
823364,9,7,9
823609,9,6,2
823689,9,5,8
823770,9,2,8
824015,9,5,2
824257,9,6,8
824421,9,4,3
824581,9,2,1
824745,9,4,1
824825,10,3,4
822795,9,2,3
822959,9,5,1
823037,9,2,1
823204,9,3,2
823281,9,2,4
823362,9,9,4
823608,9,4,5
823686,9,3,2
823769,10,3,4
824011,9,4,1
824256,10,5,7
824422,9,6,5
824580,9,4,5
824744,10,5,4
824821,9,4,6
822792,9,2,1
823121,9,6,2
823444,9,7,11
823529,9,3,7
823771,9,5,3
824176,9,4,5
824339,9,7,10
824420,9,3,6
824662,9,3,2
824741,9,6,3
824822,9,2,8
824986,9,4,9
825065,9,5,4
822793,9,0,3
823122,9,8,3
823445,9,8,0
823528,9,3,9
823768,9,7,2
824096,9,4,10
824175,9,6,4
824338,9,3,14
824418,9,2,4
824661,9,9,7
824742,9,1,8
824819,9,3,9
824907,9,3,5
824984,9,3,9
825066,9,8,2
822791,9,9,3
823446,9,10,6
823530,11,2,6
823767,9,4,2
824094,9,0,4
824174,9,3,8
824337,9,6,3
824419,9,9,4
824660,9,23,3
824740,9,2,10
824818,9,6,1
824905,9,5,1
824985,9,7,1
825064,9,4,6
822884,9,10,4
823119,9,1,0
823442,9,1,6
823765,9,2,7
823935,9,12,7
824093,9,2,5
824335,9,14,4
824416,9,6,5
824906,9,5,11
822714,9,9,5
823120,9,0,2
823527,9,5,2
823933,9,4,3
824013,9,2,5
824173,9,1,3
824336,9,15,3
824417,10,4,3
824498,9,0,3
824659,9,1,17
824904,9,5,3
824982,9,5,12
825062,11,4,7
822716,9,1,7
822882,9,0,3
823118,9,11,0
823526,9,4,11
823932,9,3,0
824012,9,1,8
824092,9,1,6
824171,9,10,8
824334,9,4,6
824415,9,1,3
824499,9,5,8
824658,9,0,3
824903,9,14,3
824983,9,2,7
825063,9,4,3
822715,9,5,11
822879,9,3,6
823117,9,4,0
823525,9,1,6
823931,9,2,5
824010,9,5,7
824091,9,5,2
824172,9,2,0
824333,9,7,6
824413,9,6,7
824497,9,3,2
824656,9,6,4
824902,9,9,10
824980,9,8,9
825061,9,2,3
822712,9,12,11
822958,9,1,5
823036,9,3,4
823205,9,10,1
823282,9,0,8
823930,11,8,7
824089,9,15,1
824900,10,6,7
822713,9,3,6
822881,9,8,3
822956,9,6,4
823035,9,2,10
823062,9,3,4
823203,9,3,9
823280,9,4,1
823361,9,12,4
823607,9,12,16
823687,9,3,1
823847,10,6,5
823929,9,3,4
824254,9,6,2
824495,9,1,4
824579,9,1,8
824820,9,2,5
822710,9,8,2
822880,9,1,13
822957,9,3,0
823032,9,5,1
823202,9,0,10
823279,9,10,4
823360,9,0,3
823605,9,6,2
823684,9,6,5
823848,9,2,0
823928,9,4,3
824253,9,6,1
824496,9,11,5
824578,9,0,5
824815,9,7,9
822877,9,7,6
822954,9,4,12
823034,9,4,8
823201,9,8,2
823277,9,1,3
823359,9,5,10
823606,9,7,3
823683,9,2,5
823846,9,8,4
824251,9,4,1
824494,9,0,1
824577,9,1,2
824816,9,3,2
822709,9,3,5
822878,9,7,3
822955,9,7,2
823033,9,2,1
823200,9,3,4
823278,9,3,5
823604,9,2,6
823685,9,3,4
823845,9,2,3
823927,9,3,9
824252,9,10,2
824493,9,4,0
824575,9,14,1
824817,9,5,3
822711,9,2,4
822875,9,3,9
822953,9,6,1
823030,9,4,1
823198,9,4,2
823276,9,8,7
823356,9,3,2
823357,9,7,6
823603,9,0,4
823682,9,5,3
823844,9,1,4
823926,9,2,9
824249,9,2,4
824492,9,3,5
824576,9,1,0
824813,9,6,1
822708,9,3,5
822876,9,6,5
822951,9,2,8
823029,9,3,4
823199,9,3,1
823274,9,5,4
823358,9,14,5
823602,10,2,3
823681,9,4,2
823842,9,2,5
823925,9,3,5
824250,9,0,5
824491,9,4,8
824574,9,9,1
824814,9,8,2
823440,9,1,4
822789,9,4,12
823115,9,0,7
823524,9,1,2
823766,10,2,1
824009,9,1,2
824090,10,7,6
824170,9,2,3
824332,9,2,7
824655,9,2,5
824737,9,5,3
824766,9,10,0
824901,9,15,1
824981,9,4,23
825060,9,4,5
822790,9,1,0
823116,10,4,3
823441,9,6,1
823763,9,8,6
824008,9,0,7
824088,9,6,1
824169,11,2,4
824331,9,10,3
824412,9,5,3
824414,9,1,7
824657,9,6,2
824738,9,7,6
824899,9,6,7
824979,9,15,1
825059,9,5,3
822786,9,0,3
823113,9,6,3
823439,9,1,6
823521,9,2,1
823523,9,2,8
823764,9,3,1
824007,9,3,2
824086,9,2,19
824168,9,2,5
824330,9,6,9
824411,9,1,7
824653,9,10,1
824739,9,6,1
824897,9,8,5
824978,9,2,5
825057,10,8,7
822788,9,1,7
822874,9,3,10
823112,9,8,0
823436,9,10,7
823522,9,8,5
823762,9,8,3
824006,9,3,2
824087,9,4,3
824167,9,8,5
824328,9,3,7
824410,9,13,4
824654,10,6,8
824736,9,6,5
824898,9,3,2
825058,9,2,5
822787,9,2,12
822871,9,10,0
823114,9,2,4
823437,9,1,2
823760,9,0,4
824005,9,5,1
824085,9,3,2
824165,9,5,3
824329,9,8,7
824409,9,5,2
824652,9,11,2
824895,9,3,8
825056,10,6,5
822784,9,2,4
822873,9,2,4
823110,9,3,5
823438,9,5,9
823518,10,3,5
823519,9,2,0
823761,9,4,3
824004,9,0,1
824083,9,5,4
824166,9,5,2
824327,9,0,8
824408,9,6,10
824650,9,1,5
824732,9,1,5
824735,9,6,3
824896,9,7,6
825055,9,15,5
822785,9,3,1
823042,9,6,10
824247,9,4,3
824406,12,1,3
824893,9,6,5
822707,9,2,3
822872,9,5,4
822952,9,11,3
823031,9,2,4
823196,10,7,6
823352,10,2,3
823434,9,0,1
823601,9,2,4
823680,9,0,2
823759,9,2,5
823843,9,2,4
824248,9,2,1
824573,9,5,9
824733,9,6,4
824812,10,6,7
822704,9,5,3
822869,9,7,1
822948,9,3,0
823027,9,7,0
823197,9,9,2
823355,9,0,11
823435,9,1,3
823600,9,3,4
823679,9,2,0
823758,9,8,5
823841,9,2,7
824244,9,2,3
824571,9,1,4
824734,9,0,6
824811,9,3,2
822706,9,10,7
822870,9,4,6
822950,9,1,0
823028,10,3,5
823194,9,3,4
823354,9,8,7
823433,9,11,4
823599,9,8,3
823678,9,11,8
823755,9,11,2
823840,9,3,5
824246,9,4,5
824572,9,12,3
824730,9,6,1
824810,11,2,3
822705,9,2,3
822868,9,7,3
823025,9,3,7
823195,9,3,0
823353,10,3,2
823597,9,14,3
823839,9,8,7
824001,9,4,6
824245,9,5,8
824570,9,5,9
824977,9,2,4
822703,9,8,6
822949,9,1,4
823026,9,2,10
823193,9,2,8
823275,9,8,7
823350,12,7,8
823676,9,3,2
823838,9,1,0
823923,9,6,7
824003,9,2,3
824243,9,14,0
824489,9,2,0
824490,9,5,6
824569,9,2,3
824976,9,4,3
822702,9,2,5
822947,9,3,0
823022,10,3,2
823192,9,16,3
823273,9,3,1
823351,9,0,3
823596,9,3,2
823598,9,0,1
823677,9,0,4
823837,9,8,6
823924,9,4,2
824002,9,4,7
824242,12,9,10
824487,9,1,6
824567,12,6,5
824973,10,2,4
822946,9,3,2
823023,10,2,4
823271,9,1,4
823595,9,4,2
823674,9,4,3
823921,9,6,2
824488,9,3,2
824568,11,2,1
824894,9,5,4
824974,9,4,5
822782,9,3,1
822945,9,1,6
823111,9,3,5
823272,9,7,0
823593,9,2,5
823922,9,4,9
823999,9,2,6
824164,9,11,2
824325,9,3,1
824407,9,1,4
824486,9,8,7
824651,9,0,2
824809,9,6,4
824892,9,6,2
824975,9,1,13
822781,9,5,1
822944,9,1,0
823109,9,4,3
823269,9,6,5
823594,9,2,6
823920,9,2,3
824000,9,1,3
824162,9,5,4
824326,9,12,6
824405,9,8,12
824485,9,1,4
824649,9,5,2
824808,9,0,5
824890,9,8,3
824972,9,6,8
822783,9,1,5
822943,9,1,9
823107,9,7,6
823270,9,5,4
823592,9,0,2
823919,9,4,8
823996,9,3,0
824163,9,7,3
824323,9,8,1
824404,9,5,0
824483,9,10,2
824648,9,1,2
824807,6,0,8
824891,9,4,2
824971,9,0,11
822867,9,1,5
823431,9,6,3
823520,9,7,13
823757,9,3,4
824160,9,1,3
824324,9,9,13
824647,9,10,5
825095,9,5,1
822865,9,5,4
823108,9,0,8
823432,9,5,0
823517,9,2,0
823756,9,4,2
824084,9,8,2
824161,9,7,2
824321,11,7,9
824403,9,2,6
824484,9,5,4
824645,9,5,1
824731,9,14,2
824805,9,3,1
824888,9,4,2
825054,9,4,9
822866,9,6,0
823106,9,4,2
823429,11,4,10
823516,9,1,3
823753,9,4,2
824082,9,2,1
824158,10,4,5
824322,9,0,4
824402,10,5,6
824482,9,3,2
824646,9,7,6
824728,9,4,0
824806,9,5,2
824889,9,4,1
825052,9,10,4
823105,9,0,11
823430,9,7,3
823754,9,5,2
824080,9,3,4
824401,9,6,13
824481,9,6,5
824664,11,3,2
824729,13,12,11
824804,9,1,4
824885,9,11,3
825053,9,1,5
822699,9,5,3
822863,9,2,1
823024,9,3,2
823103,9,1,2
823191,9,5,2
823266,9,3,6
823349,9,4,6
823428,9,4,5
823515,10,3,2
823750,9,6,8
823836,9,3,4
824081,9,4,6
824566,9,2,8
824727,9,13,1
825051,9,4,3
822701,9,8,2
822864,9,5,1
823021,9,6,8
823102,9,2,3
823188,9,0,8
823267,9,3,2
823348,9,9,0
823426,11,5,7
823514,9,5,4
823752,9,4,3
823834,9,7,0
824079,9,6,3
824565,9,6,3
824726,9,3,7
825049,10,1,2
822700,9,7,1
822862,9,5,10
823020,9,7,4
823104,9,1,4
823190,10,1,3
823268,9,7,2
823345,9,1,11
823425,12,7,6
823513,10,1,2
823751,10,4,3
823835,9,12,3
824078,9,2,10
824564,9,5,3
824724,9,3,4
825050,9,4,2
822780,9,2,1
823018,9,5,6
823189,10,3,6
823265,9,3,2
823675,9,9,5
823918,9,6,5
823998,10,1,4
824887,9,5,8
824969,9,6,10
825048,9,9,0
822697,9,6,8
822778,9,5,3
823019,9,2,0
823186,9,4,1
823264,9,11,2
823512,9,4,1
823673,9,2,5
823832,9,2,0
823917,10,5,4
823997,9,3,2
824240,9,6,4
824563,10,4,5
824886,9,4,0
824970,9,4,12
825046,9,2,3
822698,9,6,12
822779,9,6,4
823017,9,7,1
823187,9,1,2
823263,11,4,3
823511,9,10,5
823672,9,7,5
823833,9,8,2
823916,9,4,2
823994,9,5,2
824241,9,4,6
824562,9,5,0
824883,9,6,3
824967,9,4,8
825047,9,4,6
822696,9,7,0
822776,9,0,7
823508,9,0,1
823669,9,1,7
823829,9,1,13
823915,9,4,5
823995,9,7,0
824238,9,3,0
824561,9,8,9
822777,9,3,1
822942,9,5,6
823185,9,2,5
823346,9,8,4
823591,9,4,1
823913,9,3,1
823993,9,6,7
824159,10,10,7
824237,9,5,9
824399,9,5,7
824479,9,1,0
824643,9,3,0
824882,9,0,2
824968,9,8,3
822775,9,4,1
822941,10,3,4
823184,9,7,1
823347,9,0,4
823588,9,5,4
823671,9,1,9
823914,9,1,4
823990,9,1,0
824157,9,5,10
824239,9,3,4
824400,9,6,1
824480,9,4,8
824644,9,4,8
824884,9,3,10
824966,9,3,5
822774,10,3,4
822940,9,2,10
823182,9,7,13
823344,9,8,3
823590,9,4,3
823670,9,5,7
823912,9,2,6
823991,9,0,3
824156,9,2,3
824236,9,5,7
824397,9,0,5
824477,9,1,7
824642,9,4,11
824880,9,5,3
824965,9,5,2
822939,9,7,6
823343,9,5,8
823427,9,6,5
823589,9,2,1
823668,9,4,2
824077,9,9,5
824320,9,5,11
824478,10,6,5
824514,9,1,2
824641,10,7,5
824725,9,11,1
822859,9,5,0
822938,9,5,10
823341,9,4,1
823423,9,6,4
823586,9,2,5
823667,9,4,1
823749,9,22,0
824075,9,4,3
824154,9,1,3
824319,9,6,7
824398,9,8,1
824475,9,0,3
824639,9,4,3
824723,9,9,4
824803,9,1,3
822860,9,0,6
822937,9,7,6
823342,9,4,3
823424,9,4,1
823587,9,4,2
823664,9,6,4
823748,9,5,7
824076,9,9,7
824155,9,3,2
824318,10,4,6
824394,9,0,1
824476,9,5,4
824640,9,0,3
824722,10,6,7
824801,9,3,5
822861,9,2,0
822934,9,1,5
823747,9,7,4
824074,9,6,2
824153,9,3,18
824395,9,5,2
824474,9,9,10
824589,9,0,2
824802,9,1,6
822857,10,2,1
823101,10,6,5
823262,9,6,2
823420,10,7,6
823510,9,3,1
823746,9,2,1
823830,9,3,2
823911,10,5,4
824072,9,5,2
824152,9,4,0
824317,9,1,9
824559,9,6,4
824721,9,6,4
824800,9,5,3
825045,9,9,0
822858,9,0,3
823100,9,5,4
823261,9,7,5
823422,9,12,3
823509,9,3,4
823743,9,4,1
823831,9,4,2
823910,9,4,3
824073,9,3,1
824151,9,3,4
824316,9,3,4
824560,9,5,10
824718,9,3,2
824798,10,3,2
825044,9,5,11
822856,9,5,3
823099,9,2,19
823258,9,8,1
823421,9,6,4
823507,9,8,3
823745,9,2,4
823827,9,6,2
823909,9,4,0
824071,9,11,7
824150,9,6,7
824315,9,2,7
824558,9,2,1
824720,9,5,4
824799,9,1,3
825043,9,5,3
822695,9,13,3
823097,9,9,2
823183,9,5,0
823260,12,2,3
823828,9,2,4
823992,9,2,4
824235,9,1,4
824557,9,2,11
824964,9,6,9
825041,9,0,7
822693,9,1,3
822773,9,3,5
823016,9,1,13
823098,9,4,1
823181,9,3,1
823259,9,0,1
823505,9,7,9
823585,10,3,2
823826,11,3,7
823989,10,6,8
824233,9,4,1
824556,9,11,7
824881,9,4,3
824962,9,4,2
825042,9,5,4
822692,9,1,13
822772,9,3,0
823015,9,7,8
823096,9,0,6
823180,9,9,10
823255,9,3,0
823506,9,9,3
823584,9,1,8
823825,9,4,0
823988,9,3,4
824234,9,0,3
824555,9,10,4
824878,9,6,5
824963,9,7,4
825039,9,2,0
