feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
bullpen_meltdown_risk,7.0957,4.0255,0.18802,0.127766,0.060254,3.070235,4.140351,False,OK,1.722,295,100
pitcher_regression_indicator,-1.2107,-0.3501,0.086572,0.023949,0.062623,-0.860613,1.809204,False,OK,1.151,295,95
lineup_depth_multiplier,0.0002,0.0003,0.149386,0.089386,0.06,-4.1e-05,7.6e-05,False,OK,1.817,300,100
ace_efficiency_factor,0.0762,0.1038,0.124957,0.062828,0.062129,-0.027581,0.032593,False,OK,1.557,295,96
home_elo,1504.7372,1501.0665,0.131362,0.071362,0.06,3.67075,9.601876,False,OK,2.549,300,100
away_elo,1489.9264,1500.3285,0.08693,0.02693,0.06,-10.402046,9.415169,False,OK,1.444,300,100
home_win_pct,0.5013,0.5012,0.173175,0.113175,0.06,0.000117,0.010998,False,OK,0.544,300,100
away_win_pct,0.495,0.5005,0.341063,0.281063,0.06,-0.00553,0.010521,False,OK,1.32,300,100
sp_era_home,3.9888,4.1012,0.105607,0.044486,0.061121,-0.112406,0.240386,False,OK,2.277,296,98
sp_era_away,3.9366,4.0596,0.123764,0.062591,0.061173,-0.123021,0.228734,False,OK,1.159,295,98
sp_k9_home,8.5891,8.661,0.109338,0.048217,0.061121,-0.071905,0.303131,False,OK,1.71,296,98
sp_k9_away,8.8332,8.672,0.120253,0.05908,0.061173,0.161231,0.313459,False,OK,0.62,295,98
sp_xwoba_home,0.3076,0.3113,0.111997,0.050927,0.06107,-0.003652,0.008478,False,OK,1.641,297,98
sp_xwoba_away,0.3042,0.3119,0.057886,0.0,0.061019,-0.007692,0.008347,False,OK,2.168,298,98
lineup_woba_mean_home,0.346,0.3465,0.100302,0.040302,0.06,-0.000509,0.001874,False,OK,1.904,300,100
lineup_woba_mean_away,0.3438,0.3469,0.10426,0.04426,0.06,-0.003086,0.001972,False,OK,1.986,300,100
lineup_woba_top3_home,0.3536,0.3575,0.238736,0.178736,0.06,-0.003928,0.002668,False,OK,1.541,300,100
lineup_woba_top3_away,0.352,0.3553,0.155926,0.095926,0.06,-0.003377,0.003152,False,OK,1.605,300,100
woba_30g_home,0.3021,0.3018,0.109798,0.049798,0.06,0.000351,0.003198,False,OK,0.611,300,100
woba_30g_away,0.2956,0.3032,0.25596,0.19596,0.06,-0.007534,0.003517,True,WARN,1.481,300,100
bullpen_whip_10g_home,1.3225,1.3397,0.058217,0.0,0.06005,-0.017221,0.040238,False,OK,2.099,299,100
bullpen_whip_10g_away,1.3196,1.3414,0.187393,0.12719,0.060203,-0.021866,0.043808,False,OK,1.515,296,100
bullpen_whip_3g_home,1.252,1.3171,0.144448,0.081525,0.062923,-0.065129,0.077731,False,OK,1.532,299,94
bullpen_whip_3g_away,1.3345,1.3892,0.192936,0.129861,0.063075,-0.054725,0.086451,False,OK,2.119,296,94
team_barrel_15g_home,0.0233,0.0222,0.203454,0.143454,0.06,0.001111,0.0015,False,OK,1.875,300,100
team_barrel_15g_away,0.0221,0.022,0.148627,0.088627,0.06,0.000155,0.00136,False,OK,1.28,300,100
team_exitvelo_15g_home,88.0227,87.7374,0.288105,0.228105,0.06,0.28525,0.21945,False,OK,1.652,300,100
team_exitvelo_15g_away,87.5992,87.7885,0.198085,0.138085,0.06,-0.189387,0.222142,False,OK,1.641,300,100
lineup_actual_woba_delta_home,0.0033,0.0028,0.094341,0.0264,0.067941,0.000496,0.001881,False,OK,2.514,300,85
lineup_actual_woba_delta_away,0.0017,0.0038,0.065203,0.0,0.067941,-0.002124,0.002191,False,OK,3.094,300,85
lineup_actual_top3_delta_home,-0.012,-0.0167,0.22303,0.155089,0.067941,0.004645,0.002971,False,OK,2.118,300,85
lineup_actual_top3_delta_away,-0.0164,-0.0161,0.143276,0.075335,0.067941,-0.000276,0.003213,False,OK,1.384,300,85
lineup_rest_count_home,1.9241,1.77,0.086905,0.014943,0.071962,0.154051,0.206472,False,OK,0.064,300,79
lineup_rest_count_away,1.9114,1.8067,0.026276,0.0,0.071962,0.104726,0.214296,False,OK,1.332,300,79
run_margin_diff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,INSUFFICIENT,3.681,0,0
