game_id,game_date,start_time_utc,home_team,away_team,home_record,away_record,home_win_prob_model,away_win_prob_model,edge_home,edge_away,sp_name_home,sp_name_away,sp_era_home,sp_k9_home,sp_era_away,sp_k9_away,venue,model_pick,home_win,home_score,away_score,total_runs,game_state,game_status_detail
20260828_CIN@CHC,2026-08-28,2026-08-28 14:20:00-04:00,CHC,CIN,76-58,63-71,0.6062,0.39380000000000004,0.0,0.0,David Peterson,Rhett Lowder,5.2285714,8.142858,4.6551723,7.634483,Wrigley Field,CHC,,0,0,,pre,Scheduled
20260828_LAD@DET,2026-08-28,2026-08-28 18:40:00-04:00,DET,LAD,62-71,80-53,0.4806,0.5194,0.0,0.0,Drew Anderson,Tarik Skubal,4.21875,10.486608,2.3767605,11.028169,Comerica Park,LAD,,0,0,,pre,Scheduled
20260828_MIA@WSH,2026-08-28,2026-08-28 18:45:00-04:00,WSH,MIA,62-73,68-66,0.4746,0.5254,0.0,0.0,Jackson Kent,Eury Pérez,5.869565,10.565217,3.6160715,10.285714,Nationals Park,MIA,,0,0,,pre,Scheduled
20260828_HOU@NYM,2026-08-28,2026-08-28 19:10:00-04:00,NYM,HOU,60-73,66-67,0.5383,0.4617,0.0,0.0,Christian Scott,Hunter Brown,3.672,11.34,3.457317,10.371951,Citi Field,NYM,,0,0,,pre,Scheduled
20260828_KC@CLE,2026-08-28,2026-08-28 19:10:00-04:00,CLE,KC,68-66,59-75,0.5588,0.44120000000000004,0.0,0.0,Tanner Bibee,Michael Wacha,3.5753424,7.212329,3.5869565,7.304348,Progressive Field,CLE,,0,0,,pre,Scheduled
20260828_SD@TB,2026-08-28,2026-08-28 19:10:00-04:00,TB,SD,79-54,72-62,0.5145,0.48550000000000004,0.0,0.0,Shane McClanahan,Casey Mize,3.1818182,8.545455,2.913669,8.935252,Tropicana Field,TB,,0,0,,pre,Scheduled
20260828_BOS@NYY,2026-08-28,2026-08-28 19:15:00-04:00,NYY,BOS,75-57,73-60,0.5292,0.4708,0.0,0.0,Cam Schlittler,Patrick Sandoval,2.369515,11.34873,3.857143,9.321428,Yankee Stadium,NYY,,0,0,,pre,Scheduled
20260828_COL@ATL,2026-08-28,2026-08-28 19:15:00-04:00,ATL,COL,78-55,52-81,0.6609,0.33909999999999996,0.0,0.0,Grant Holmes,Tomoyuki Sugano,4.038123,7.6803517,4.357595,5.212025,Truist Park,ATL,,0,0,,pre,Scheduled
20260828_SEA@TOR,2026-08-28,2026-08-28 19:15:00-04:00,TOR,SEA,65-69,64-70,0.5637,0.4363,0.0,0.0,Dylan Cease,TBD,2.295,13.5675,,,Rogers Centre,TOR,,0,0,,pre,Scheduled
20260828_TEX@MIL,2026-08-28,2026-08-28 19:40:00-04:00,MIL,TEX,82-51,66-68,0.6586,0.34140000000000004,0.0,0.0,Logan Henderson,Cody Bradford,2.7818182,11.290909,2.3823528,4.7647057,American Family Field,MIL,,0,0,,pre,Scheduled
20260828_CHW@MIN,2026-08-28,2026-08-28 20:10:00-04:00,MIN,CWS,64-70,70-63,0.5298,0.47019999999999995,0.0,0.0,Dean Kremer,Luis Castillo,5.3642383,9.476821,5.36646,8.468945,Target Field,MIN,,0,0,,pre,Scheduled
20260828_PIT@STL,2026-08-28,2026-08-28 20:15:00-04:00,STL,PIT,66-68,65-70,0.5761,0.42390000000000005,0.0,0.0,Quinn Mathews,Jared Jones,3.1153846,10.384615,4.475936,10.395722,Busch Stadium,STL,,0,0,,pre,Scheduled
20260828_PHI@LAA,2026-08-28,2026-08-28 21:38:00-04:00,LAA,PHI,52-82,74-60,0.4852,0.5147999999999999,0.0,0.0,Reid Detmers,Andrew Painter,3.4714286,10.735714,5.468354,7.8607593,Angel Stadium,PHI,,0,0,,pre,Scheduled
20260828_BAL@ATH,2026-08-28,2026-08-28 21:40:00-04:00,ATH,BAL,53-81,65-68,0.4463,0.5537000000000001,0.0,0.0,TBD,Brandon Young,,,3.7636364,7.609091,Sutter Health Park,BAL,,0,0,,pre,Scheduled
20260828_ARI@SF,2026-08-28,2026-08-28 22:15:00-04:00,SF,AZ,54-79,71-63,0.524,0.476,0.0,0.0,Blade Tidwell,Kohl Drake,3.6666667,6.6666665,3.0,6.0,Oracle Park,SF,,0,0,,pre,Scheduled
