feature,current_mean,baseline_mean,psi,psi_adjusted,noise_floor,mean_shift,shift_se,location_shift,status,weight_pct,n_baseline,n_current
is_home,1.0,1.0,0.0,0.0,0.074962,0.0,0.0,False,OK,0.0,250,79
win_pct_diff,0.0089,0.0037,0.339792,0.26483,0.074962,0.005266,0.013601,False,OK,1.898,250,79
elo_diff,18.2374,7.7207,0.202051,0.127089,0.074962,10.516724,15.236829,False,OK,1.552,250,79
rest_days_diff,0.0253,-0.008,0.002634,0.0,0.074962,0.033316,0.05014,False,OK,1.312,250,79
sp_era_diff,0.0949,0.0586,0.069785,0.0,0.07696,0.036286,0.373559,False,OK,2.267,243,77
sp_era_5g_diff,-0.2039,-0.1965,0.197218,0.120409,0.076809,-0.007417,0.50661,False,OK,2.212,245,77
sp_k9_diff,-0.3223,-0.0274,0.102284,0.025324,0.07696,-0.294953,0.496173,False,OK,1.841,243,77
sp_k9_5g_diff,-0.2424,-0.1276,0.0403,0.0,0.076809,-0.114849,0.698739,False,OK,0.578,245,77
sp_fbvelo_diff,0.3615,-0.1608,0.241207,0.163629,0.077578,0.522311,0.581087,False,OK,1.75,245,76
sp_fbpct_diff,0.0106,-0.015,0.115975,0.039166,0.076809,0.025653,0.026417,False,OK,1.572,245,77
sp_whiff_diff,0.0031,-0.001,0.233229,0.15642,0.076809,0.004014,0.00875,False,OK,0.896,245,77
sp_xwoba_diff,0.0036,0.002,0.136036,0.059227,0.076809,0.001617,0.013197,False,OK,2.303,245,77
sp_xwoba_vs_l_diff,0.0021,0.0039,0.081325,0.004365,0.07696,-0.001813,0.013584,False,OK,2.195,243,77
lineup_woba_mean_diff,0.0027,-0.0006,0.178815,0.103853,0.074962,0.003344,0.00304,False,OK,1.448,250,79
lineup_woba_top3_diff,0.0011,0.0018,0.118256,0.043294,0.074962,-0.000714,0.004705,False,OK,0.618,250,79
lineup_woba_std_diff,-0.0002,-0.0003,0.058638,0.0,0.074962,0.000157,0.002017,False,OK,2.1,250,79
woba_30g_diff,0.0071,-0.0015,0.209516,0.134554,0.074962,0.008562,0.005264,False,OK,1.505,250,79
bullpen_whip_diff,-0.0013,0.0079,0.189685,0.114356,0.075329,-0.009194,0.072168,False,OK,2.094,245,79
bullpen_whip_3g_diff,-0.0555,-0.065,0.140104,0.064775,0.075329,0.009513,0.132239,False,OK,1.433,245,79
bullpen_pitches_diff,22.5696,2.304,0.167662,0.0927,0.074962,20.26562,12.836125,False,OK,1.821,250,79
team_barrel_diff,0.0002,0.0007,0.207717,0.132755,0.074962,-0.000523,0.00228,False,OK,1.053,250,79
team_hardhit_diff,0.0194,-0.0028,0.168409,0.093447,0.074962,0.022291,0.009941,True,OK,1.848,250,79
team_exitvelo_diff,0.511,-0.1162,0.115578,0.040616,0.074962,0.627272,0.348716,False,OK,1.489,250,79
lineup_handedness_matchup_advantage,0.0134,0.007,0.24371,0.168748,0.074962,0.006371,0.020017,False,OK,1.401,250,79
travel_fatigue_diff,-0.1519,-0.128,0.000932,0.0,0.074962,-0.023899,0.115349,False,OK,0.043,250,79
closer_availability_diff,0.0253,-0.016,0.002178,0.0,0.074962,0.041316,0.058528,False,OK,0.006,250,79
dome_is_neutral,0.3671,0.3,0.0,0.0,0.074962,0.067089,0.090119,False,OK,0.034,250,79
park_factor_slug_diff,-0.0001,0.0002,0.170598,0.095636,0.074962,-0.000214,0.000156,False,OK,1.297,250,79
wind_advantage_flyball_factor,0.0009,0.0181,0.088503,0.011543,0.07696,-0.017121,0.05415,False,OK,1.19,243,77
air_density_velocity_boost,0.0028,0.0116,0.320305,0.242727,0.077578,-0.008821,0.053792,False,OK,1.527,245,76
bullpen_meltdown_risk,5.5357,4.8794,0.161968,0.086639,0.075329,0.656381,4.674334,False,OK,1.719,245,79
pitcher_regression_indicator,-0.79,-0.5648,0.033859,0.0,0.077578,-0.225186,1.53127,False,OK,1.15,245,76
lineup_depth_multiplier,0.0002,0.0003,0.148655,0.073693,0.074962,-2.9e-05,8.5e-05,False,OK,1.819,250,79
ace_efficiency_factor,0.0745,0.1099,0.136297,0.059488,0.076809,-0.03541,0.037987,False,OK,1.56,245,77
home_elo,1505.8509,1504.6873,0.15334,0.078378,0.074962,1.163567,10.740208,False,OK,2.554,250,79
away_elo,1487.6135,1496.9667,0.190314,0.115352,0.074962,-9.353157,10.846047,False,OK,1.444,250,79
home_win_pct,0.5033,0.5033,0.270904,0.195942,0.074962,2.8e-05,0.012154,False,OK,0.541,250,79
away_win_pct,0.4923,0.4986,0.506965,0.432003,0.074962,-0.006354,0.012084,False,OK,1.318,250,79
sp_era_home,3.9912,4.0771,0.048874,0.0,0.07606,-0.085926,0.268497,False,OK,2.275,245,78
sp_era_away,3.9296,4.0295,0.036658,0.0,0.075837,-0.09982,0.260466,False,OK,1.161,248,78
sp_k9_home,8.5605,8.6654,0.227469,0.151409,0.07606,-0.104904,0.341547,False,OK,1.711,245,78
sp_k9_away,8.8707,8.6655,0.103342,0.027505,0.075837,0.205145,0.354848,False,OK,0.618,248,78
sp_xwoba_home,0.3072,0.312,0.069161,0.0,0.075985,-0.004855,0.00943,False,OK,1.645,246,78
sp_xwoba_away,0.3033,0.3107,0.074146,0.0,0.075765,-0.007399,0.009266,False,OK,2.174,249,78
lineup_woba_mean_home,0.346,0.346,0.154814,0.079852,0.074962,-4.2e-05,0.00207,False,OK,1.907,250,79
lineup_woba_mean_away,0.3433,0.3467,0.144622,0.06966,0.074962,-0.003386,0.002229,False,OK,1.989,250,79
lineup_woba_top3_home,0.353,0.357,0.240443,0.165481,0.074962,-0.004028,0.002967,False,OK,1.544,250,79
lineup_woba_top3_away,0.3518,0.3552,0.156558,0.081596,0.074962,-0.003315,0.003647,False,OK,1.605,250,79
woba_30g_home,0.3022,0.3015,0.238321,0.163359,0.074962,0.000669,0.003432,False,OK,0.612,250,79
woba_30g_away,0.2951,0.303,0.362893,0.287931,0.074962,-0.007893,0.003797,True,ALERT,1.476,250,79
bullpen_whip_10g_home,1.3173,1.3508,0.06181,0.0,0.075034,-0.033496,0.042914,False,OK,2.097,249,79
bullpen_whip_10g_away,1.3186,1.3402,0.164759,0.089504,0.075255,-0.021541,0.050802,False,OK,1.516,246,79
bullpen_whip_3g_home,1.2594,1.3244,0.165579,0.090545,0.075034,-0.064966,0.08495,False,OK,1.535,249,79
bullpen_whip_3g_away,1.3149,1.3891,0.233909,0.158654,0.075255,-0.074248,0.095383,False,OK,2.119,246,79
team_barrel_15g_home,0.0228,0.0221,0.163539,0.088577,0.074962,0.000697,0.00171,False,OK,1.881,250,79
team_barrel_15g_away,0.0226,0.0214,0.169125,0.094163,0.074962,0.00122,0.001483,False,OK,1.285,250,79
team_exitvelo_15g_home,88.0747,87.7263,0.287485,0.212523,0.074962,0.348393,0.244482,False,OK,1.65,250,79
team_exitvelo_15g_away,87.5636,87.8425,0.15323,0.078268,0.074962,-0.278879,0.254971,False,OK,1.639,250,79
lineup_actual_woba_delta_home,0.0033,0.0032,0.033056,0.0,0.088313,0.000126,0.002236,False,OK,2.51,250,64
lineup_actual_woba_delta_away,0.0007,0.0039,0.146344,0.058031,0.088313,-0.003141,0.002535,False,OK,3.089,250,64
lineup_actual_top3_delta_home,-0.0135,-0.0164,0.242624,0.154311,0.088313,0.002953,0.003364,False,OK,2.115,250,64
lineup_actual_top3_delta_away,-0.0187,-0.0157,0.196535,0.108222,0.088313,-0.003019,0.003707,False,OK,1.384,250,64
lineup_rest_count_home,2.0,1.796,0.112032,0.02372,0.088313,0.204,0.224019,False,OK,0.065,250,64
lineup_rest_count_away,1.9219,1.88,0.062091,0.0,0.088313,0.041875,0.238823,False,OK,1.333,250,64
run_margin_diff,0.0609,0.0195,0.171949,0.096987,0.074962,0.041352,0.057675,False,OK,3.68,250,79
