feature,shap_value,signed_effect,perspective_team
win_pct_diff,-0.112925,negative,NYG
ewm_ypp_away,-0.102563,negative,NYG
pace_plays_min_diff,0.086112,positive,NYG
ewm_ypp_diff,-0.062002,negative,NYG
elo_home,-0.054102,negative,NYG
ewm_net_pts_home,0.053462,positive,NYG
altitude_home,-0.031013,negative,NYG
ewm_net_pts_diff,-0.027522,negative,NYG
ewm_net_pts_away,-0.02575,negative,NYG
travel_miles_diff,0.022764,positive,NYG
elo_away,0.019352,positive,NYG
win_pct_away,0.012665,positive,NYG
win_pct_home,-0.012208,negative,NYG
is_dome_home,0.008981,positive,NYG
rest_days_away,0.003393,positive,NYG
rest_days_home,0.002457,positive,NYG
elo_diff,-0.001992,negative,NYG
rest_days_diff,-0.001653,negative,NYG
prime_time,-0.001519,negative,NYG
div_game,0.001357,positive,NYG
ewm_ypp_home,0.001298,positive,NYG
rest_short_diff,-0.000447,negative,NYG
