feature,current_mean,baseline_mean,psi,psi_adjusted,status,weight_pct,n_baseline,n_current
elo_diff,-8.038952299476682,-0.6898639675797833,0.10056918378700959,0.10056918378700959,WARN,22.36,2144,60
win_pct_diff,-0.03125,-0.0008221953567510709,0.1211150439392189,0.1211150439392189,WARN,11.5,2127,60
rest_days_diff,-0.38333333333333336,-0.0611189468735308,1.8514030570150353,1.8514030570150353,ALERT,2.84,2127,60
is_dome_home,0.36666666666666664,0.3076557299096529,0.0,0.0,OK,3.85,2103,60
ewm_net_pts_diff,0.38204934102902044,-0.34208991168892683,0.20064645062664954,0.20064645062664954,WARN,19.99,2127,60
ewm_ypp_diff,-0.11990430053204358,-0.004250242172502491,0.25093866578565155,0.25093866578565155,ALERT,14.54,2096,60
pace_plays_min_diff,0.004585875451550562,-0.0014527385741737505,0.1663039520503082,0.1663039520503082,WARN,6.87,2096,60
rest_short_diff,0.03333333333333333,0.017395392571697227,0.012705316923852437,0.012705316923852437,OK,1.44,2127,60
div_game,0.4666666666666667,0.3605410447761194,0.0,0.0,OK,1.86,2144,60
travel_miles_diff,-838.4367841505967,-934.0675168762449,0.13045417917680074,0.13045417917680074,WARN,8.53,2140,56
altitude_home,727.8392857142857,607.1448598130842,0.09903536083486364,0.09903536083486364,OK,3.62,2140,56
prime_time,0.21666666666666667,0.2103544776119403,0.0,0.0,OK,2.6,2144,60
