feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.109709,positive,CLE
ewm_ypp_away,0.101831,positive,CLE
elo_home,-0.075165,negative,CLE
ewm_ypp_diff,-0.074089,negative,CLE
pace_plays_min_diff,0.061675,positive,CLE
travel_miles_diff,0.057025,positive,CLE
elo_away,0.033745,positive,CLE
ewm_ypp_home,-0.031751,negative,CLE
ewm_net_pts_away,0.015706,positive,CLE
win_pct_away,0.009763,positive,CLE
is_dome_home,0.00728,positive,CLE
altitude_home,-0.005395,negative,CLE
rest_days_away,0.005077,positive,CLE
rest_days_home,0.00489,positive,CLE
win_pct_home,0.004498,positive,CLE
div_game,0.002774,positive,CLE
win_pct_diff,-0.001538,negative,CLE
prime_time,-0.001327,negative,CLE
elo_diff,-0.001166,negative,CLE
rest_days_diff,-0.00077,negative,CLE
rest_short_diff,-0.00062,negative,CLE
ewm_net_pts_home,-0.000489,negative,CLE
