feature,shap_value,signed_effect,perspective_team
ewm_net_pts_home,0.082424,positive,JAX
elo_diff,0.050183,positive,JAX
win_pct_home,0.048975,positive,JAX
ewm_ypp_away,-0.045653,negative,JAX
ewm_ypp_diff,-0.041425,negative,JAX
travel_miles_diff,0.038836,positive,JAX
elo_away,-0.028941,negative,JAX
ewm_net_pts_diff,-0.027753,negative,JAX
pace_plays_min_diff,-0.023906,negative,JAX
ewm_net_pts_away,-0.019764,negative,JAX
win_pct_away,-0.016086,negative,JAX
elo_home,0.010276,positive,JAX
is_dome_home,0.008321,positive,JAX
win_pct_diff,0.008198,positive,JAX
ewm_ypp_home,0.007433,positive,JAX
altitude_home,-0.005089,negative,JAX
rest_days_home,0.003283,positive,JAX
prime_time,-0.002703,negative,JAX
div_game,0.002521,positive,JAX
rest_days_away,0.002384,positive,JAX
rest_days_diff,-0.001034,negative,JAX
rest_short_diff,-0.000418,negative,JAX
