feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.12134,positive,KC
ewm_ypp_home,-0.094638,negative,KC
elo_diff,0.092536,positive,KC
ewm_ypp_diff,-0.069774,negative,KC
ewm_net_pts_home,-0.064286,negative,KC
ewm_ypp_away,0.063511,positive,KC
elo_away,0.061864,positive,KC
travel_miles_diff,0.042933,positive,KC
pace_plays_min_diff,0.039177,positive,KC
elo_home,0.038373,positive,KC
ewm_net_pts_away,-0.029159,negative,KC
altitude_home,0.010731,positive,KC
win_pct_home,-0.009778,negative,KC
is_dome_home,0.009517,positive,KC
rest_days_home,0.003736,positive,KC
rest_days_away,0.003307,positive,KC
win_pct_diff,-0.00297,negative,KC
div_game,0.001992,positive,KC
rest_days_diff,-0.001773,negative,KC
prime_time,-0.001764,negative,KC
rest_short_diff,-0.000406,negative,KC
win_pct_away,0.000205,positive,KC
