feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.143055,positive,NYG
elo_away,0.104695,positive,NYG
pace_plays_min_diff,0.080858,positive,NYG
win_pct_diff,0.080239,positive,NYG
ewm_ypp_away,0.07527,positive,NYG
ewm_ypp_diff,-0.074462,negative,NYG
elo_home,-0.067812,negative,NYG
ewm_net_pts_home,0.065483,positive,NYG
elo_diff,0.038414,positive,NYG
travel_miles_diff,-0.034458,negative,NYG
ewm_net_pts_away,-0.024091,negative,NYG
win_pct_away,-0.019081,negative,NYG
win_pct_home,-0.015256,negative,NYG
ewm_ypp_home,-0.010831,negative,NYG
is_dome_home,0.008701,positive,NYG
altitude_home,-0.006053,negative,NYG
rest_days_home,0.005714,positive,NYG
rest_days_away,0.003963,positive,NYG
rest_days_diff,-0.002666,negative,NYG
prime_time,-0.001161,negative,NYG
div_game,0.000544,positive,NYG
rest_short_diff,-0.000337,negative,NYG
