feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,-0.111516,negative,KC
ewm_ypp_diff,-0.065523,negative,KC
elo_diff,0.051388,positive,KC
pace_plays_min_diff,0.044752,positive,KC
ewm_net_pts_home,-0.036766,negative,KC
ewm_ypp_home,-0.035727,negative,KC
elo_away,-0.03458,negative,KC
win_pct_away,0.024265,positive,KC
travel_miles_diff,0.024227,positive,KC
altitude_home,0.020688,positive,KC
ewm_net_pts_away,-0.019269,negative,KC
rest_days_home,-0.016008,negative,KC
elo_home,0.015162,positive,KC
is_dome_home,0.013518,positive,KC
prime_time,0.009767,positive,KC
ewm_ypp_away,-0.009757,negative,KC
rest_days_away,-0.004359,negative,KC
div_game,0.003623,positive,KC
rest_days_diff,-0.003261,negative,KC
win_pct_home,0.002765,positive,KC
win_pct_diff,0.001187,positive,KC
rest_short_diff,-0.000193,negative,KC
