feature,current_mean,baseline_mean,psi,psi_adjusted,status,weight_pct,n_baseline,n_current
elo_diff,12.493258162673582,-0.9670586594030293,0.24359257886907926,0.24359257886907926,WARN,21.99,2671,60
win_pct_diff,0.028472222222222218,-0.002327172973610967,0.0990854604634199,0.0990854604634199,OK,10.76,2653,60
rest_days_diff,-0.25,-0.03769317753486619,0.1688600755674243,0.1688600755674243,WARN,2.82,2653,60
is_dome_home,0.35,0.29508196721311475,0.0,0.0,OK,2.15,2623,60
ewm_net_pts_diff,1.377641140569625,-0.480469258997867,0.24478620740680068,0.24478620740680068,WARN,17.18,2653,60
ewm_ypp_diff,-0.05798802515500977,-0.013544785580915956,0.2292748078592601,0.2292748078592601,WARN,14.14,2577,60
pace_plays_min_diff,0.01222969320996509,-0.0022962862181633895,0.21395047895599784,0.21395047895599784,WARN,0.58,2577,60
rest_short_diff,0.08333333333333333,0.019223520542781758,0.04884841324128323,0.04884841324128323,OK,0.01,2653,60
div_game,0.48333333333333334,0.3631598652190191,0.0,0.0,OK,0.01,2671,60
travel_miles_diff,-855.4587602419692,-936.2804594913295,0.09549408572562319,0.09549408572562319,OK,3.77,2610,55
altitude_home,708.709090909091,602.5131830340084,0.08601633964171536,0.08601633964171536,OK,0.66,2617,55
prime_time,0.2,0.2085361287907151,0.0,0.0,OK,1.6,2671,60
is_turf_home,0.4666666666666667,0.42900647125999236,0.0,0.0,OK,0.06,2627,60
temp_f,57.620000000000005,55.198361522198724,1.5163292396719554,1.5163292396719554,ALERT,0.58,1892,40
wind_mph,16.5925,19.725475687103597,0.3466659060619899,0.3466659060619899,ALERT,0.55,1892,40
is_precip,0.32142857142857145,0.23076923076923078,0.0,0.0,OK,0.06,1495,28
is_snow,0.03571428571428571,0.0274247491638796,0.0,0.0,OK,0.0,1495,28
inj_qb_out_diff,-0.03333333333333333,-0.002627627627627628,0.008205589316682839,0.008205589316682839,OK,5.72,2664,60
inj_tackle_out_diff,-0.08333333333333333,-0.019894894894894894,0.04204190976307245,0.04204190976307245,OK,0.07,2664,60
inj_edge_out_diff,0.1,-0.024399399399399398,0.17684436895738403,0.17684436895738403,WARN,0.0,2664,60
inj_starters_out_diff,-0.13333333333333333,-0.17980480480480482,0.016478552842775503,0.016478552842775503,OK,6.21,2664,60
pbp_air_yards_att_ewm_diff,-0.24526473627978243,-0.011691481576962417,1.342085342715072,1.342085342715072,ALERT,5.27,2577,60
pbp_air_yards_att_ewm_home,7.514400793316666,7.968756568928659,0.39674867516498735,0.39674867516498735,ALERT,0.71,2615,60
pbp_air_yards_att_ewm_away,7.75966552959645,7.975142149439973,0.16388535500799642,0.16388535500799642,WARN,0.76,2615,60
elo_home,1506.9140869032803,1503.1023547673187,0.38997748943208155,0.38997748943208155,ALERT,0.62,2671,60
elo_away,1494.4208287406068,1504.069413426722,0.17506538316754766,0.17506538316754766,WARN,0.3,2671,60
win_pct_home,0.5104166666666667,0.49917186391762663,0.10209344552256248,0.10209344552256248,WARN,0.23,2655,60
win_pct_away,0.48194444444444445,0.5016240565147463,0.12674359169828717,0.12674359169828717,WARN,0.34,2653,60
ewm_net_pts_home,0.7388180184254372,-0.23761835477435586,0.16112319243052659,0.16112319243052659,WARN,0.5,2655,60
ewm_net_pts_away,-0.6388231221441881,0.25090263152277,1.2813316122331049,1.2813316122331049,ALERT,0.63,2653,60
ewm_ypp_home,4.105647956363815,4.193821451112559,0.1502714812422736,0.1502714812422736,WARN,0.58,2615,60
ewm_ypp_away,4.163635981518825,4.20830175549343,0.07064408924097187,0.07064408924097187,OK,0.95,2615,60
rest_days_home,72.4,22.04331450094162,0.24048569983077275,0.24048569983077275,WARN,0.08,2655,60
rest_days_away,72.65,21.90463626083679,0.28244103849913194,0.28244103849913194,ALERT,0.12,2653,60
is_home,1.0,1.0,,,OK,0.0,2671,60
