feature,shap_value,signed_effect,perspective_team
ewm_ypp_diff,0.199375,positive,BAL
elo_diff,0.14492,positive,BAL
ewm_net_pts_diff,0.144273,positive,BAL
ewm_ypp_away,0.113837,positive,BAL
ewm_net_pts_home,0.064565,positive,BAL
ewm_net_pts_away,0.034132,positive,BAL
ewm_ypp_home,-0.027191,negative,BAL
pace_plays_min_diff,0.025978,positive,BAL
travel_miles_diff,-0.024489,negative,BAL
win_pct_diff,-0.016137,negative,BAL
altitude_home,-0.014226,negative,BAL
elo_home,0.012395,positive,BAL
rest_days_away,0.010582,positive,BAL
elo_away,0.009982,positive,BAL
is_dome_home,0.008557,positive,BAL
win_pct_home,0.006044,positive,BAL
win_pct_away,0.003633,positive,BAL
div_game,-0.003597,negative,BAL
rest_days_home,0.00288,positive,BAL
prime_time,-0.001511,negative,BAL
rest_short_diff,-0.000596,negative,BAL
rest_days_diff,-0.000167,negative,BAL
