feature,shap_value,signed_effect,perspective_team
elo_diff,-0.162413,negative,NYJ
ewm_net_pts_home,-0.128971,negative,NYJ
ewm_net_pts_diff,-0.096763,negative,NYJ
ewm_ypp_away,0.093737,positive,NYJ
ewm_ypp_diff,-0.06331,negative,NYJ
ewm_ypp_home,-0.051976,negative,NYJ
pace_plays_min_diff,0.045227,positive,NYJ
elo_away,-0.042311,negative,NYJ
elo_home,-0.021159,negative,NYJ
win_pct_diff,-0.017827,negative,NYJ
altitude_home,-0.01494,negative,NYJ
is_dome_home,0.013033,positive,NYJ
win_pct_away,0.010362,positive,NYJ
rest_days_home,0.006783,positive,NYJ
win_pct_home,0.00579,positive,NYJ
travel_miles_diff,-0.005683,negative,NYJ
rest_days_away,0.00481,positive,NYJ
prime_time,-0.003906,negative,NYJ
ewm_net_pts_away,0.002885,positive,NYJ
div_game,0.002053,positive,NYJ
rest_days_diff,0.000582,positive,NYJ
rest_short_diff,-0.000492,negative,NYJ
