feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.190845,positive,BUF
elo_diff,0.137858,positive,BUF
ewm_net_pts_home,0.0743,positive,BUF
ewm_ypp_away,0.064676,positive,BUF
ewm_ypp_diff,0.057657,positive,BUF
ewm_net_pts_away,0.046011,positive,BUF
travel_miles_diff,0.041306,positive,BUF
elo_away,0.039273,positive,BUF
elo_home,0.033274,positive,BUF
ewm_ypp_home,0.028243,positive,BUF
pace_plays_min_diff,0.019494,positive,BUF
win_pct_home,0.012605,positive,BUF
is_dome_home,0.012166,positive,BUF
altitude_home,-0.011541,negative,BUF
rest_days_away,0.010277,positive,BUF
win_pct_away,0.008408,positive,BUF
rest_days_home,0.005179,positive,BUF
div_game,-0.004944,negative,BUF
win_pct_diff,0.002819,positive,BUF
prime_time,-0.001788,negative,BUF
rest_short_diff,-0.000295,negative,BUF
rest_days_diff,0.000222,positive,BUF
