feature,shap_value,signed_effect,perspective_team
elo_diff,-0.166847,negative,ATL
ewm_ypp_away,-0.096453,negative,ATL
elo_home,-0.072327,negative,ATL
pace_plays_min_diff,0.061861,positive,ATL
elo_away,-0.048701,negative,ATL
ewm_ypp_diff,-0.043162,negative,ATL
ewm_net_pts_diff,-0.018948,negative,ATL
travel_miles_diff,0.017215,positive,ATL
ewm_ypp_home,0.015252,positive,ATL
win_pct_away,0.01493,positive,ATL
ewm_net_pts_away,0.014881,positive,ATL
altitude_home,0.012748,positive,ATL
win_pct_home,0.011996,positive,ATL
win_pct_diff,-0.010113,negative,ATL
rest_days_away,-0.003626,negative,ATL
prime_time,-0.003388,negative,ATL
is_dome_home,-0.003301,negative,ATL
ewm_net_pts_home,0.003238,positive,ATL
rest_days_home,0.002987,positive,ATL
rest_days_diff,0.001202,positive,ATL
div_game,0.00111,positive,ATL
rest_short_diff,-0.000703,negative,ATL
