feature,shap_value,signed_effect,perspective_team
elo_diff,-0.139184,negative,ARI
ewm_net_pts_home,-0.104125,negative,ARI
ewm_net_pts_diff,-0.096388,negative,ARI
ewm_ypp_away,-0.078184,negative,ARI
win_pct_diff,-0.0719,negative,ARI
pace_plays_min_diff,0.043862,positive,ARI
elo_away,-0.042539,negative,ARI
ewm_ypp_diff,-0.038953,negative,ARI
win_pct_home,-0.021506,negative,ARI
travel_miles_diff,-0.015633,negative,ARI
ewm_ypp_home,-0.013683,negative,ARI
elo_home,0.009274,positive,ARI
altitude_home,-0.006814,negative,ARI
is_dome_home,-0.00657,negative,ARI
rest_days_home,0.004717,positive,ARI
rest_days_away,0.00344,positive,ARI
ewm_net_pts_away,0.0025,positive,ARI
prime_time,-0.002347,negative,ARI
rest_days_diff,-0.001555,negative,ARI
win_pct_away,0.001534,positive,ARI
div_game,0.000969,positive,ARI
rest_short_diff,-0.000173,negative,ARI
