feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.168286,positive,LAC
ewm_ypp_away,0.075447,positive,LAC
ewm_ypp_home,-0.074046,negative,LAC
elo_away,0.067386,positive,LAC
ewm_ypp_diff,0.066955,positive,LAC
elo_home,0.039711,positive,LAC
elo_diff,0.034461,positive,LAC
travel_miles_diff,-0.032511,negative,LAC
pace_plays_min_diff,0.031289,positive,LAC
is_dome_home,-0.019648,negative,LAC
ewm_net_pts_home,-0.016198,negative,LAC
win_pct_diff,0.008828,positive,LAC
altitude_home,0.008661,positive,LAC
ewm_net_pts_away,-0.00713,negative,LAC
rest_short_diff,0.006566,positive,LAC
rest_days_diff,0.006534,positive,LAC
win_pct_away,-0.005339,negative,LAC
rest_days_away,0.004535,positive,LAC
rest_days_home,0.002963,positive,LAC
prime_time,-0.002247,negative,LAC
div_game,0.002062,positive,LAC
win_pct_home,0.001279,positive,LAC
