feature,shap_value,signed_effect,perspective_team
elo_diff,0.129156,positive,PHI
ewm_net_pts_diff,0.11424,positive,PHI
win_pct_diff,0.094705,positive,PHI
ewm_ypp_diff,-0.04908,negative,PHI
rest_days_away,-0.046004,negative,PHI
ewm_ypp_home,-0.043688,negative,PHI
elo_home,0.035383,positive,PHI
ewm_ypp_away,0.033704,positive,PHI
travel_miles_diff,0.032283,positive,PHI
altitude_home,-0.031023,negative,PHI
elo_away,0.023347,positive,PHI
win_pct_away,0.019209,positive,PHI
ewm_net_pts_away,0.01541,positive,PHI
rest_days_home,-0.0138,negative,PHI
pace_plays_min_diff,-0.009011,negative,PHI
ewm_net_pts_home,-0.00796,negative,PHI
win_pct_home,0.005857,positive,PHI
is_dome_home,0.004028,positive,PHI
div_game,-0.002716,negative,PHI
rest_days_diff,-0.000736,negative,PHI
prime_time,-0.000704,negative,PHI
rest_short_diff,-0.000586,negative,PHI
