feature,window,n_games,n_nonnull,pct_nonnull,n_measured,pct_measured,n_default_zero,status
elo_diff,current,11,11,100.0,11,100.0,0,OK
win_pct_diff,current,11,11,100.0,11,100.0,0,OK
rest_days_diff,current,11,11,100.0,11,100.0,0,OK
is_dome_home,current,11,11,100.0,11,100.0,0,OK
ewm_net_pts_diff,current,11,11,100.0,11,100.0,0,OK
ewm_ypp_diff,current,11,11,100.0,11,100.0,0,OK
pace_plays_min_diff,current,11,11,100.0,11,100.0,0,OK
rest_short_diff,current,11,11,100.0,11,100.0,0,OK
div_game,current,11,11,100.0,11,100.0,0,OK
travel_miles_diff,current,11,11,100.0,11,100.0,0,OK
altitude_home,current,11,11,100.0,11,100.0,0,OK
prime_time,current,11,11,100.0,11,100.0,0,OK
elo_diff,baseline,250,250,100.0,250,100.0,0,OK
win_pct_diff,baseline,250,250,100.0,250,100.0,0,OK
rest_days_diff,baseline,250,250,100.0,250,100.0,0,OK
is_dome_home,baseline,250,250,100.0,250,100.0,0,OK
ewm_net_pts_diff,baseline,250,250,100.0,250,100.0,0,OK
ewm_ypp_diff,baseline,250,250,100.0,250,100.0,0,OK
pace_plays_min_diff,baseline,250,250,100.0,250,100.0,0,OK
rest_short_diff,baseline,250,250,100.0,250,100.0,0,OK
div_game,baseline,250,250,100.0,250,100.0,0,OK
travel_miles_diff,baseline,250,250,100.0,250,100.0,0,OK
altitude_home,baseline,250,250,100.0,250,100.0,0,OK
prime_time,baseline,250,250,100.0,250,100.0,0,OK
