feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.166954,positive,DEN
ewm_ypp_away,0.078954,positive,DEN
ewm_net_pts_home,0.069341,positive,DEN
elo_away,0.066237,positive,DEN
ewm_ypp_diff,0.05096,positive,DEN
rest_days_diff,0.050239,positive,DEN
elo_home,0.037781,positive,DEN
elo_diff,0.036985,positive,DEN
ewm_ypp_home,-0.02168,negative,DEN
pace_plays_min_diff,0.021573,positive,DEN
ewm_net_pts_away,0.019925,positive,DEN
is_dome_home,0.012608,positive,DEN
rest_days_away,0.010438,positive,DEN
rest_days_home,-0.007359,negative,DEN
win_pct_home,0.006602,positive,DEN
travel_miles_diff,0.004698,positive,DEN
div_game,-0.004631,negative,DEN
altitude_home,-0.003537,negative,DEN
win_pct_diff,-0.001759,negative,DEN
win_pct_away,0.001302,positive,DEN
prime_time,-0.000965,negative,DEN
rest_short_diff,-0.000265,negative,DEN
