feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.184407,positive,NE
ewm_ypp_diff,0.174246,positive,NE
win_pct_diff,0.112537,positive,NE
ewm_net_pts_home,0.104435,positive,NE
ewm_ypp_away,0.072764,positive,NE
ewm_ypp_home,0.072181,positive,NE
ewm_net_pts_away,0.059751,positive,NE
elo_away,-0.053674,negative,NE
pace_plays_min_diff,0.041881,positive,NE
travel_miles_diff,-0.035473,negative,NE
rest_days_away,-0.023193,negative,NE
elo_home,0.017013,positive,NE
win_pct_away,0.015109,positive,NE
win_pct_home,0.011797,positive,NE
is_dome_home,0.00975,positive,NE
elo_diff,-0.007427,negative,NE
rest_days_home,0.007163,positive,NE
rest_days_diff,-0.006452,negative,NE
prime_time,-0.003755,negative,NE
div_game,0.002589,positive,NE
altitude_home,0.001102,positive,NE
rest_short_diff,-4.9e-05,negative,NE
