kind,game_id,gameday,season,week,home_team,away_team,stadium,gametime,home_record,away_record,p_home_win,p_away_win,p_tie,derived_ml,mu_h,mu_a,mu_margin,mu_total,fair_spread,fair_total,spread_line,total_line,has_offer,p_cover_offered,p_push_offered,p_over_offered,p_under_offered,p_push_total_offered,p_home_cover_minus_half,p_home_cover_plus_half,p_away_cover_minus_half,p_away_cover_plus_half,p_home_cover_m14,p_push_m14,p_home_cover_m13,p_push_m13,p_home_cover_m12,p_push_m12,p_home_cover_m11,p_push_m11,p_home_cover_m10,p_push_m10,p_home_cover_m9,p_push_m9,p_home_cover_m8,p_push_m8,p_home_cover_m7,p_push_m7,p_home_cover_m6,p_push_m6,p_home_cover_m5,p_push_m5,p_home_cover_m4,p_push_m4,p_home_cover_m3,p_push_m3,p_home_cover_m2,p_push_m2,p_home_cover_m1,p_push_m1,p_home_cover_0,p_push_0,p_home_cover_1,p_push_1,p_home_cover_2,p_push_2,p_home_cover_3,p_push_3,p_home_cover_4,p_push_4,p_home_cover_5,p_push_5,p_home_cover_6,p_push_6,p_home_cover_7,p_push_7,p_home_cover_8,p_push_8,p_home_cover_9,p_push_9,p_home_cover_10,p_push_10,p_home_cover_11,p_push_11,p_home_cover_12,p_push_12,p_home_cover_13,p_push_13,p_home_cover_14,p_push_14,p_over_24,p_under_24,p_push_24,p_over_25,p_under_25,p_push_25,p_over_26,p_under_26,p_push_26,p_over_27,p_under_27,p_push_27,p_over_28,p_under_28,p_push_28,p_over_29,p_under_29,p_push_29,p_over_30,p_under_30,p_push_30,p_over_31,p_under_31,p_push_31,p_over_32,p_under_32,p_push_32,p_over_33,p_under_33,p_push_33,p_over_34,p_under_34,p_push_34,p_over_35,p_under_35,p_push_35,p_over_36,p_under_36,p_push_36,p_over_37,p_under_37,p_push_37,p_over_38,p_under_38,p_push_38,p_over_39,p_under_39,p_push_39,p_over_40,p_under_40,p_push_40,p_over_41,p_under_41,p_push_41,p_over_42,p_under_42,p_push_42,p_over_43,p_under_43,p_push_43,p_over_44,p_under_44,p_push_44,p_over_45,p_under_45,p_push_45,p_over_46,p_under_46,p_push_46,p_over_47,p_under_47,p_push_47,p_over_48,p_under_48,p_push_48,p_over_49,p_under_49,p_push_49,p_over_50,p_under_50,p_push_50,p_over_51,p_under_51,p_push_51,p_over_52,p_under_52,p_push_52,p_over_53,p_under_53,p_push_53,p_over_54,p_under_54,p_push_54,p_over_55,p_under_55,p_push_55,p_over_56,p_under_56,p_push_56,p_over_57,p_under_57,p_push_57,p_over_58,p_under_58,p_push_58,p_over_59,p_under_59,p_push_59,p_over_60,p_under_60,p_push_60,p_over_61,p_under_61,p_push_61,p_over_62,p_under_62,p_push_62,p_over_63,p_under_63,p_push_63,p_over_64,p_under_64,p_push_64,p_over_65,p_under_65,p_push_65,p_over_66,p_under_66,p_push_66,p_home_win_derived,p_away_win_derived,derived_ml_shrunk,fair_spread_shrunk,fair_total_shrunk,p_cover_shrunk,p_over_shrunk,shrink_applied,treatment_mode,home_score,away_score,total,margin,p_over_fair,p_cover_fair,y_over_fair,y_under_fair,y_push_fair,y_cover_fair,y_push_spread_fair,y_over_offered,y_under_offered,y_push_total_offered,y_cover_offered,y_push_spread_offered,y_home_win,decided,frame_view,pred_home,pred_away
oof,2021_14_SF_CIN,2021-12-12,2021,14,CIN,SF,,,,,0.47462395,0.52262605,0.00275,0.47593276,23.1639,23.9564,-0.7925,47.1203,-1,47,-2.5,49.0,1,0.539889,,0.428045,0.541172,0.030783,0.539889,0.508698,0.460111,0.491302,0.829968,0.018841,0.809685,0.020284,0.787974,0.021711,0.764868,0.023106,0.74042,0.024448,0.714699,0.025721,0.687796,0.026903,0.659819,0.027978,0.630892,0.028927,0.601156,0.029735,0.570767,0.030389,0.539889,0.030877,0.508698,0.031191,0.477374,0.031324,0.474624,0.00275,0.443579,0.031045,0.41294,0.030639,0.382878,0.030061,0.353555,0.029323,0.325119,0.028436,0.297702,0.027416,0.271423,0.026279,0.246381,0.025042,0.222655,0.023726,0.200307,0.022348,0.179378,0.020929,0.159892,0.019486,0.141854,0.018038,0.125253,0.016601,0.958015,0.035586,0.0064,0.950312,0.041985,0.007703,0.942062,0.049688,0.008249,0.932252,0.057938,0.00981,0.921874,0.067748,0.010378,0.909674,0.078126,0.0122,0.89692,0.090326,0.012754,0.882095,0.10308,0.014825,0.866778,0.117905,0.015317,0.849169,0.133222,0.017608,0.831187,0.150831,0.017983,0.810741,0.168813,0.020445,0.790101,0.189259,0.020641,0.766891,0.209899,0.023209,0.743729,0.233109,0.023162,0.717973,0.256271,0.025757,0.692564,0.282027,0.025409,0.664623,0.307436,0.027941,0.637375,0.335377,0.027248,0.607747,0.362625,0.029628,0.579187,0.392253,0.028561,0.548481,0.420813,0.030705,0.519222,0.451519,0.029259,0.488123,0.480778,0.0311,0.458828,0.511877,0.029295,0.428045,0.541172,0.030783,0.39938,0.571955,0.028665,0.369604,0.60062,0.029776,0.342193,0.630396,0.027411,0.314047,0.657807,0.028147,0.288431,0.685953,0.025616,0.26243,0.711569,0.026001,0.239035,0.73757,0.023395,0.215561,0.760965,0.023474,0.194679,0.784439,0.020882,0.173967,0.805321,0.020712,0.15575,0.826033,0.018217,0.137889,0.84425,0.017862,0.122355,0.862111,0.015533,0.107299,0.877645,0.015056,0.094353,0.892701,0.012947,0.081947,0.905647,0.012405,0.071399,0.918053,0.010548,0.475933,0.524067,0.45364515,-2,48,0.517742,0.453998,0,"own-line (no known-vintage feed); shrink computed + flagged, never silently applied",23.0,26.0,49.0,-3.0,0.488123,0.477374,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,pooled,23.1639,23.9564
oof,2021_14_DAL_WAS,2021-12-12,2021,14,WAS,DAL,,,,,0.39253297,0.60471703,0.00275,0.39361541,20.2452,23.788,-3.5428,44.0332,-4,44,-6.5,48.0,1,0.581447,,0.368117,0.603812,0.028072,0.581447,0.550745,0.418553,0.449255,0.773262,0.022703,0.74921,0.024052,0.723873,0.025337,0.697335,0.026538,0.669697,0.027638,0.641077,0.028619,0.611611,0.029466,0.581447,0.030164,0.550745,0.030702,0.519675,0.03107,0.488413,0.031261,0.457141,0.031273,0.426038,0.031103,0.395283,0.030755,0.392533,0.00275,0.362983,0.02955,0.334264,0.028718,0.306517,0.027747,0.279863,0.026653,0.25441,0.025453,0.230245,0.024166,0.207435,0.02281,0.18603,0.021405,0.16606,0.01997,0.147536,0.018523,0.130455,0.017081,0.114795,0.01566,0.100521,0.014274,0.087587,0.012935,0.933056,0.057503,0.009441,0.921926,0.066944,0.011131,0.910181,0.078074,0.011745,0.896502,0.089819,0.013679,0.882247,0.103498,0.014255,0.865836,0.117753,0.016411,0.848941,0.134164,0.016895,0.829706,0.151059,0.019235,0.810138,0.170294,0.019568,0.788104,0.189862,0.022034,0.765949,0.211896,0.022155,0.741273,0.234051,0.024676,0.716749,0.258727,0.024524,0.68973,0.283251,0.027019,0.663188,0.31027,0.026543,0.634264,0.336812,0.028924,0.606177,0.365736,0.028087,0.575905,0.393823,0.030271,0.546847,0.424095,0.029058,0.515876,0.453153,0.030971,0.486489,0.484124,0.029387,0.455516,0.513511,0.030973,0.426464,0.544484,0.029052,0.396188,0.573536,0.030276,0.368117,0.603812,0.028072,0.339192,0.631883,0.028925,0.312681,0.660808,0.026511,0.285673,0.687319,0.027008,0.261202,0.714327,0.024471,0.236555,0.738798,0.024646,0.214479,0.763445,0.022076,0.192497,0.785521,0.021982,0.173032,0.807503,0.019465,0.15387,0.826968,0.019162,0.137095,0.84613,0.016775,0.120768,0.862905,0.016326,0.106637,0.879232,0.014131,0.093041,0.893363,0.013597,0.081405,0.906959,0.011635,0.070337,0.918595,0.011069,0.060971,0.929663,0.009365,0.052163,0.939029,0.008808,0.044794,0.947837,0.007369,0.393615,0.606385,0.34749989,-5,46,0.533864,0.433384,0,"own-line (no known-vintage feed); shrink computed + flagged, never silently applied",20.0,27.0,47.0,-7.0,0.486489,0.488413,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,pooled,20.2452,23.788
oof,2021_14_DET_DEN,2021-12-12,2021,14,DEN,DET,,,,,0.6110436,0.3862064,0.00275,0.6127286,20.5861,16.8248,3.7613,37.4109,4,37,13.0,42.0,1,0.230224,0.024467,0.350383,0.621943,0.027674,0.254691,0.230224,0.745309,0.769776,0.903698,0.012774,0.889585,0.014113,0.874089,0.015496,0.857175,0.016914,0.838822,0.018352,0.819026,0.019796,0.797798,0.021229,0.775165,0.022633,0.751175,0.02399,0.725893,0.025282,0.699403,0.02649,0.671808,0.027595,0.643226,0.028582,0.613794,0.029433,0.611044,0.00275,0.58034,0.030703,0.549241,0.031099,0.517923,0.031318,0.486566,0.031358,0.455349,0.031217,0.424451,0.030898,0.394045,0.030407,0.364293,0.029752,0.335349,0.028944,0.307354,0.027996,0.280431,0.026922,0.254691,0.02574,0.230224,0.024467,0.207104,0.02312,0.84043,0.14161,0.01796,0.820036,0.15957,0.020394,0.79939,0.179964,0.020646,0.776218,0.20061,0.023172,0.753035,0.223782,0.023183,0.727311,0.246965,0.025724,0.701871,0.272689,0.025439,0.673957,0.298129,0.027914,0.646666,0.326043,0.027291,0.617053,0.353334,0.029613,0.588427,0.382947,0.028626,0.55771,0.411573,0.030717,0.52835,0.44229,0.02936,0.497199,0.47165,0.031151,0.467756,0.502801,0.029443,0.436868,0.532244,0.030888,0.407999,0.563132,0.028869,0.378057,0.592001,0.029942,0.350383,0.621943,0.027674,0.322008,0.649617,0.028375,0.296073,0.677992,0.025935,0.269786,0.703927,0.026287,0.246026,0.730214,0.02376,0.222221,0.753974,0.023805,0.200941,0.777779,0.021279,0.179868,0.799059,0.021074,0.161238,0.820132,0.01863,0.143001,0.838762,0.018237,0.127056,0.856999,0.015945,0.111629,0.872944,0.015427,0.098288,0.888371,0.013341,0.085529,0.901712,0.012759,0.074618,0.914471,0.010912,0.064302,0.925382,0.010315,0.055577,0.935698,0.008726,0.047423,0.944423,0.008153,0.040602,0.952577,0.006822,0.034301,0.959398,0.006301,0.029087,0.965699,0.005214,0.024326,0.970913,0.004761,0.020429,0.975674,0.003897,0.016912,0.979571,0.003517,0.014065,0.983088,0.002847,0.612729,0.387271,0.79082474,11,40,0.411949,0.427779,0,"own-line (no known-vintage feed); shrink computed + flagged, never silently applied",38.0,10.0,48.0,28.0,0.497199,0.486566,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,pooled,20.5861,16.8248
oof,2021_14_JAX_TEN,2021-12-12,2021,14,TEN,JAX,,,,,0.76247451,0.23477549,0.00275,0.76457709,28.7189,19.2684,9.4505,47.9873,10,48,8.5,44.5,1,0.533087,,0.604113,0.395887,,0.533087,0.502129,0.466913,0.497871,0.957424,0.006522,0.949983,0.00744,0.941545,0.008439,0.93203,0.009515,0.921363,0.010666,0.909476,0.011887,0.896305,0.013171,0.881796,0.014509,0.865906,0.01589,0.848606,0.0173,0.829879,0.018727,0.809725,0.020154,0.788162,0.021563,0.765225,0.022937,0.762475,0.00275,0.736966,0.025508,0.7103,0.026667,0.682583,0.027717,0.653941,0.028642,0.624514,0.029428,0.594452,0.030061,0.56392,0.030532,0.533087,0.030833,0.502129,0.030959,0.471221,0.030907,0.440541,0.030681,0.410258,0.030282,0.380539,0.02972,0.351537,0.029002,0.963993,0.030286,0.005722,0.957123,0.036007,0.00687,0.949643,0.042877,0.007479,0.940783,0.050357,0.00886,0.931256,0.059217,0.009528,0.920113,0.068744,0.011143,0.908274,0.079887,0.011839,0.894597,0.091726,0.013677,0.880237,0.105403,0.01436,0.863845,0.119763,0.016392,0.846831,0.136155,0.017013,0.827638,0.153169,0.019193,0.807944,0.172362,0.019694,0.785982,0.192056,0.021962,0.7637,0.214018,0.022282,0.739136,0.2363,0.024563,0.714493,0.260864,0.024644,0.687636,0.285507,0.026857,0.66099,0.312364,0.026646,0.632282,0.33901,0.028708,0.604113,0.367718,0.028169,0.574109,0.395887,0.030003,0.544993,0.425891,0.029116,0.514336,0.455007,0.030657,0.48491,0.485664,0.029426,0.454283,0.51509,0.030628,0.425207,0.545717,0.029076,0.395291,0.574793,0.029916,0.367201,0.604709,0.02809,0.338633,0.632799,0.028568,0.3121,0.661367,0.026533,0.285427,0.6879,0.026672,0.260924,0.714573,0.024503,0.236577,0.739076,0.024347,0.214454,0.763423,0.022124,0.192727,0.785546,0.021727,0.173198,0.807273,0.019529,0.154242,0.826802,0.018956,0.137388,0.845758,0.016854,0.121219,0.862612,0.016169,0.106999,0.878781,0.01422,0.093516,0.893001,0.013483,0.081787,0.906484,0.011729,0.764577,0.235423,0.75954715,9,45,0.526614,0.526084,0,"own-line (no known-vintage feed); shrink computed + flagged, never silently applied",20.0,0.0,20.0,20.0,0.48491,0.471221,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,pooled,28.7189,19.2684
oof,2021_14_NO_NYJ,2021-12-12,2021,14,NYJ,NO,,,,,0.23998126,0.75726874,0.00275,0.24064303,17.526,26.7567,-9.2307,44.2827,-9,44,-4.5,42.0,1,0.352268,,0.554553,0.416332,0.029115,0.352268,0.323407,0.647732,0.676593,0.626544,0.028999,0.596813,0.029731,0.566502,0.030311,0.535774,0.030728,0.504797,0.030976,0.473746,0.031051,0.442796,0.03095,0.412121,0.030675,0.381891,0.03023,0.352268,0.029622,0.323407,0.028861,0.295448,0.027959,0.268519,0.026929,0.242731,0.025788,0.239981,0.00275,0.216742,0.023239,0.194867,0.021875,0.174397,0.02047,0.155351,0.019045,0.137735,0.017616,0.121536,0.016199,0.106726,0.01481,0.093265,0.013461,0.081102,0.012164,0.070174,0.010927,0.060415,0.009759,0.05175,0.008665,0.0441,0.007649,0.037388,0.006713,0.937546,0.053223,0.009231,0.926747,0.062454,0.010799,0.915165,0.073253,0.011582,0.9018,0.084835,0.013365,0.88766,0.0982,0.01414,0.871551,0.11234,0.016109,0.85473,0.128449,0.016822,0.835795,0.14527,0.018934,0.816271,0.164205,0.019524,0.794545,0.183729,0.021726,0.772415,0.205455,0.02213,0.748062,0.227585,0.024354,0.723549,0.251938,0.024512,0.696865,0.276451,0.026684,0.670321,0.303135,0.026544,0.641732,0.329679,0.028589,0.613621,0.358268,0.02811,0.583668,0.386379,0.029954,0.554553,0.416332,0.029115,0.523859,0.445447,0.030694,0.494367,0.476141,0.029493,0.463607,0.505633,0.03076,0.434389,0.536393,0.029218,0.404244,0.565611,0.030145,0.375937,0.595756,0.028307,0.347049,0.624063,0.028888,0.320233,0.652951,0.026816,0.293165,0.679767,0.027067,0.268327,0.706835,0.024839,0.243531,0.731673,0.024796,0.221038,0.756469,0.022493,0.198832,0.778962,0.022206,0.178918,0.801168,0.019913,0.159478,0.821082,0.019441,0.142244,0.840522,0.017234,0.125606,0.857756,0.016638,0.111026,0.874394,0.01458,0.097107,0.888974,0.013919,0.08505,0.902893,0.012058,0.073668,0.91495,0.011382,0.063921,0.926332,0.009747,0.054822,0.936079,0.009098,0.04712,0.945178,0.007702,0.240643,0.759357,0.33731958,-6,42,0.460746,0.498733,0,"own-line (no known-vintage feed); shrink computed + flagged, never silently applied",9.0,30.0,39.0,-21.0,0.494367,0.473746,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,pooled,17.526,26.7567
oof,2021_14_LV_KC,2021-12-12,2021,14,KC,LV,,,,,0.64665288,0.35059712,0.00275,0.64843607,25.9278,20.9272,5.0006,46.855,5,47,10.0,48.0,1,0.342201,0.028889,0.450809,0.519931,0.02926,0.37109,0.342201,0.62891,0.657799,0.917402,0.011135,0.905014,0.012387,0.891313,0.013701,0.876247,0.015066,0.859775,0.016472,0.841872,0.017903,0.822525,0.019347,0.801739,0.020786,0.779538,0.022202,0.755962,0.023576,0.731071,0.02489,0.704946,0.026125,0.677685,0.027261,0.649403,0.028282,0.646653,0.00275,0.616739,0.029914,0.586241,0.030498,0.555328,0.030913,0.524176,0.031152,0.492965,0.031211,0.461876,0.031089,0.431086,0.03079,0.40077,0.030317,0.37109,0.02968,0.342201,0.028889,0.314243,0.027958,0.287341,0.026902,0.261602,0.025738,0.237119,0.024484,0.956157,0.037204,0.006639,0.948188,0.043843,0.007969,0.939652,0.051812,0.008537,0.929532,0.060348,0.01012,0.918819,0.070468,0.010712,0.906271,0.081181,0.012549,0.893143,0.093729,0.013128,0.877942,0.106857,0.015201,0.862223,0.122058,0.015719,0.844229,0.137777,0.017994,0.825833,0.155771,0.018396,0.805013,0.174167,0.02082,0.783969,0.194987,0.021044,0.760421,0.216031,0.023548,0.736889,0.239579,0.023532,0.710853,0.263111,0.026035,0.685129,0.289147,0.025725,0.656991,0.314871,0.028138,0.629502,0.343009,0.027489,0.599776,0.370498,0.029725,0.571062,0.400224,0.028715,0.540367,0.428938,0.030695,0.511049,0.459633,0.029318,0.480069,0.488951,0.03098,0.450809,0.519931,0.02926,0.420248,0.549191,0.030561,0.391705,0.579752,0.028543,0.362238,0.608295,0.029467,0.335023,0.637762,0.027215,0.307253,0.664977,0.02777,0.28189,0.692747,0.025363,0.25631,0.71811,0.02558,0.233205,0.74369,0.023105,0.210174,0.766795,0.023031,0.189601,0.789826,0.020573,0.169331,0.810399,0.020269,0.151424,0.830669,0.017907,0.133986,0.848576,0.017438,0.118749,0.866014,0.015237,0.104085,0.881251,0.014665,0.091411,0.895915,0.012673,0.079355,0.908589,0.012056,0.06905,0.920645,0.010305,0.648436,0.351564,0.75163746,9,47,0.455006,0.462555,0,"own-line (no known-vintage feed); shrink computed + flagged, never silently applied",48.0,9.0,57.0,39.0,0.480069,0.492965,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,pooled,25.9278,20.9272
oof,2021_14_BAL_CLE,2021-12-12,2021,14,CLE,BAL,,,,,0.46212425,0.53512575,0.00275,0.4633986,22.2861,23.4923,-1.2062,45.7784,-2,46,3.0,44.0,1,0.371009,0.029785,0.539093,0.4318,0.029108,0.400795,0.371009,0.599205,0.628991,0.822155,0.019441,0.801277,0.020877,0.778985,0.022292,0.75532,0.023666,0.73034,0.02498,0.704124,0.026216,0.676768,0.027355,0.648389,0.02838,0.619116,0.029272,0.589097,0.030019,0.558491,0.030606,0.527466,0.031025,0.4962,0.031266,0.464874,0.031326,0.462124,0.00275,0.431222,0.030902,0.400795,0.030427,0.371009,0.029785,0.342022,0.028987,0.313976,0.028046,0.286998,0.026978,0.261198,0.0258,0.236669,0.024529,0.213482,0.023187,0.191692,0.02179,0.171332,0.02036,0.152419,0.018913,0.134952,0.017467,0.118914,0.016039,0.948178,0.044202,0.00762,0.93908,0.051822,0.009098,0.929411,0.06092,0.009669,0.918005,0.070589,0.011407,0.906028,0.081995,0.011976,0.892062,0.093972,0.013966,0.877572,0.107938,0.01449,0.860863,0.122428,0.016709,0.84373,0.139137,0.017133,0.82419,0.15627,0.01954,0.804386,0.17581,0.019805,0.782046,0.195614,0.022339,0.759665,0.217954,0.022381,0.734696,0.240335,0.024969,0.709967,0.265304,0.024729,0.682684,0.290033,0.027283,0.655973,0.317316,0.026711,0.626831,0.344027,0.029143,0.598627,0.373169,0.028203,0.5682,0.401373,0.030427,0.539093,0.4318,0.029108,0.508044,0.460907,0.031049,0.478682,0.491956,0.029362,0.447717,0.521318,0.030965,0.41877,0.552283,0.028947,0.388591,0.58123,0.030179,0.360702,0.611409,0.02789,0.331957,0.639298,0.028745,0.305696,0.668043,0.026261,0.27894,0.694304,0.026756,0.254774,0.72106,0.024166,0.230435,0.745226,0.024339,0.208702,0.769565,0.021734,0.187064,0.791298,0.021638,0.16796,0.812936,0.019104,0.149159,0.83204,0.018802,0.132746,0.850841,0.016412,0.116779,0.867254,0.015968,0.102996,0.883221,0.013782,0.089741,0.897004,0.013256,0.078428,0.910259,0.011313,0.067671,0.921572,0.010757,0.058592,0.932329,0.009078,0.463399,0.536601,0.56513306,3,44,0.469814,0.493084,0,"own-line (no known-vintage feed); shrink computed + flagged, never silently applied",24.0,22.0,46.0,2.0,0.478682,0.4962,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,pooled,22.2861,23.4923
oof,2021_14_ATL_CAR,2021-12-12,2021,14,CAR,ATL,,,,,0.45954214,0.53770786,0.00275,0.46080937,20.6909,21.9829,-1.292,42.6738,-2,43,2.5,41.0,1,0.398277,,0.535144,0.433976,0.030881,0.398277,0.368541,0.601723,0.631459,0.820975,0.019623,0.799917,0.021058,0.777449,0.022468,0.753615,0.023834,0.728477,0.025139,0.702114,0.026362,0.674627,0.027487,0.646131,0.028496,0.616759,0.029372,0.586658,0.030101,0.555988,0.03067,0.524918,0.031069,0.493626,0.031292,0.462292,0.031334,0.459542,0.00275,0.428666,0.030876,0.398277,0.030389,0.368541,0.029736,0.339614,0.028927,0.311637,0.027977,0.284736,0.026901,0.259019,0.025717,0.234577,0.024442,0.211482,0.023095,0.189785,0.021697,0.16952,0.020265,0.150702,0.018818,0.133329,0.017373,0.117383,0.015946,0.918293,0.070737,0.01097,0.905433,0.081707,0.01286,0.892013,0.094567,0.01342,0.876466,0.107987,0.015547,0.860438,0.123534,0.016028,0.84208,0.139562,0.018358,0.823377,0.15792,0.018703,0.802191,0.176623,0.021186,0.780859,0.197809,0.021332,0.756959,0.219141,0.0239,0.733171,0.243041,0.023788,0.70681,0.266829,0.02636,0.680874,0.29319,0.025936,0.652449,0.319126,0.028425,0.624802,0.347551,0.027647,0.594836,0.375198,0.029966,0.566024,0.405164,0.028812,0.535144,0.433976,0.030881,0.505792,0.464856,0.029351,0.474686,0.494208,0.031106,0.445459,0.525314,0.029227,0.414835,0.554541,0.030624,0.38639,0.585165,0.028446,0.356923,0.61361,0.029466,0.329865,0.643077,0.027058,0.302157,0.670135,0.027709,0.277002,0.697843,0.025155,0.251537,0.722998,0.025465,0.228681,0.748463,0.022855,0.205809,0.771319,0.022872,0.185513,0.794191,0.020296,0.165435,0.814487,0.020078,0.147819,0.834565,0.017616,0.130592,0.852181,0.017227,0.115648,0.869408,0.014944,0.1012,0.884352,0.014448,0.088807,0.8988,0.012393,0.076963,0.911193,0.011844,0.066917,0.923037,0.010046,0.057426,0.933083,0.009492,0.049465,0.942574,0.007961,0.042028,0.950535,0.007437,0.03586,0.957972,0.006168,0.460809,0.539191,0.55393068,2,41,0.489787,0.491175,0,"own-line (no known-vintage feed); shrink computed + flagged, never silently applied",21.0,29.0,50.0,-8.0,0.474686,0.493626,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,pooled,20.6909,21.9829
oof,2021_15_KC_LAC,2021-12-16,2021,15,LAC,KC,,,,,0.34438907,0.65286093,0.00275,0.34533875,22.8194,28.0405,-5.2211,50.8599,-5,51,-3.0,54.0,1,0.407265,0.030822,0.392075,0.579377,0.028548,0.438087,0.407265,0.561913,0.592735,0.732815,0.024736,0.706844,0.025971,0.679732,0.027112,0.65159,0.028142,0.622545,0.029045,0.592741,0.029804,0.562332,0.030408,0.531487,0.030846,0.500378,0.031109,0.469184,0.031194,0.438087,0.031097,0.407265,0.030822,0.376893,0.030372,0.347139,0.029754,0.344389,0.00275,0.316328,0.028061,0.289315,0.027013,0.263461,0.025854,0.238862,0.0246,0.215592,0.02327,0.193709,0.021883,0.173249,0.02046,0.154232,0.019017,0.136658,0.017573,0.120514,0.016145,0.105768,0.014746,0.092378,0.01339,0.08029,0.012088,0.069441,0.010849,0.978063,0.018188,0.003749,0.973472,0.021937,0.00459,0.968409,0.026528,0.005063,0.962291,0.031591,0.006118,0.955629,0.037709,0.006662,0.947677,0.044371,0.007952,0.939126,0.052323,0.008551,0.929038,0.060874,0.010088,0.918323,0.070962,0.010716,0.905822,0.081677,0.0125,0.892702,0.094178,0.01312,0.877566,0.107298,0.015136,0.861865,0.122434,0.015701,0.843948,0.138135,0.017917,0.825579,0.156052,0.018369,0.804846,0.174421,0.020734,0.783835,0.195154,0.02101,0.760377,0.216165,0.023459,0.73688,0.239623,0.023496,0.710931,0.26312,0.025949,0.685242,0.289069,0.02569,0.65718,0.314758,0.028062,0.629721,0.34282,0.027459,0.600056,0.370279,0.029665,0.571364,0.399944,0.028692,0.54071,0.428636,0.030654,0.511404,0.45929,0.029306,0.480443,0.488596,0.030961,0.451187,0.519557,0.029257,0.420623,0.548813,0.030564,0.392075,0.579377,0.028548,0.362586,0.607925,0.029489,0.335359,0.637414,0.027226,0.307552,0.664641,0.027807,0.282173,0.692448,0.025378,0.256546,0.717827,0.025627,0.233426,0.743454,0.02312,0.210342,0.766574,0.023083,0.189755,0.789658,0.020587,0.169434,0.810245,0.020321,0.151518,0.830566,0.017916,0.134032,0.848482,0.017486,0.118792,0.865968,0.01524,0.345339,0.654661,0.40260213,-4,53,0.466277,0.441812,0,"own-line (no known-vintage feed); shrink computed + flagged, never silently applied",28.0,34.0,62.0,-6.0,0.480443,0.469184,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,pooled,22.8194,28.0405
oof,2021_15_NE_IND,2021-12-18,2021,15,IND,NE,,,,,0.51200958,0.48524042,0.00275,0.51342149,23.6711,23.2294,0.4417,46.9005,1,47,-1.0,46.0,1,0.51476,0.031147,0.512547,0.458157,0.029296,0.545907,0.51476,0.454093,0.48524,0.852331,0.017116,0.833775,0.018556,0.813774,0.020001,0.792339,0.021435,0.769499,0.02284,0.745303,0.024196,0.719818,0.025485,0.693131,0.026687,0.665346,0.027785,0.636586,0.02876,0.606989,0.029597,0.576708,0.030281,0.545907,0.030801,0.51476,0.031147,0.51201,0.00275,0.480709,0.0313,0.449605,0.031105,0.418874,0.030731,0.388689,0.030184,0.359214,0.029475,0.330598,0.028616,0.302978,0.02762,0.276474,0.026504,0.251188,0.025286,0.227204,0.023984,0.204585,0.022618,0.183378,0.021207,0.163609,0.019769,0.145287,0.018323,0.956441,0.036974,0.006585,0.94852,0.043559,0.007921,0.940055,0.05148,0.008465,0.929994,0.059945,0.010061,0.919371,0.070006,0.010623,0.906891,0.080629,0.01248,0.893868,0.093109,0.013023,0.878741,0.106132,0.015127,0.863138,0.121259,0.015603,0.845214,0.136862,0.017923,0.82694,0.154786,0.018274,0.806179,0.17306,0.020761,0.785254,0.193821,0.020925,0.761745,0.214746,0.023509,0.738321,0.238255,0.023424,0.712297,0.261679,0.026024,0.686663,0.287703,0.025634,0.658503,0.313337,0.02816,0.631083,0.341497,0.02742,0.601299,0.368917,0.029784,0.57263,0.398701,0.028669,0.541843,0.42737,0.030787,0.512547,0.458157,0.029296,0.481445,0.487453,0.031102,0.452187,0.518555,0.029258,0.421482,0.547813,0.030705,0.392927,0.578518,0.028555,0.363304,0.607073,0.029624,0.336067,0.636696,0.027236,0.308138,0.663933,0.02793,0.282749,0.691862,0.025388,0.257015,0.717251,0.025734,0.233887,0.742985,0.023128,0.210713,0.766113,0.023173,0.190121,0.789287,0.020592,0.169726,0.809879,0.020395,0.151807,0.830274,0.01792,0.134263,0.848193,0.017543,0.119021,0.865737,0.015242,0.10427,0.880979,0.014751,0.091597,0.89573,0.012673,0.079474,0.908403,0.012124,0.069173,0.920526,0.0103,0.513421,0.486579,0.49664405,-1,46,0.498028,0.483911,0,"own-line (no known-vintage feed); shrink computed + flagged, never silently applied",27.0,17.0,44.0,10.0,0.481445,0.480709,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,pooled,23.6711,23.2294
