feature,shap_value,signed_effect,perspective_team
ewm_ypp_diff,0.171141,positive,SEA
ewm_net_pts_diff,0.157523,positive,SEA
elo_diff,0.118568,positive,SEA
ewm_ypp_away,0.107539,positive,SEA
win_pct_diff,0.096067,positive,SEA
ewm_net_pts_home,0.063463,positive,SEA
elo_home,0.041856,positive,SEA
elo_away,-0.031026,negative,SEA
ewm_net_pts_away,0.024399,positive,SEA
pace_plays_min_diff,0.021058,positive,SEA
win_pct_away,0.020426,positive,SEA
travel_miles_diff,0.019539,positive,SEA
altitude_home,-0.01365,negative,SEA
rest_days_home,-0.013073,negative,SEA
is_dome_home,0.01263,positive,SEA
prime_time,0.011367,positive,SEA
win_pct_home,0.01069,positive,SEA
rest_days_away,0.01022,positive,SEA
ewm_ypp_home,0.008665,positive,SEA
rest_days_diff,-0.00698,negative,SEA
div_game,0.002973,positive,SEA
rest_short_diff,-0.000143,negative,SEA
