feature,shap_value,signed_effect,perspective_team
ewm_net_pts_home,-0.092949,negative,LV
ewm_ypp_home,-0.075189,negative,LV
ewm_ypp_diff,-0.067974,negative,LV
elo_away,0.067072,positive,LV
elo_diff,0.055076,positive,LV
elo_home,-0.049458,negative,LV
ewm_ypp_away,0.048201,positive,LV
pace_plays_min_diff,0.034674,positive,LV
ewm_net_pts_diff,-0.030759,negative,LV
altitude_home,-0.027971,negative,LV
ewm_net_pts_away,0.026164,positive,LV
is_dome_home,-0.017374,negative,LV
travel_miles_diff,-0.010957,negative,LV
win_pct_away,0.009471,positive,LV
rest_days_away,0.00419,positive,LV
win_pct_diff,-0.003489,negative,LV
win_pct_home,0.003262,positive,LV
div_game,0.002651,positive,LV
rest_days_home,0.002429,positive,LV
prime_time,-0.002131,negative,LV
rest_short_diff,-0.000442,negative,LV
rest_days_diff,1.4e-05,positive,LV
