feature,shap_value,signed_effect,perspective_team
elo_diff,0.132096,positive,GB
ewm_net_pts_home,-0.05466,negative,GB
elo_home,0.049094,positive,GB
pace_plays_min_diff,0.045672,positive,GB
elo_away,0.045321,positive,GB
ewm_ypp_away,0.034752,positive,GB
ewm_net_pts_diff,-0.034509,negative,GB
altitude_home,0.032956,positive,GB
travel_miles_diff,0.030977,positive,GB
ewm_net_pts_away,0.019428,positive,GB
ewm_ypp_home,-0.013191,negative,GB
is_dome_home,0.009783,positive,GB
win_pct_away,0.007921,positive,GB
rest_days_away,0.00537,positive,GB
ewm_ypp_diff,-0.003678,negative,GB
win_pct_diff,0.003332,positive,GB
rest_days_home,0.003128,positive,GB
prime_time,-0.001948,negative,GB
div_game,0.00103,positive,GB
rest_days_diff,-0.000849,negative,GB
rest_short_diff,-0.000269,negative,GB
win_pct_home,-8.3e-05,negative,GB
