feature,shap_value,signed_effect,perspective_team
elo_diff,-0.146085,negative,LV
ewm_net_pts_diff,-0.102196,negative,LV
ewm_net_pts_home,-0.087604,negative,LV
ewm_ypp_diff,-0.060798,negative,LV
ewm_ypp_home,-0.059237,negative,LV
elo_away,-0.052898,negative,LV
pace_plays_min_diff,0.039077,positive,LV
ewm_ypp_away,0.038941,positive,LV
is_dome_home,-0.028929,negative,LV
travel_miles_diff,0.027504,positive,LV
win_pct_diff,-0.017571,negative,LV
win_pct_away,0.016995,positive,LV
altitude_home,-0.012516,negative,LV
win_pct_home,0.007259,positive,LV
rest_days_home,0.006485,positive,LV
elo_home,-0.005217,negative,LV
div_game,-0.004945,negative,LV
rest_days_away,0.004271,positive,LV
prime_time,-0.003229,negative,LV
ewm_net_pts_away,-0.002654,negative,LV
rest_short_diff,-0.000522,negative,LV
rest_days_diff,-0.000248,negative,LV
