feature,shap_value,signed_effect,perspective_team
elo_diff,-0.139324,negative,CLE
win_pct_diff,-0.080795,negative,CLE
travel_miles_diff,0.066713,positive,CLE
ewm_net_pts_diff,-0.063987,negative,CLE
pace_plays_min_diff,0.063687,positive,CLE
elo_home,-0.059868,negative,CLE
ewm_ypp_diff,-0.059854,negative,CLE
ewm_ypp_away,0.049183,positive,CLE
elo_away,-0.048976,negative,CLE
win_pct_away,-0.018314,negative,CLE
win_pct_home,0.018121,positive,CLE
is_dome_home,0.01245,positive,CLE
ewm_net_pts_away,0.01149,positive,CLE
altitude_home,-0.009301,negative,CLE
rest_days_home,0.006373,positive,CLE
ewm_ypp_home,-0.005742,negative,CLE
rest_days_away,0.004695,positive,CLE
div_game,0.002893,positive,CLE
prime_time,-0.002884,negative,CLE
rest_days_diff,-0.001277,negative,CLE
ewm_net_pts_home,0.000432,positive,CLE
rest_short_diff,-0.000192,negative,CLE
