feature,shap_value,signed_effect,perspective_team
elo_diff,0.157789,positive,TB
ewm_ypp_away,-0.097039,negative,TB
ewm_net_pts_diff,-0.086693,negative,TB
pace_plays_min_diff,0.059344,positive,TB
elo_home,0.03749,positive,TB
ewm_ypp_diff,-0.031938,negative,TB
altitude_home,-0.025079,negative,TB
elo_away,0.022777,positive,TB
ewm_net_pts_away,-0.021331,negative,TB
win_pct_away,0.016259,positive,TB
ewm_ypp_home,-0.010859,negative,TB
is_dome_home,0.007773,positive,TB
travel_miles_diff,0.004086,positive,TB
win_pct_diff,0.004077,positive,TB
rest_days_away,0.004036,positive,TB
win_pct_home,-0.002037,negative,TB
ewm_net_pts_home,0.001547,positive,TB
rest_days_home,0.001511,positive,TB
prime_time,-0.001268,negative,TB
div_game,-0.00122,negative,TB
rest_short_diff,-0.000545,negative,TB
rest_days_diff,-0.000399,negative,TB
