feature,shap_value,signed_effect,perspective_team
elo_diff,-0.157044,negative,ATL
ewm_net_pts_diff,-0.08124,negative,ATL
elo_home,-0.079397,negative,ATL
pace_plays_min_diff,0.077133,positive,ATL
elo_away,-0.061976,negative,ATL
ewm_ypp_away,-0.053782,negative,ATL
ewm_ypp_diff,-0.050843,negative,ATL
win_pct_diff,0.026459,positive,ATL
win_pct_away,0.02,positive,ATL
ewm_net_pts_away,-0.017608,negative,ATL
travel_miles_diff,0.01493,positive,ATL
win_pct_home,0.011601,positive,ATL
rest_short_diff,0.010977,positive,ATL
prime_time,0.009018,positive,ATL
ewm_ypp_home,0.008862,positive,ATL
altitude_home,0.008406,positive,ATL
ewm_net_pts_home,-0.006379,negative,ATL
rest_days_home,0.003947,positive,ATL
div_game,0.003162,positive,ATL
is_dome_home,-0.003092,negative,ATL
rest_days_away,0.002512,positive,ATL
rest_days_diff,-0.001613,negative,ATL
