feature,shap_value,signed_effect,perspective_team
elo_diff,0.132554,positive,PIT
ewm_ypp_away,-0.11106,negative,PIT
win_pct_diff,0.105591,positive,PIT
ewm_net_pts_diff,-0.096146,negative,PIT
altitude_home,0.04289,positive,PIT
ewm_ypp_diff,-0.034278,negative,PIT
elo_home,0.031441,positive,PIT
elo_away,0.02811,positive,PIT
travel_miles_diff,-0.026577,negative,PIT
pace_plays_min_diff,-0.017872,negative,PIT
ewm_net_pts_away,-0.012447,negative,PIT
win_pct_home,0.00997,positive,PIT
ewm_net_pts_home,-0.00804,negative,PIT
ewm_ypp_home,-0.007145,negative,PIT
is_dome_home,0.005527,positive,PIT
rest_days_away,0.004779,positive,PIT
win_pct_away,0.002801,positive,PIT
rest_days_diff,-0.00205,negative,PIT
prime_time,-0.001623,negative,PIT
rest_days_home,0.001433,positive,PIT
rest_short_diff,-0.00067,negative,PIT
div_game,-0.000359,negative,PIT
