feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.152888,positive,BAL
elo_diff,0.114181,positive,BAL
ewm_ypp_home,-0.058478,negative,BAL
rest_days_diff,0.048868,positive,BAL
ewm_net_pts_home,0.048273,positive,BAL
ewm_ypp_away,0.038088,positive,BAL
pace_plays_min_diff,0.03546,positive,BAL
elo_away,0.030176,positive,BAL
travel_miles_diff,-0.028058,negative,BAL
altitude_home,-0.024386,negative,BAL
ewm_net_pts_away,0.01367,positive,BAL
ewm_ypp_diff,0.012515,positive,BAL
elo_home,0.010762,positive,BAL
rest_days_away,0.010404,positive,BAL
is_dome_home,0.010245,positive,BAL
rest_days_home,-0.009235,negative,BAL
win_pct_diff,-0.007809,negative,BAL
win_pct_home,0.006162,positive,BAL
win_pct_away,0.005833,positive,BAL
div_game,0.002732,positive,BAL
prime_time,-0.001692,negative,BAL
rest_short_diff,-0.00024,negative,BAL
