feature,shap_value,signed_effect,perspective_team
ewm_net_pts_diff,0.201069,positive,NE
ewm_ypp_diff,0.185064,positive,NE
ewm_net_pts_home,0.110903,positive,NE
elo_diff,0.106722,positive,NE
ewm_ypp_away,0.082086,positive,NE
ewm_ypp_home,0.070891,positive,NE
ewm_net_pts_away,0.054545,positive,NE
elo_away,0.046245,positive,NE
travel_miles_diff,0.037989,positive,NE
pace_plays_min_diff,0.033573,positive,NE
elo_home,0.026599,positive,NE
win_pct_diff,-0.019517,negative,NE
win_pct_away,0.018052,positive,NE
win_pct_home,0.012064,positive,NE
is_dome_home,0.009862,positive,NE
rest_days_away,0.008256,positive,NE
rest_days_home,0.005494,positive,NE
div_game,-0.004104,negative,NE
prime_time,-0.002293,negative,NE
altitude_home,-0.000245,negative,NE
rest_short_diff,0.000199,positive,NE
rest_days_diff,-0.000183,negative,NE
